Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Teddy Bridgewater,22,Rook,12,"259 for 402, 2,919 yards, 14 td, 12 int, & 47 rushes for 209 yards and 1 td",,Starters_1,MIN,2014,2025-08-15 19:22:29
RB,Matt Asiata,27,2,9,"164 rushes for 570 yards, 9 td, & 44 catches for 312 yards and 1 td",,Starters_1,MIN,2014,2025-08-15 19:22:29
WR,Greg Jennings,31,8,13,"59 catches for 742 yards, 6 td",,Starters_1,MIN,2014,2025-08-15 19:22:29
WR,Cordarrelle Patterson,23,1,7,"33 catches for 384 yards, 1 td, & 10 rushes for 117 yards and 1 td",,Starters_1,MIN,2014,2025-08-15 19:22:29
TE,Rhett Ellison,26,2,13,"19 catches for 208 yards, 1 td",,Starters_1,MIN,2014,2025-08-15 19:22:29
TE,Kyle Rudolph,25,3,8,"24 catches for 231 yards, 2 td",,Starters_1,MIN,2014,2025-08-15 19:22:29
LT,Matt Kalil,25,2,16,,,Starters_1,MIN,2014,2025-08-15 19:22:29
LG,Charlie Johnson,30,8,14,,,Starters_1,MIN,2014,2025-08-15 19:22:29
C,John Sullivan,29,6,16,,,Starters_1,MIN,2014,2025-08-15 19:22:29
RG,Joe Berger,32,9,9,,,Starters_1,MIN,2014,2025-08-15 19:22:29
RT,Phil Loadholt,28,5,11,1 fumble recovered,,Starters_1,MIN,2014,2025-08-15 19:22:29
LDE,Brian Robison,31,7,16,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
LDT,Sharrif Floyd,22,1,11,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
RDT,Linval Joseph,26,4,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
RDE,Everson Griffen,27,4,16,"12.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
LLB,Chad Greenway,31,7,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
MLB,Jasper Brinkley,29,5,11,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
RLB,Anthony Barr,22,Rook,12,"4.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
LCB,Captain Munnerlyn,26,5,16,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
RCB,Xavier Rhodes,24,1,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
SS,Robert Blanton,25,2,13,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
FS,Harrison Smith,25,2,16,"3.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,MIN,2014,2025-08-15 19:22:29
