Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
MIN,1985,QB,Tommy Kramer,30,8,15,"277 for 506, 3,522 yards, 19 td, 26 int, & 27 rushes for 54 yards and 0 td",,Starters_1
MIN,1985,RB,Darrin Nelson,26,3,10,"200 rushes for 893 yards, 5 td, & 43 catches for 301 yards and 1 td",,Starters_1
MIN,1985,FB,Ted Brown,28,6,9,"93 rushes for 336 yards, 7 td, & 30 catches for 291 yards and 3 td",,Starters_1
MIN,1985,WR,Anthony Carter,25,1,15,"43 catches for 821 yards, 8 td",,Starters_1
MIN,1985,WR,Leo Lewis,29,4,10,"29 catches for 442 yards, 3 td, & 1 rush for 2 yards and 0 td",,Starters_1
MIN,1985,TE,Steve Jordan,24,3,16,"68 catches for 795 yards, 0 td",,Starters_1
MIN,1985,LT,Curtis Rouse,25,3,13,1 fumble recovered,,Starters_1
MIN,1985,LG,Brent Boyd,28,5,14,,,Starters_1
MIN,1985,C,Dennis Swilley,30,8,13,1 fumble recovered,,Starters_1
MIN,1985,RG,Terry Tausch,26,3,15,,,Starters_1
MIN,1985,RT,Tim Irwin,27,4,16,,,Starters_1
MIN,1985,LDE,Doug Martin,28,5,15,"4.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
MIN,1985,NT,Tim Newton,22,Rook,13,"2.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
MIN,1985,RDE,Mark Mullaney,32,10,13,"2.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
MIN,1985,LOLB,Chris Doleman,24,Rook,13,"0.5 sacks, 1 interception, 3 fumbles recovered",,Starters_1
MIN,1985,LILB,Scott Studwell,31,8,12,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
MIN,1985,RILB,Dennis Fowlkes,24,2,8,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
MIN,1985,ROLB,Chris Martin,25,2,12,"3.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
MIN,1985,LCB,Willie Teal,28,5,16,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1
MIN,1985,RCB,Rufus Bess,29,6,11,"1.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
MIN,1985,SS,Joey Browner*,25,2,16,"1.0 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1
MIN,1985,FS,Keith Nord,28,6,13,,,Starters_1
