Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Sam Darnold*,27,6,17,"361 for 545, 4,319 yards, 35 td, 12 int, & 67 rushes for 212 yards and 1 td",,Starters_1,MIN,2024,2025-08-15 19:23:46
RB,Aaron Jones,30,7,17,"255 rushes for 1,138 yards, 5 td, & 51 catches for 408 yards and 2 td",,Starters_1,MIN,2024,2025-08-15 19:23:46
WR,Jordan Addison,22,1,15,"63 catches for 875 yards, 9 td, & 3 rushes for 20 yards and 1 td",,Starters_1,MIN,2024,2025-08-15 19:23:46
WR,Justin Jefferson*+,25,4,17,"103 catches for 1,533 yards, 10 td, & 1 rush for 3 yards and 0 td",,Starters_1,MIN,2024,2025-08-15 19:23:46
TE,T.J. Hockenson,27,5,9,"41 catches for 455 yards, 0 td",,Starters_1,MIN,2024,2025-08-15 19:23:46
TE,Josh Oliver,27,5,12,"22 catches for 258 yards, 3 td",,Starters_1,MIN,2024,2025-08-15 19:23:46
LT,Cam Robinson,29,7,10,,,Starters_1,MIN,2024,2025-08-15 19:23:46
LG,Blake Brandel,27,3,17,,,Starters_1,MIN,2024,2025-08-15 19:23:46
C,Garrett Bradbury,29,5,17,,,Starters_1,MIN,2024,2025-08-15 19:23:46
RG,Ed Ingram,25,2,9,,,Starters_1,MIN,2024,2025-08-15 19:23:46
RT,Brian O'Neill*,29,6,17,1 fumble recovered,,Starters_1,MIN,2024,2025-08-15 19:23:46
LDE,Jerry Tillery,28,5,11,,,Starters_1,MIN,2024,2025-08-15 19:23:46
NT,Harrison Phillips,28,6,17,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
RDE,Jonathan Bullard,31,8,17,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
LILB,Ivan Pace,24,1,10,"3.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
RILB,Blake Cashman,28,5,14,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
RLB,Andrew Van Ginkel*,29,5,17,"11.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
ROLB,Jonathan Greenard*,27,4,17,"12.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
LCB,Stephon Gilmore,34,12,15,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
RCB,Byron Murphy*,26,5,17,"0.0 sacks, 6 interceptions, 0 fumbles recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
SS,Harrison Smith,35,12,16,"1.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
FS,Camryn Bynum,26,3,17,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,MIN,2024,2025-08-15 19:23:46
