Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
MIN,2006,QB,Brad Johnson,38,12,14,"270 for 439, 2,750 yards, 9 td, 15 int, & 29 rushes for 82 yards and 1 td",,Starters_1
MIN,2006,RB,Chester Taylor,27,4,15,"303 rushes for 1,216 yards, 6 td, & 42 catches for 288 yards and 0 td",,Starters_1
MIN,2006,FB,Tony Richardson,35,11,7,"5 rushes for 12 yards, 0 td, & 13 catches for 111 yards and 0 td",,Starters_1
MIN,2006,WR,Travis Taylor,28,6,16,"57 catches for 651 yards, 3 td, & 1 rush for 5 yards and 0 td",,Starters_1
MIN,2006,WR,Troy Williamson,23,1,11,"37 catches for 455 yards, 0 td",,Starters_1
MIN,2006,TE,Jim Kleinsasser,29,7,12,"7 catches for 47 yards, 0 td",,Starters_1
MIN,2006,LT,Bryant McKinnie,27,4,16,,,Starters_1
MIN,2006,LG,Steve Hutchinson*,29,5,16,,,Starters_1
MIN,2006,C,Matt Birk*,30,8,16,1 fumble recovered,,Starters_1
MIN,2006,RG,Artis Hicks,28,3,14,,,Starters_1
MIN,2006,RT,Marcus Johnson,22,1,10,1 fumble recovered,,Starters_1
MIN,2006,LDE,Darrion Scott,25,2,13,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
MIN,2006,LDT,Pat Williams*,34,9,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
MIN,2006,RDT,Kevin Williams*+,26,3,16,"5.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
MIN,2006,RDE,Kenechi Udeze,23,2,15,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
MIN,2006,LLB,Ben Leber,28,4,10,"3.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
MIN,2006,MLB,Napoleon Harris,27,4,14,"2.5 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
MIN,2006,RLB,E.J. Henderson,26,3,16,"3.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
MIN,2006,LCB,Antoine Winfield,29,7,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
MIN,2006,RCB,Fred Smoot,27,5,11,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
MIN,2006,SS,Darren Sharper,31,9,16,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
MIN,2006,FS,Dwight Smith,28,5,14,"1.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
