Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Teddy Bridgewater*,23,1,16,"292 for 447, 3,231 yards, 14 td, 9 int, & 44 rushes for 192 yards and 3 td",,Starters_1,MIN,2015,2025-08-15 19:22:36
RB,Adrian Peterson*+,30,8,16,"327 rushes for 1,485 yards, 11 td, & 30 catches for 222 yards and 0 td",,Starters_1,MIN,2015,2025-08-15 19:22:36
WR,Stefon Diggs,22,Rook,9,"52 catches for 720 yards, 4 td, & 3 rushes for 13 yards and 0 td",,Starters_1,MIN,2015,2025-08-15 19:22:36
WR,Mike Wallace,29,6,12,"39 catches for 473 yards, 2 td, & 1 rush for 6 yards and 0 td",,Starters_1,MIN,2015,2025-08-15 19:22:36
TE,Rhett Ellison,27,3,9,"11 catches for 124 yards, 1 td",,Starters_1,MIN,2015,2025-08-15 19:22:36
TE,Kyle Rudolph,26,4,16,"49 catches for 495 yards, 5 td",,Starters_1,MIN,2015,2025-08-15 19:22:36
LT,Matt Kalil,26,3,16,,,Starters_1,MIN,2015,2025-08-15 19:22:36
LG,Brandon Fusco,27,4,16,,,Starters_1,MIN,2015,2025-08-15 19:22:36
C,Joe Berger,33,10,16,1 fumble recovered,,Starters_1,MIN,2015,2025-08-15 19:22:36
RG,Mike Harris,27,3,16,,,Starters_1,MIN,2015,2025-08-15 19:22:36
RT,T.J. Clemmings,24,Rook,16,1 fumble recovered,,Starters_1,MIN,2015,2025-08-15 19:22:36
LDE,Brian Robison,32,8,16,"5.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
LDT,Sharrif Floyd,23,2,12,"2.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
RDT,Linval Joseph,27,5,12,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
RDE,Everson Griffen*,28,5,15,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
LLB,Chad Greenway,32,8,12,"2.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
MLB,Eric Kendricks,23,Rook,11,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
RLB,Anthony Barr*,23,1,14,"3.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
LCB,Terence Newman,37,12,16,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
RCB,Xavier Rhodes,25,2,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
SS,Andrew Sendejo,28,5,13,"0.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
FS,Harrison Smith*,26,3,13,"1.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,MIN,2015,2025-08-15 19:22:36
