Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
1997,1,1,STL,Orlando PaceHOF,T,21,2009,3,7,12,104,101,169,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
1997,1,2,OAK,Darrell Russell,DT,21,2003,1,2,5,44,43,83,0,0,0,0,0,0,0,0,0,0,0,187,1,28.5,USC,
1997,1,3,SEA,Shawn Springs,DB,22,2009,0,1,10,58,32,169,0,0,0,0,0,0,0,0,0,0,0,631,33,8.5,Ohio St.,College Stats
1997,1,4,BAL,Peter Boulware,LB,22,2005,0,4,7,59,59,126,0,0,0,0,0,0,0,0,0,0,0,293,1,70.0,Florida St.,College Stats
1997,1,5,DET,Bryant Westbrook,DB,22,2002,0,0,3,24,23,71,0,0,0,0,0,0,0,0,0,0,0,198,13,,Texas,College Stats
1997,1,6,SEA,Walter JonesHOF,T,23,2008,4,9,12,98,98,180,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,
1997,1,7,NYG,Ike Hilliard,WR,21,2008,0,0,8,43,32,161,0,0,0,0,0,16,126,0,546,6397,35,1,,,Florida,College Stats
1997,1,8,NYJ,James Farrior,LB,22,2011,1,2,12,95,15,230,0,0,0,0,0,0,0,0,0,0,0,1012,11,35.5,Virginia,College Stats
1997,1,9,ARI,Tom Knight,DB,22,2003,0,0,3,17,17,73,0,0,0,0,0,0,0,0,0,0,0,218,3,2.5,Iowa,College Stats
1997,1,10,NOR,Chris Naeole,G,22,2007,0,0,9,61,20,154,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,College Stats
1997,1,11,ATL,Michael Booker,DB,22,2001,0,0,0,9,7,73,0,0,0,0,0,0,0,0,0,0,0,96,8,,Nebraska,College Stats
1997,1,12,TAM,Warrick Dunn,RB,22,2008,0,3,10,96,55,181,0,0,0,0,0,2669,10967,49,510,4339,15,,,,Florida St.,College Stats
