Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1985,1,1,BUF,Bruce SmithHOF,DE,22,2003,8,11,18,152,144,279,0,0,0,0,0,1,0,0,0,0,0,2,200.0,Virginia Tech,College Stats
1985,1,2,ATL,Bill Fralic,G,22,1993,2,4,9,59,53,132,0,0,0,0,0,0,0,0,1,-4,0,,,Pittsburgh,College Stats
1985,1,3,HOU,Ray Childress,DT,22,1996,1,5,10,90,90,163,0,0,0,0,0,0,0,0,0,0,0,,76.5,Texas A&M,College Stats
1985,1,4,MIN,Chris DolemanHOF,DE,23,1999,2,8,13,114,85,232,0,0,0,0,0,0,0,0,0,0,0,8,150.5,Pittsburgh,College Stats
1985,1,5,IND,Duane Bickett,LB,22,1996,0,1,9,64,62,175,0,0,0,0,0,0,0,0,0,0,0,9,53.0,USC,College Stats
1985,1,6,DET,Lomas Brown,T,22,2002,1,7,17,98,74,263,0,0,0,0,0,1,3,0,0,0,0,,,Florida,College Stats
1985,1,7,GNB,Ken Ruettgers,T,23,1996,0,0,9,55,55,156,0,0,0,0,0,0,0,0,0,0,0,,,USC,
1985,1,8,TAM,Ron Holmes,DE,22,1992,0,0,6,31,14,102,0,0,0,0,0,0,0,0,0,0,0,,36.5,Washington,College Stats
1985,1,9,PHI,Kevin Allen,T,22,1985,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,Indiana,
1985,1,10,NYJ,Al Toon,WR,22,1992,1,3,8,56,56,107,1,3,27,0,0,4,7,0,517,6605,31,,,Wisconsin,College Stats
1985,1,11,HOU,Richard Johnson,DB,21,1992,0,0,2,19,19,98,0,0,0,0,0,0,0,0,0,0,0,15,1.0,Wisconsin,College Stats
1985,1,12,SDG,Jim Lachey,T,22,1995,3,3,9,77,17,131,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,College Stats
1985,1,13,CIN,Eddie Brown,WR,22,1991,0,1,7,57,57,102,0,0,0,0,0,25,164,0,363,6134,41,,,Miami (FL),College Stats
1985,1,14,BUF,Derrick Burroughs,DB,23,1989,0,0,3,15,15,58,0,0,0,0,0,0,0,0,0,0,0,6,1.0,Memphis,College Stats
1985,1,15,KAN,Ethan Horton,TE,22,1994,0,1,5,22,3,116,0,1,0,0,0,79,241,3,212,2360,17,,,North Carolina,College Stats
1985,1,16,SFO,Jerry RiceHOF,WR,22,2004,10,13,18,160,149,303,3,10,71,1,1,87,645,10,1549,22895,197,,,Miss. Valley St.,
1985,1,17,DAL,Kevin Brooks,DT,22,1990,0,0,3,21,13,69,0,0,0,0,0,0,0,0,0,0,0,,15.5,Michigan,
1985,1,18,STL,Freddie Joe Nunn,DE,23,1996,0,0,8,49,47,157,0,0,0,0,0,0,0,0,0,0,0,,67.5,Mississippi,
1985,1,19,NYG,George Adams,RB,22,1991,0,0,1,13,12,76,0,1,0,0,0,257,886,3,111,1014,4,,,Kentucky,College Stats
1985,1,20,PIT,Darryl Sims,DE,24,1988,0,0,0,9,3,58,0,0,0,0,0,0,0,0,0,0,0,,3.0,Wisconsin,
1985,1,21,RAM,Jerry Gray,DB,22,1993,0,4,7,61,54,134,0,0,0,0,0,0,0,0,0,0,0,28,,Texas,College Stats
1985,1,22,CHI,William Perry,DT,22,1994,0,0,9,48,39,138,0,0,0,0,0,8,5,2,1,4,1,,29.5,Clemson,College Stats
1985,1,23,RAI,Jessie Hester,WR,22,1995,0,0,7,37,10,147,0,0,0,0,0,8,53,1,373,5850,29,,,Florida St.,College Stats
1985,1,24,NOR,Alvin Toles,LB,22,1988,0,0,1,10,10,55,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee,College Stats
1985,1,25,CIN,Emanuel King,LB,22,1989,0,0,2,15,14,67,0,0,0,0,0,0,0,0,0,0,0,,15.0,Alabama,
1985,1,26,DEN,Steve Sewell,RB,22,1991,0,0,0,25,25,94,2,7,47,1,0,229,917,13,187,2354,13,,,Oklahoma,College Stats
1985,1,27,MIA,Lorenzo Hampton,RB,23,1989,0,0,3,25,25,70,0,0,0,0,0,500,1949,22,123,954,6,,,Florida,College Stats
1985,1,28,NWE,Trevor Matich,C,23,1996,0,0,0,16,4,148,0,0,0,0,0,0,0,0,3,23,1,,,BYU,
1985,2,29,BUF,Mark Traynowicz,G,22,1989,0,0,0,3,3,52,0,0,0,0,0,0,0,0,0,0,0,,,Nebraska,College Stats
1985,2,30,MIN,Issiac Holt,DB,22,1992,0,0,5,34,16,113,0,0,0,0,0,0,0,0,0,0,0,23,,Alcorn St.,
1985,2,31,DEN,Vance Johnson,WR,22,1995,0,0,6,47,47,128,0,4,0,0,0,17,44,0,415,5695,37,,,Arizona,College Stats
1985,2,32,IND,Don Anderson,DB,22,1987,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,,Purdue,College Stats
1985,2,33,WAS,Tory Nixon,DB,23,1988,0,0,0,5,,50,0,0,0,0,0,0,0,0,0,0,0,3,,San Diego St.,College Stats
1985,2,34,DET,Kevin Glover,C,22,1999,0,3,12,72,69,191,0,0,0,0,0,0,0,0,0,0,0,,,Maryland,
1985,2,35,CLE,Greg Allen,RB,22,1986,0,0,0,0,0,9,0,0,0,0,0,9,35,0,0,0,0,,,Florida St.,College Stats
1985,2,36,HOU,Richard Byrd,DE,23,1989,0,0,3,20,20,75,0,0,0,0,0,0,0,0,0,0,0,1,5.0,Southern Miss,College Stats
1985,2,37,PHI,Randall Cunningham,QB,22,2001,1,4,7,110,85,161,2429,4289,29979,207,134,775,4928,35,2,-6,0,,,UNLV,College Stats
1985,2,38,NOR,Daren Gilbert,T,21,1988,0,0,0,9,9,42,0,0,0,0,0,0,0,0,0,0,0,,,Cal State-Fullerton,
1985,2,39,SDG,Wayne Davis,DB,22,1990,0,0,0,9,6,73,0,0,0,0,0,0,0,0,0,0,0,5,1.0,Indiana St.,College Stats
1985,2,40,NYJ,Lester Lyles,DB,22,1990,0,0,1,13,8,63,0,0,0,0,0,0,0,0,0,0,0,10,5.0,Virginia,College Stats
1985,2,41,KAN,Jonathan Hayes,TE,23,1996,0,0,6,15,14,184,0,0,0,0,0,0,0,0,153,1718,13,,,Iowa,College Stats
1985,2,42,BUF,Chris Burkett,WR,23,1993,0,0,3,32,17,131,0,0,0,0,0,2,-6,0,292,4352,19,,,Jackson St.,
1985,2,43,CIN,Carl Zander,LB,22,1991,0,0,6,34,34,106,0,0,0,0,0,0,0,0,0,0,0,3,8.0,Tennessee,College Stats
1985,2,44,DAL,Jesse Penn,LB,23,1987,0,0,0,6,6,42,0,0,0,0,0,0,0,0,0,0,0,1,2.5,Virginia Tech,College Stats
1985,2,45,ATL,Mike Gann,DE,21,1993,0,0,8,42,42,118,0,0,0,0,0,0,0,0,0,0,0,1,23.5,Notre Dame,
1985,2,46,NYG,Stacy Robinson,WR,23,1990,0,0,1,6,6,43,0,0,0,0,0,0,0,0,48,749,7,,,North Dakota St.,
1985,2,47,PIT,Mark Behning,T,23,1986,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,Nebraska,
1985,2,48,NWE,Garin Veris,DE,22,1992,0,0,3,26,26,88,0,0,0,0,0,0,0,0,0,0,0,,36.0,Stanford,
1985,2,49,CHI,Reggie Phillips,DB,24,1988,0,0,0,11,10,60,0,0,0,0,0,0,0,0,0,0,0,3,,SMU,College Stats
1985,2,50,RAM,Chuck Scott,WR,22,1987,0,0,0,1,1,11,0,0,0,0,0,0,0,0,6,87,0,,,Vanderbilt,College Stats
1985,2,51,STL,Scott Bergold,T,23,1985,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,,,Wisconsin,
1985,2,52,NWE,Jim Bowman,DB,21,1989,0,0,1,9,9,73,0,0,0,0,0,0,0,0,0,0,0,3,0.5,Central Michigan,College Stats
1985,2,53,SEA,Owen Gill,RB,23,1987,0,0,0,4,,32,0,0,0,0,0,98,490,3,21,189,0,,,Iowa,College Stats
1985,2,54,DEN,Simon Fletcher,LB,23,1995,0,0,9,61,61,172,0,0,0,0,0,0,0,0,0,0,0,2,97.5,Houston,
1985,2,55,SDG,Jeffery Dale,DB,22,1988,0,0,2,14,14,42,0,0,0,0,0,0,0,0,0,0,0,6,,LSU,College Stats
1985,2,56,NWE,Ben Thomas,DE,24,1991,0,0,1,8,2,54,0,0,0,0,0,0,0,0,0,0,0,,3.5,Auburn,
1985,3,57,BUF,Frank Reich,QB,23,1998,0,0,1,15,8,118,508,932,6075,40,36,91,78,0,0,0,0,,,Maryland,College Stats
1985,3,58,NYG,Tyrone Davis,DB,23,1985,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,Clemson,College Stats
1985,3,59,MIN,Kirk Lowdermilk,C,22,1996,0,0,10,56,34,178,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,
1985,3,60,MIN,Tim Meamber,LB,22,1985,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,Washington,College Stats
1985,3,61,IND,Anthony Young,DB,21,1985,0,0,1,5,5,14,0,0,0,0,0,0,0,0,0,0,0,1,,Temple,College Stats
1985,3,62,DET,James Johnson,LB,23,1987,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,San Diego St.,
1985,3,63,BUF,Hal Garner,LB,23,1991,0,0,0,5,5,67,0,0,0,0,0,0,0,0,0,0,0,,1.5,Utah St.,
1985,3,64,TAM,Ervin Randle,LB,22,1992,0,0,3,23,20,105,0,0,0,0,0,0,0,0,0,0,0,1,8.0,Baylor,
1985,3,65,MIA,George Little,DE,22,1987,0,0,1,8,8,39,0,0,0,0,0,0,0,0,0,0,0,,5.0,Iowa,
1985,3,66,MIN,Tim Long,C,22,1987,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,Memphis,
1985,3,67,NYJ,Donnie Elder,DB,21,1991,0,0,0,1,0,82,0,0,0,0,0,0,0,0,0,0,0,6,1.5,Memphis,College Stats
1985,3,68,NOR,Jack Del Rio,LB,22,1995,0,1,10,58,10,160,0,0,0,0,0,1,16,0,0,0,0,13,13.0,USC,College Stats
1985,3,69,SDG,John Hendy,DB,22,1985,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,4,,Long Beach St.,College Stats
1985,3,70,CIN,Sean Thomas,DB,23,1985,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,TCU,College Stats
1985,3,71,GNB,Rich Moran,G,23,1993,0,0,5,34,34,108,0,0,0,0,0,0,0,0,0,0,0,,,San Diego St.,
1985,3,72,STL,Lance Smith,G,22,1996,0,0,11,61,51,182,0,0,0,0,0,0,0,0,0,0,0,,,LSU,
1985,3,73,NYG,Brian Johnston,C,22,1987,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,North Carolina,
1985,3,74,PIT,Liffort Hobley,DB,23,1993,0,0,1,14,,84,0,0,0,0,0,0,0,0,0,0,0,5,6.0,LSU,College Stats
1985,3,75,SFO,Ricky Moore,RB,22,1988,0,0,1,2,,22,0,0,0,0,0,40,126,1,27,220,0,,,Alabama,College Stats
1985,3,76,DAL,Crawford Ker,G,23,1991,0,0,6,31,27,92,0,0,0,0,0,0,0,0,0,0,0,,,Florida,
1985,3,77,RAM,Dale Hatcher,P,22,1993,1,1,0,10,9,99,0,0,0,0,0,1,0,0,0,0,0,,,Clemson,College Stats
1985,3,78,CHI,James Maness,WR,22,1985,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,34,0,,,TCU,College Stats
1985,3,79,RAI,Tim Moffett,WR,23,1987,0,0,0,3,2,32,0,0,0,0,0,1,1,0,16,247,1,,,Mississippi,College Stats
1985,3,80,RAI,Stefon Adams,DB,22,1990,0,0,0,5,5,65,0,0,0,0,0,0,0,0,0,0,0,2,,East Carolina,College Stats
1985,3,81,SEA,Danny Greene,WR,23,1985,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,10,1,,,Washington,College Stats
1985,3,82,HOU,Mike Kelley,C,23,1987,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,
1985,3,83,MIA,Alex Moyer,LB,21,1986,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,1,,Northwestern,
1985,3,84,NWE,Audray McMillian,DB,23,1993,1,1,2,34,,123,0,0,0,0,0,0,0,0,0,0,0,19,,Houston,College Stats
1985,4,85,MIN,Buster Rhymes,WR,23,1986,0,0,0,1,1,20,0,0,0,0,0,0,0,0,8,149,0,,,Oklahoma,College Stats
1985,4,86,BUF,Andre ReedHOF,WR,21,2000,0,7,14,98,97,234,1,1,32,0,0,75,500,1,951,13198,87,,,Kutztown (PA),
1985,4,87,HOU,Tom Briehl,LB,22,1987,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,,,Stanford,College Stats
1985,4,88,IND,Willie Broughton,DT,20,1996,0,0,4,22,4,111,0,0,0,0,0,0,0,0,0,0,0,,11.0,Miami (FL),
1985,4,89,ATL,Emile Harry,WR,22,1992,0,0,0,18,,83,0,0,0,0,0,2,36,0,150,2011,9,,,Stanford,College Stats
1985,4,90,DET,Kevin Hancock,LB,23,1987,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,Baylor,College Stats
1985,4,91,MIA,Mike Smith,DB,22,1987,0,0,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,,1.0,Texas-El Paso,College Stats
1985,4,92,TAM,Mike Heaven,DB,,,0,0,0,,,,,,,,,,,,,,,,,Illinois,College Stats
1985,4,93,PHI,Greg Naron,G,,,0,0,0,,,,,,,,,,,,,,,,,North Carolina,
1985,4,94,NYJ,Doug Allen,WR,,,0,0,0,,,,,,,,,,,,,,,,,Arizona St.,College Stats
1985,4,95,NOR,Billy Allen,DB,,,0,0,0,,,,,,,,,,,,,,,,,Florida St.,College Stats
1985,4,96,SDG,Ralf Mojsiejenko,P,22,1991,0,1,0,15,11,93,0,0,0,0,0,2,0,0,0,0,0,,,Michigan St.,College Stats
1985,4,97,CIN,Anthony Tuggle,DB,21,1987,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,,,Nicholls St.,
1985,4,98,GNB,Walter Stanley,WR,22,1992,0,0,3,17,14,85,0,0,0,0,0,6,58,0,130,2213,5,,,Colorado Mesa,College Stats
1985,4,99,KAN,Bob Olderman,G,23,1985,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,,,Virginia,
