Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1980,1,1,DET,Billy Sims,RB,24,1984,0,3,5,58,58,60,0,0,0,0,0,1131,5106,42,186,2072,5,,,Oklahoma,College Stats
1980,1,2,NYJ,Lam Jones,WR,22,1984,0,0,3,21,21,61,0,0,0,0,0,9,17,0,138,2322,13,,,Texas,College Stats
1980,1,3,CIN,Anthony MunozHOF,T,22,1992,9,11,12,138,138,185,0,0,0,0,0,0,0,0,7,18,4,,,USC,
1980,1,4,GNB,Bruce Clark,DE,22,1989,0,1,6,46,,113,0,0,0,0,0,0,0,0,0,0,0,1,39.5,Penn St.,College Stats
1980,1,5,BAL,Curtis Dickey,RB,23,1986,0,0,5,37,34,85,1,1,63,1,0,937,4019,32,134,1577,8,,,Texas A&M,College Stats
1980,1,6,STL,Curtis Greer,DE,22,1987,0,0,6,38,38,94,0,0,0,0,0,0,0,0,0,0,0,,69.5,Michigan,College Stats
1980,1,7,ATL,Junior Miller,TE,22,1984,0,2,3,14,13,71,0,0,0,0,0,3,0,0,122,1409,14,,,Nebraska,College Stats
1980,1,8,NYG,Mark Haynes,DB,21,1989,2,3,7,66,55,127,0,0,0,0,0,0,0,0,0,0,0,17,1.0,Colorado,College Stats
1980,1,9,MIN,Doug Martin,DE,23,1989,0,0,7,48,48,126,0,0,0,0,0,0,0,0,0,0,0,1,61.5,Washington,
1980,1,10,SEA,Jacob Green,DE,23,1992,0,2,12,80,80,180,0,0,0,0,0,0,0,0,0,0,0,3,115.5,Texas A&M,College Stats
1980,1,11,KAN,Brad Budde,G,22,1986,0,0,6,36,36,92,0,0,0,0,0,0,0,0,0,0,0,,,USC,College Stats
1980,1,12,NOR,Stan Brock,T,22,1995,0,0,16,78,61,234,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,
1980,1,13,SFO,Earl Cooper,RB,22,1986,0,0,4,25,25,93,0,0,0,0,0,298,1152,6,213,1908,12,,,Rice,College Stats
1980,1,14,NWE,Roland James,DB,22,1990,0,0,8,50,50,145,0,0,0,0,0,0,0,0,0,0,0,29,5.0,Tennessee,College Stats
1980,1,15,OAK,Marc Wilson,QB,23,1990,0,0,5,36,33,126,1085,2081,14391,86,102,141,611,5,0,0,0,,,BYU,College Stats
1980,1,16,BUF,Jim Ritcher,G,22,1995,0,2,11,70,70,218,0,0,0,0,0,0,0,0,0,0,0,,,North Carolina St.,College Stats
