Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1972,1,1,BUF,Walt Patulski,DE,22,1977,0,0,4,20,19,70,0,0,0,0,0,0,0,0,0,0,0,,21.5,Notre Dame,College Stats
1972,1,2,CIN,Sherman White,DE,23,1983,0,0,12,59,24,158,0,0,0,0,0,0,0,0,0,0,0,2,63.0,California,College Stats
1972,1,3,CHI,Lionel Antoine,T,22,1978,0,0,3,16,16,68,0,0,0,0,0,0,0,0,0,0,0,,,Southern Illinois,
1972,1,4,STL,Ahmad Rashad,WR,22,1982,0,4,10,56,6,139,0,0,0,0,0,10,52,0,495,6831,44,,,Oregon,College Stats
1972,1,5,DEN,Riley Odoms,TE,22,1983,2,4,10,54,54,153,0,0,0,0,0,25,211,2,396,5755,41,,,Houston,College Stats
1972,1,6,HOU,Greg Sampson,T,21,1978,0,0,5,30,30,93,0,0,0,0,0,0,0,0,1,-4,0,,,Stanford,
1972,1,7,GNB,Willie Buchanon,DB,21,1982,1,2,8,56,44,137,0,0,0,0,0,0,0,0,0,0,0,28,,San Diego St.,
1972,1,8,NOR,Royce Smith,G,23,1976,0,0,1,9,6,62,0,0,0,0,0,0,0,0,0,0,0,,,Georgia,College Stats
1972,1,9,NYJ,Jerome Barkum,TE,22,1983,0,1,10,42,42,158,0,0,0,0,0,3,-3,0,326,4789,40,,,Jackson St.,
1972,1,10,MIN,Jeff Siemon,LB,22,1982,0,4,9,64,64,156,0,0,0,0,0,1,0,0,0,0,0,11,7.0,Stanford,College Stats
1972,1,11,GNB,Jerry Tagge,QB,22,1974,0,0,1,8,8,18,136,281,1583,3,17,41,117,3,0,0,0,,,Nebraska,College Stats
1972,1,12,CHI,Craig Clemons,DB,23,1977,0,0,4,25,25,82,0,0,0,0,0,0,0,0,0,0,0,9,,Iowa,College Stats
1972,1,13,PIT,Franco HarrisHOF,RB,22,1984,1,9,12,103,103,173,0,1,0,0,0,2949,12120,91,307,2287,9,,,Penn St.,College Stats
1972,1,14,PHI,John Reaves,QB,22,1987,0,0,0,10,5,51,286,616,3617,17,34,44,195,3,0,0,0,,,Florida,College Stats
1972,1,15,ATL,Clarence Ellis,DB,22,1974,0,0,3,16,16,41,0,0,0,0,0,0,0,0,0,0,0,8,1.0,Notre Dame,College Stats
1972,1,16,DET,Herb Orvis,DT,25,1981,0,0,7,42,27,122,0,0,0,0,0,0,0,0,0,0,0,,23.0,Colorado,
1972,1,17,NYG,Eldridge Small,DB,23,1974,0,0,1,7,7,34,0,0,0,0,0,0,0,0,0,0,0,1,,Texas A&M-Kingsville,
1972,1,18,CLE,Thom Darden,DB,22,1981,0,1,9,55,55,128,0,0,0,0,0,0,0,0,0,0,0,45,,Michigan,
1972,1,19,SFO,Terry Beasley,WR,22,1975,0,0,1,6,6,29,0,0,0,0,0,2,2,0,38,570,3,,,Auburn,College Stats
1972,1,20,NYJ,Michael Taylor,LB,22,1973,0,0,0,5,5,22,0,0,0,0,0,0,0,0,0,0,0,1,,Michigan,College Stats
1972,1,21,OAK,Mike Siani,WR,22,1980,0,0,2,30,26,101,0,0,0,0,0,0,0,0,158,2618,17,,,Villanova,College Stats
1972,1,22,BAL,Tom Drougas,T,22,1976,0,0,1,15,6,66,0,0,0,0,0,0,0,0,0,0,0,,,Oregon,
1972,1,23,KAN,Jeff Kinney,RB,22,1976,0,0,1,14,10,62,0,0,0,0,0,353,1285,5,68,502,1,,,Nebraska,College Stats
1972,1,24,NYG,Larry Jacobson,DT,22,1974,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,,5.5,Nebraska,College Stats
1972,1,25,MIA,Mike Kadish,DT,22,1981,0,0,6,29,,127,0,0,0,0,0,0,0,0,0,0,0,,30.5,Notre Dame,
1972,1,26,DAL,Bill Thomas,RB,23,1974,0,0,0,0,0,27,0,0,0,0,0,13,36,0,1,4,0,,,Boston Col.,College Stats
1972,2,27,BUF,Reggie McKenzie,G,22,1984,1,0,12,71,62,171,0,0,0,0,0,0,0,0,0,0,0,,,Michigan,College Stats
