Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1992,1,1,IND,Steve Emtman,DE,22,1997,0,0,1,13,8,50,0,0,0,0,0,0,0,0,0,0,0,1,8.0,Washington,College Stats
1992,1,2,IND,Quentin Coryatt,LB,22,1999,0,0,4,31,30,82,0,0,0,0,0,0,0,0,0,0,0,3,8.5,Texas A&M,
1992,1,3,RAM,Sean Gilbert,DT,22,2003,0,1,8,50,23,146,0,0,0,0,0,0,0,0,0,0,0,2,42.5,Pittsburgh,College Stats
1992,1,4,WAS,Desmond Howard,WR,22,2002,0,1,1,18,9,156,0,0,0,0,0,12,68,0,123,1597,7,,,Michigan,College Stats
1992,1,5,GNB,Terrell Buckley,DB,21,2005,0,0,8,57,18,209,0,0,0,0,0,0,0,0,0,0,0,50,2.0,Florida St.,College Stats
1992,1,6,CIN,David Klingler,QB,23,1997,0,0,1,11,10,33,389,718,3994,16,22,74,456,0,1,-6,0,,,Houston,College Stats
1992,1,7,MIA,Troy Vincent,DB,22,2006,1,5,13,90,14,207,0,0,0,0,0,0,0,0,0,0,0,47,5.5,Wisconsin,College Stats
1992,1,8,ATL,Bob Whitfield,T,20,2006,0,1,11,71,68,220,0,0,0,0,0,0,0,0,0,0,0,,,Stanford,College Stats
1992,1,9,CLE,Tommy Vardell,RB,23,1999,0,0,4,19,11,87,0,0,0,0,0,403,1427,18,119,1010,3,,,Stanford,College Stats
1992,1,10,SEA,Ray Roberts,T,23,2000,0,0,8,44,14,127,0,0,0,0,0,0,0,0,1,9,0,,,Virginia,
1992,1,11,PIT,Leon Searcy,T,22,1999,0,1,7,54,18,126,0,0,0,0,0,0,0,0,0,0,0,,,Miami (FL),
1992,1,12,MIA,Marco Coleman,DE,22,2005,0,1,12,72,22,207,0,0,0,0,0,0,0,0,0,0,0,1,65.5,Georgia Tech,
1992,1,13,NWE,Eugene Chung,G,23,1997,0,0,2,13,11,55,0,0,0,0,0,0,0,0,0,0,0,,,Virginia Tech,
1992,1,14,NYG,Derek Brown,TE,22,1999,0,0,1,4,1,105,0,0,0,0,0,0,0,0,43,401,1,,,Notre Dame,College Stats
1992,1,15,NYJ,Johnny Mitchell,TE,21,1996,0,0,2,17,17,57,0,0,0,0,0,0,0,0,159,2103,16,,,Nebraska,College Stats
1992,1,16,RAI,Chester McGlockton,DT,22,2003,1,4,10,79,55,179,0,0,0,0,0,0,0,0,0,0,0,4,51.0,Clemson,
1992,1,17,DAL,Kevin Smith,DB,22,1999,0,0,6,38,38,103,0,0,0,0,0,0,0,0,0,0,0,19,,Texas A&M,College Stats
1992,1,18,SFO,Dana Hall,DB,23,1997,0,0,2,19,12,91,0,0,0,0,0,0,0,0,1,22,0,7,2.0,Washington,College Stats
1992,1,19,ATL,Tony Smith,RB,22,1994,0,0,0,4,4,33,0,0,0,0,0,87,329,2,2,14,0,,,Southern Miss,College Stats
1992,1,20,KAN,Dale Carter,DB,22,2005,0,4,8,67,58,157,0,0,0,0,0,2,5,0,6,89,1,24,1.0,Tennessee,College Stats
1992,1,21,NOR,Vaughn Dunbar,RB,24,1995,0,0,1,7,5,39,0,0,0,0,0,267,935,5,11,73,0,,,Indiana,College Stats
1992,1,22,CHI,Alonzo Spellman,DE,20,2001,0,0,5,38,27,123,0,0,0,0,0,0,0,0,0,0,0,1,43.0,Ohio St.,
1992,1,23,SDG,Chris Mims,DE,21,1999,0,0,4,34,31,104,0,0,0,0,0,0,0,0,0,0,0,,42.0,Tennessee,College Stats
1992,1,24,DAL,Robert Jones,LB,22,2001,0,0,9,53,19,151,0,0,0,0,0,0,0,0,0,0,0,3,8.0,East Carolina,College Stats
1992,1,25,DEN,Tommy Maddox,QB,21,2005,0,0,2,24,2,92,686,1200,8087,48,54,68,128,1,0,0,0,,,UCLA,College Stats
1992,1,26,DET,Robert Porcher,DE,23,2003,0,3,10,66,66,187,0,0,0,0,0,0,0,0,0,0,0,1,95.5,South Carolina St.,
1992,1,27,BUF,John Fina,T,23,2002,0,0,9,48,48,155,0,0,0,0,0,1,-2,0,1,1,1,,,Arizona,College Stats
1992,1,28,CIN,Darryl Williams,DB,22,2001,0,1,9,53,29,156,0,0,0,0,0,0,0,0,0,0,0,31,9.5,Miami (FL),College Stats
1992,2,29,IND,Ashley Ambrose,DB,21,2004,1,1,8,54,4,192,0,0,0,0,0,0,0,0,0,0,0,42,1.0,Miss. Valley St.,
1992,2,30,RAM,Steve Israel,DB,23,2001,0,0,2,17,5,102,0,0,0,0,0,0,0,0,0,0,0,5,4.0,Pittsburgh,College Stats
1992,2,31,CIN,Carl Pickens,WR,22,2000,0,2,8,56,55,129,2,3,18,0,0,6,6,0,540,7129,63,,,Tennessee,College Stats
1992,2,32,RAI,Greg Skrepenak,T,22,1997,0,0,4,23,10,68,0,0,0,0,0,0,0,0,0,0,0,,,Michigan,College Stats
1992,2,33,SDG,Marquez Pope,DB,21,2001,0,0,6,36,1,129,0,0,0,0,0,0,0,0,0,0,0,19,1.5,Fresno St.,College Stats
1992,2,34,GNB,Mark D'Onofrio,LB,23,1992,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,,Penn St.,
1992,2,35,NWE,Rod Smith,DB,22,1998,0,0,1,16,9,102,0,0,0,0,0,0,0,0,0,0,0,5,1.5,Notre Dame,College Stats
1992,2,36,DAL,Jimmy Smith,WR,23,2005,0,5,10,94,0,178,0,0,0,0,0,2,-1,0,862,12287,67,,,Jackson St.,
1992,2,37,DAL,Darren Woodson,DB,23,2003,3,5,11,81,81,178,0,0,0,0,0,0,0,0,0,0,0,23,11.0,Arizona St.,College Stats
1992,2,38,PIT,Levon Kirkland,LB,23,2002,1,2,10,80,70,176,0,0,0,0,0,0,0,0,0,0,0,11,19.5,Clemson,College Stats
1992,2,39,MIN,Robert Harris,DT,23,1999,0,0,4,34,2,97,0,0,0,0,0,0,0,0,0,0,0,,27.0,Southern,
1992,2,40,KAN,Matt Blundin,QB,23,1997,0,0,0,0,0,3,2,9,15,0,2,0,0,0,0,0,0,,,Virginia,College Stats
1992,2,41,NYG,Phillippi Sparks,DB,23,2000,0,0,7,39,34,115,0,0,0,0,0,0,0,0,0,0,0,27,1.0,Arizona St.,College Stats
1992,2,42,NYJ,Kurt Barber,LB,23,1995,0,0,0,4,4,50,0,0,0,0,0,0,0,0,0,0,0,,3.5,USC,
1992,2,43,MIA,Eddie Blake,DT,,,0,0,0,,,,,,,,,,,,,,,,,Auburn,College Stats
1992,2,44,TAM,Courtney Hawkins,WR,22,2000,0,0,5,35,20,131,0,0,0,0,0,20,50,0,366,4573,18,,,Michigan St.,College Stats
1992,2,45,SFO,Amp Lee,RB,20,2000,0,0,0,32,7,116,0,0,0,0,0,388,1512,7,335,3099,15,,,Florida St.,College Stats
1992,2,46,PHO,Tony Sacca,QB,22,1992,0,0,0,0,0,2,4,11,29,0,2,0,0,0,0,0,0,,,Penn St.,College Stats
1992,2,47,WAS,Shane Collins,DE,23,1994,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,,1.0,Arizona St.,
1992,2,48,PHI,Siran Stacy,RB,24,1992,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,,Alabama,College Stats
1992,2,49,CHI,Troy Auzenne,T,23,1996,0,0,2,17,14,61,0,0,0,0,0,0,0,0,0,0,0,,,California,
1992,2,50,HOU,Eddie Robinson,LB,22,2002,0,0,11,64,51,175,0,0,0,0,0,0,0,0,0,0,0,6,23.0,Alabama St.,
1992,2,51,ATL,Chuck Smith,DE,22,2000,0,0,6,44,44,125,0,0,0,0,0,0,0,0,0,0,0,3,58.5,Tennessee,
1992,2,52,CLE,Patrick Rowe,WR,23,1993,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,37,0,,,San Diego St.,College Stats
1992,2,53,DET,Tracy Scroggins,DE,22,2001,0,0,5,43,43,142,0,0,0,0,0,0,0,0,0,0,0,1,60.5,Tulsa,
1992,2,54,DEN,Shane Dronett,DT,21,2001,0,0,5,36,17,139,0,0,0,0,0,0,0,0,0,0,0,3,44.0,Texas,
1992,2,55,BUF,James Patton,NT,22,1994,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,Texas,
1992,2,56,DET,Jason Hanson,K,22,2012,0,2,0,48,48,327,0,0,0,0,0,0,0,0,0,0,0,,,Washington St.,College Stats
1992,3,57,RAM,Marc Boutte,DT,23,1999,0,0,5,29,10,102,0,0,0,0,0,0,0,0,0,0,0,2,9.0,LSU,
1992,3,58,DAL,Clayton Holmes,DB,23,1995,0,0,0,5,5,39,0,0,0,0,0,0,0,0,0,0,0,1,,Carson-Newman,
1992,3,59,TAM,Mark Wheeler,DT,22,1999,0,0,5,33,16,108,0,0,0,0,0,0,0,0,0,0,0,,16.0,Texas A&M,
1992,3,60,RAM,Todd Kinchen,WR,23,1998,0,0,0,13,8,83,0,1,0,0,0,7,70,1,95,1358,10,,,LSU,College Stats
1992,3,61,PHO,Ed Cunningham,C,23,1996,0,0,3,21,19,61,0,0,0,0,0,0,0,0,0,0,0,,,Washington,
1992,3,62,GNB,Robert Brooks,WR,22,2000,0,0,5,46,45,100,0,0,0,0,0,17,75,0,309,4276,32,,,South Carolina,College Stats
1992,3,63,SDG,Ray Ethridge,WR,23,1997,0,0,0,0,,16,0,0,0,0,0,0,0,0,2,24,0,,,Pasadena CC,
1992,3,64,NWE,Todd Collins,LB,22,2000,0,0,7,32,24,106,0,0,0,0,0,0,0,0,0,0,0,2,3.5,Carson-Newman,
1992,3,65,CLE,Bill Johnson,DT,23,1999,0,0,3,29,10,99,0,0,0,0,0,0,0,0,0,0,0,,12.5,Michigan St.,
