Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1974,1,1,DAL,Too Tall Jones,DE,23,1989,1,3,14,94,94,224,0,0,0,0,0,0,0,0,0,0,0,3,106.0,Tennessee St.,
1974,1,2,SDG,Bo Matthews,RB,22,1981,0,0,3,13,12,101,0,0,0,0,0,424,1566,11,75,488,0,,,Colorado,College Stats
1974,1,3,NYG,John Hicks,G,23,1977,0,0,4,20,20,52,0,0,0,0,0,0,0,0,1,5,0,,,Ohio St.,College Stats
1974,1,4,CHI,Waymond Bryant,LB,22,1977,0,0,4,25,25,53,0,0,0,0,0,0,0,0,0,0,0,4,7.5,Tennessee St.,
1974,1,5,BAL,John Dutton,DT,23,1987,1,3,11,72,36,185,0,0,0,0,0,0,0,0,0,0,0,1,73.0,Nebraska,College Stats
1974,1,6,NYJ,Carl Barzilauskas,DT,23,1979,0,0,5,24,16,70,0,0,0,0,0,0,0,0,0,0,0,1,16.5,Indiana,
1974,1,7,STL,J.V. Cain,TE,23,1977,0,0,2,12,12,55,0,0,0,0,0,0,0,0,76,1014,9,,,Colorado,College Stats
1974,1,8,DET,Ed O'Neil,LB,21,1980,0,0,4,32,28,100,0,0,0,0,0,2,25,0,1,32,1,5,6.0,Penn St.,
1974,1,9,SFO,Wilbur Jackson,RB,22,1982,0,0,5,40,34,94,0,0,0,0,0,971,3852,13,183,1572,4,,,Alabama,College Stats
1974,1,10,SFO,Bill Sandifer,DT,22,1978,0,0,2,13,10,46,0,0,0,0,0,0,0,0,0,0,0,,2.0,UCLA,
1974,1,11,RAM,John Cappelletti,RB,22,1983,0,0,5,34,27,105,0,0,0,0,0,824,2951,24,135,1233,4,,,Penn St.,College Stats
1974,1,12,GNB,Barty Smith,RB,22,1980,0,0,2,20,20,67,0,0,0,0,0,544,1942,18,120,979,3,,,Richmond,College Stats
1974,1,13,NOR,Rick Middleton,LB,22,1978,0,0,1,16,9,64,0,0,0,0,0,0,0,0,0,0,0,2,1.5,Ohio St.,College Stats
1974,1,14,DEN,Randy GradisharHOF,LB,22,1983,2,7,9,88,88,145,0,0,0,0,0,0,0,0,0,0,0,20,19.5,Ohio St.,College Stats
1974,1,15,SDG,Don Goode,LB,23,1981,0,0,6,35,27,112,0,0,0,0,0,0,0,0,0,0,0,10,9.0,Kansas,
1974,1,16,KAN,Woody Green,RB,23,1976,0,0,3,16,16,28,0,0,0,0,0,375,1442,9,58,562,2,,,Arizona St.,College Stats
1974,1,17,MIN,Fred McNeill,LB,22,1985,0,0,8,54,54,167,0,0,0,0,0,0,0,0,0,0,0,7,15.0,UCLA,
1974,1,18,BUF,Reuben Gant,TE,22,1980,0,0,3,16,16,101,0,0,0,0,0,1,14,0,127,1850,15,,,Oklahoma St.,College Stats
1974,1,19,OAK,Henry Lawrence,T,22,1986,0,2,10,65,65,187,0,0,0,0,0,0,0,0,0,0,0,,,Florida A&M,
1974,1,20,CHI,Dave Gallagher,DE,22,1979,0,0,4,19,6,51,0,0,0,0,0,0,0,0,0,0,0,1,4.5,Michigan,College Stats
1974,1,21,PIT,Lynn SwannHOF,WR,22,1982,1,3,8,62,62,116,0,0,0,0,0,11,72,1,336,5462,51,,,USC,College Stats
1974,1,22,DAL,Charley Young,RB,21,1976,0,0,0,10,10,37,0,0,0,0,0,131,638,2,40,391,2,,,North Carolina St.,College Stats
1974,1,23,CIN,Bill Kollar,DE,21,1981,0,0,2,30,7,109,0,0,0,0,0,0,0,0,0,0,0,,18.0,Montana St.,
1974,1,24,BAL,Roger Carr,WR,22,1983,0,1,7,50,48,115,0,0,0,0,0,1,-8,0,271,5071,31,,,Louisiana Tech,
1974,1,25,MIN,Steve Riley,T,21,1984,0,0,8,52,52,138,0,0,0,0,0,0,0,0,0,0,0,,,USC,
1974,1,26,MIA,Don Reese,DT,23,1981,0,0,3,23,13,88,0,0,0,0,0,0,0,0,0,0,0,,30.5,Jackson St.,
1974,2,27,BUF,Doug Allen,LB,22,1975,0,0,2,6,6,28,0,0,0,0,0,0,0,0,0,0,0,1,2.0,Penn St.,
1974,2,28,NYG,Tom Mullen,G,22,1978,0,0,3,18,15,50,0,0,0,0,0,0,0,0,0,0,0,,,Missouri State,
1974,2,29,MIN,John Holland,WR,22,1977,0,0,1,7,1,38,0,0,0,0,0,0,0,0,35,634,3,,,Tennessee St.,
1974,2,30,NWE,Steve Corbett,G,23,1975,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,,Boston Col.,
1974,2,31,NYJ,Gordie Browne,T,22,1975,0,0,0,7,7,23,0,0,0,0,0,0,0,0,0,0,0,,,Boston Col.,
1974,2,32,BAL,Fred Cook,DE,22,1980,0,0,7,44,44,104,0,0,0,0,0,0,0,0,0,0,0,2,56.0,Southern Miss,
1974,2,33,STL,Greg Kindle,G,23,1977,0,0,1,9,6,35,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee St.,
1974,2,34,NWE,Steve Nelson,LB,23,1987,0,3,13,68,68,174,0,0,0,0,0,0,0,0,0,0,0,17,19.5,North Dakota St.,
1974,2,35,SFO,Keith Fahnhorst,T,22,1987,1,1,10,74,74,193,0,0,0,0,0,0,0,0,1,1,0,,,Minnesota,College Stats
1974,2,36,NOR,Paul Seal,TE,22,1979,0,0,2,14,8,85,0,0,0,0,0,5,10,1,106,1586,7,,,Michigan,College Stats
1974,2,37,BAL,Ed Shuttlesworth,RB,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,College Stats
1974,2,38,MIA,Andre Tillman,TE,21,1978,0,0,4,11,11,58,0,0,0,0,0,0,0,0,66,757,6,,,Texas Tech,College Stats
1974,2,39,DET,Billy Howard,DE,24,1976,0,0,2,13,13,38,0,0,0,0,0,0,0,0,0,0,0,,6.0,Alcorn St.,
1974,2,40,CLE,Billy Corbett,T,,,0,0,0,,,,,,,,,,,,,,,,,Johnson C. Smith,
1974,2,41,KAN,Charlie Getty,T,22,1983,0,0,7,44,42,134,0,0,0,0,0,0,0,0,1,-5,0,,,Penn St.,
1974,2,42,DEN,Carl Wafer,DE,23,1974,0,0,0,1,,3,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee St.,
1974,2,43,SDG,Mark Markovich,C,21,1977,0,0,0,9,6,41,0,0,0,0,0,0,0,0,0,0,0,,,Penn St.,
1974,2,44,ATL,Gerald Tinker,WR,23,1975,0,0,0,2,1,26,0,0,0,0,0,3,10,0,8,133,2,,,Kent St.,College Stats
1974,2,45,OAK,Dave CasperHOF,TE,22,1984,4,5,6,52,36,147,0,1,0,0,0,6,27,0,378,5216,52,,,Notre Dame,College Stats
1974,2,46,PIT,Jack LambertHOF,LB,22,1984,6,9,10,111,111,146,0,0,0,0,0,0,0,0,0,0,0,28,23.5,Kent St.,College Stats
1974,2,47,MIA,Benny Malone,RB,22,1979,0,0,3,30,24,82,0,0,0,0,0,706,2693,19,33,400,1,,,Arizona St.,College Stats
1974,2,48,CIN,Charlie Davis,RB,22,1976,0,0,1,7,6,20,0,0,0,0,0,113,482,1,22,203,0,,,Colorado,College Stats
1974,2,49,SFO,Delvin Williams,RB,23,1981,1,2,6,56,32,100,1,5,18,0,1,1312,5598,33,152,1415,6,,,Kansas,College Stats
1974,2,50,RAM,Bill Simpson,DB,22,1982,0,0,7,51,31,108,0,0,0,0,0,0,0,0,0,0,0,34,5.0,Michigan St.,
1974,2,51,MIN,Matt Blair,LB,23,1985,1,6,9,74,74,160,0,0,0,0,0,0,0,0,0,0,0,16,23.0,Iowa St.,
1974,2,52,MIA,Jeris White,DB,22,1982,0,0,5,48,9,129,0,0,0,0,0,0,0,0,0,0,0,19,1.5,Hawaii,
1974,3,53,DAL,Danny White,QB,22,1988,0,1,6,86,86,166,1761,2950,21959,155,132,159,482,8,3,18,2,,,Arizona St.,College Stats
1974,3,54,CHI,Wayne Wheeler,WR,24,1974,0,0,0,1,1,12,0,0,0,0,0,0,0,0,5,59,1,,,Alabama,College Stats
1974,3,55,NYG,Rick Dvorak,DT,22,1977,0,0,1,12,12,47,0,0,0,0,0,0,0,0,0,0,0,,3.0,Wichita St.,
1974,3,56,CHI,Greg Horton,G,23,1980,0,0,2,18,,63,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,
1974,3,57,BAL,Glenn Robinson,DE,22,1977,0,0,0,8,3,39,0,0,0,0,0,0,0,0,0,0,0,,,Oklahoma St.,
1974,3,58,NYJ,Godwin Turk,LB,23,1978,0,0,1,10,4,56,0,0,0,0,0,0,0,0,0,0,0,4,,Southern,
1974,3,59,SDG,Bill Rudder,RB,,,0,0,0,,,,,,,,,,,,,,,,,Tennessee,College Stats
1974,3,60,STL,Steve George,DT,23,1976,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,,Houston,
1974,3,61,CIN,Dave Lapham,G,22,1983,0,0,8,54,54,140,0,0,0,0,0,0,0,0,0,0,0,,,Syracuse,
1974,3,62,CHI,Cliff Taylor,RB,22,1976,0,0,0,1,0,21,0,0,0,0,0,23,65,2,5,44,0,,,Memphis,College Stats
1974,3,63,PHI,Mitch Sutton,DE,23,1975,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,,3.5,Kansas,
1974,3,64,MIN,Steve Craig,TE,23,1978,0,0,0,1,1,72,0,0,0,0,0,0,0,0,18,172,1,,,Northwestern,College Stats
1974,3,65,DET,Dexter Bussey,RB,22,1984,0,0,7,47,47,150,0,0,0,0,0,1203,5105,18,193,1616,5,,,Texas-Arlington,College Stats
1974,3,66,KAN,David Jaynes,QB,21,1974,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,,,Kansas,College Stats
1974,3,67,BAL,Robert Pratt,G,23,1985,0,0,11,62,42,170,0,0,0,0,0,0,0,0,1,30,0,,,North Carolina,
1974,3,68,DEN,Claudie Minor,T,23,1982,0,0,9,47,47,125,0,0,0,0,0,0,0,0,0,0,0,,,San Diego St.,
1974,3,69,ATL,Kim McQuilken,QB,23,1979,0,0,0,4,4,26,108,272,1135,4,29,19,49,0,0,0,0,,,Lehigh,
1974,3,70,BUF,Gary Marangi,QB,22,1976,0,0,1,3,3,19,104,283,1373,12,21,50,328,2,0,0,0,,,Boston Col.,College Stats
1974,3,71,ATL,Mo Spencer,DB,22,1978,0,0,2,19,,56,0,0,0,0,0,0,0,0,0,0,0,5,,North Carolina Central,
1974,3,72,DAL,Cal Peterson,LB,21,1982,0,0,0,15,7,80,0,0,0,0,0,0,0,0,0,0,0,2,0.5,UCLA,
1974,3,73,CIN,Evan Jolitz,LB,23,1974,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,,,Cincinnati,
1974,3,74,NYJ,Roscoe Word,DB,22,1976,0,0,2,10,7,37,0,0,0,0,0,0,0,0,0,0,0,3,,Jackson St.,
1974,3,75,OAK,Mark van Eeghen,RB,22,1983,0,1,8,66,61,136,0,0,0,0,0,1652,6651,37,174,1583,4,,,Colgate,College Stats
1974,3,76,RAM,Al Oliver,T,,,0,0,0,,,,,,,,,,,,,,,,,UCLA,
1974,3,77,MIN,Scott Anderson,C,23,1976,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,,,Missouri,
