Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
2007,1,1,OAK,JaMarcus Russell,QB,22,2009,0,0,2,6,6,31,354,680,4083,18,23,40,175,1,0,0,0,,,,LSU,College Stats
2007,1,2,DET,Calvin JohnsonHOF,WR,21,2015,3,6,9,78,78,135,0,0,0,0,0,19,167,1,731,11619,83,,,,Georgia Tech,College Stats
2007,1,3,CLE,Joe ThomasHOF,T,22,2017,6,10,10,85,85,167,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats
2007,1,4,TAM,Gaines Adams,DE,24,2009,0,0,1,17,17,47,0,0,0,0,0,0,0,0,0,0,0,67,2,13.5,Clemson,College Stats
2007,1,5,ARI,Levi Brown,T,23,2013,0,0,5,34,34,81,0,0,0,0,0,0,0,0,1,4,0,,,,Penn St.,College Stats
2007,1,6,WAS,LaRon Landry,DB,22,2014,0,1,7,39,26,103,0,0,0,0,0,0,0,0,0,0,0,467,6,8.0,LSU,College Stats
2007,1,7,MIN,Adrian Peterson,RB,22,2021,4,7,12,101,89,184,0,0,0,0,0,3230,14918,120,305,2474,6,,,,Oklahoma,College Stats
2007,1,8,ATL,Jamaal Anderson,DE,21,2012,0,0,3,20,19,77,0,0,0,0,0,0,0,0,0,0,0,96,,7.5,Arkansas,College Stats
2007,1,9,MIA,Ted Ginn Jr.,WR,22,2020,0,0,7,52,15,193,1,1,10,0,0,68,486,2,412,5742,33,6,,,Ohio St.,College Stats
2007,1,10,HOU,Amobi Okoye,DT,20,2012,0,0,4,24,21,87,0,0,0,0,0,0,0,0,0,0,0,118,,16.0,Louisville,College Stats
2007,1,11,SFO,Patrick WillisHOF,LB,22,2014,5,7,7,93,93,112,0,0,0,0,0,0,0,0,0,0,0,733,8,20.5,Mississippi,College Stats
2007,1,12,BUF,Marshawn Lynch,RB,21,2019,1,5,8,74,15,149,1,3,8,1,0,2453,10413,85,287,2214,9,1,,,California,College Stats
2007,1,13,STL,Adam Carriker,DE,23,2012,0,0,3,22,9,65,0,0,0,0,0,0,0,0,0,0,0,86,,9.0,Nebraska,College Stats
2007,1,14,NYJ,Darrelle RevisHOF,DB,22,2017,4,7,9,93,76,145,0,0,0,0,0,0,0,0,0,-1,0,411,29,2.0,Pittsburgh,College Stats
2007,1,15,PIT,Lawrence Timmons,LB,21,2017,0,1,9,72,68,172,0,0,0,0,0,0,0,0,0,0,0,737,12,35.5,Florida St.,College Stats
2007,1,16,GNB,Justin Harrell,DT,23,2010,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,17,,,Tennessee,College Stats
2007,1,17,DEN,Jarvis Moss,DE,23,2011,0,0,0,3,2,53,0,0,0,0,0,0,0,0,0,0,0,34,,6.0,Florida,College Stats
2007,1,18,CIN,Leon Hall,DB,22,2018,0,0,6,51,49,152,0,0,0,0,0,0,0,0,0,0,0,425,27,2.0,Michigan,College Stats
2007,1,19,TEN,Michael Griffin,DB,22,2016,0,2,9,55,53,154,0,0,0,0,0,0,0,0,0,0,0,605,25,7.0,Texas,College Stats
2007,1,20,NYG,Aaron Ross,DB,24,2013,0,0,4,20,17,83,0,0,0,0,0,0,0,0,0,0,0,201,11,2.5,Texas,College Stats
2007,1,21,JAX,Reggie Nelson,DB,23,2018,0,2,11,63,12,181,0,0,0,0,0,0,0,0,0,0,0,618,38,6.5,Florida,College Stats
2007,1,22,CLE,Brady Quinn,QB,22,2012,0,0,1,2,3,24,296,550,3043,12,17,44,185,1,1,18,0,,,,Notre Dame,College Stats
2007,1,23,KAN,Dwayne Bowe,WR,22,2015,0,1,8,50,50,125,0,0,0,0,0,2,16,0,537,7208,44,,,,LSU,College Stats
2007,1,24,NWE,Brandon Meriweather,DB,23,2015,0,2,6,33,22,112,0,0,0,0,0,0,0,0,0,0,0,337,17,6.0,Miami (FL),College Stats
2007,1,25,CAR,Jon Beason,LB,22,2015,1,3,5,55,48,93,0,0,0,0,0,0,0,0,0,0,0,526,10,4.0,Miami (FL),College Stats
2007,1,26,DAL,Anthony Spencer,DE,23,2014,0,1,4,34,34,104,0,0,0,0,0,0,0,0,0,0,0,272,1,33.0,Purdue,College Stats
2007,1,27,NOR,Robert Meachem,WR,22,2014,0,0,1,26,25,103,0,0,0,0,0,18,127,1,178,2914,27,,,,Tennessee,College Stats
2007,1,28,SFO,Joe Staley,T,23,2019,0,6,12,81,81,181,0,0,0,0,0,0,0,0,3,26,0,1,,,Central Michigan,College Stats
2007,1,29,BAL,Ben Grubbs,G,23,2015,0,2,9,56,26,129,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,College Stats
2007,1,30,SDG,Craig Davis,WR,21,2010,0,0,0,7,7,25,0,0,0,0,0,4,13,0,51,558,2,,,,LSU,College Stats
2007,1,31,CHI,Greg Olsen,TE,22,2020,0,3,11,60,11,199,0,0,0,0,0,0,0,0,742,8683,60,,,,Miami (FL),College Stats
2007,1,32,IND,Anthony Gonzalez,WR,22,2011,0,0,1,16,16,40,0,0,0,0,0,0,0,0,99,1307,7,,,,Ohio St.,College Stats
2007,2,33,ARI,Alan Branch,DT,22,2017,0,0,6,42,4,146,0,0,0,0,0,0,0,0,0,0,0,185,,10.5,Michigan,College Stats
2007,2,34,BUF,Paul Posluszny,LB,22,2017,0,1,9,58,17,145,0,0,0,0,0,0,0,0,0,0,0,882,15,16.0,Penn St.,College Stats
2007,2,35,TAM,Arron Sears,G,22,2008,0,0,2,14,14,31,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats
2007,2,36,PHI,Kevin Kolb,QB,23,2012,0,0,1,12,5,34,449,755,5206,28,25,69,229,2,0,0,0,,,,Houston,College Stats
2007,2,37,SDG,Eric Weddle,DB,22,2021,2,6,12,88,64,201,0,1,0,0,0,5,24,0,0,0,0,903,29,9.5,Utah,College Stats
2007,2,38,OAK,Zach Miller,TE,21,2014,0,1,7,28,20,110,0,0,0,0,0,0,0,0,328,3804,20,,,,Arizona St.,College Stats
2007,2,39,ATL,Justin Blalock,G,23,2014,0,0,8,55,55,125,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats
2007,2,40,MIA,John Beck,QB,26,2011,0,0,0,4,2,9,140,239,1417,3,7,19,55,3,0,0,0,,,,BYU,College Stats
2007,2,41,ATL,Chris Houston,DB,22,2013,0,0,7,32,13,99,0,0,0,0,0,0,0,0,0,0,0,324,13,,Arkansas,College Stats
2007,2,42,IND,Tony Ugoh,T,23,2011,0,0,2,17,16,40,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
2007,2,43,DET,Drew Stanton,QB,23,2017,0,0,1,10,4,38,345,659,4059,20,24,80,220,2,0,0,0,,,,Michigan St.,College Stats
2007,2,44,MIN,Sidney Rice,WR,21,2013,0,1,3,33,20,81,4,7,174,0,0,4,9,0,243,3592,30,,,,South Carolina,College Stats
2007,2,45,CAR,Dwayne Jarrett,WR,20,2010,0,0,0,4,4,32,0,0,0,0,0,1,11,0,35,428,1,,,,USC,College Stats
2007,2,46,PIT,LaMarr Woodley,DE,22,2015,0,1,7,54,50,110,0,0,0,0,0,0,0,0,0,0,0,229,5,58.0,Michigan,College Stats
2007,2,47,NYJ,David Harris,LB,23,2017,0,0,11,75,73,164,0,0,0,0,0,0,0,0,0,0,0,725,6,36.5,Michigan,College Stats
2007,2,48,JAX,Justin Durant,LB,21,2017,0,0,6,36,15,128,0,0,0,0,0,0,0,0,0,0,0,502,3,4.5,Hampton,
2007,2,49,CIN,Kenny Irons,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
2007,2,50,TEN,Chris Henry,RB,22,2010,0,0,0,1,1,11,0,0,0,0,0,32,122,2,6,53,0,2,,,Arizona,College Stats
2007,2,51,NYG,Steve Smith,WR,22,2012,0,1,1,23,21,64,0,0,0,0,0,0,0,0,245,2641,12,,,,USC,College Stats
2007,2,52,STL,Brian Leonard,RB,23,2014,0,0,0,11,3,88,0,0,0,0,0,221,828,0,143,1008,1,24,,,Rutgers,College Stats
2007,2,53,CLE,Eric Wright,DB,22,2013,0,0,6,32,22,92,0,0,0,0,0,0,0,0,0,0,0,333,15,1.0,UNLV,College Stats
2007,2,54,KAN,Turk McBride,DT,22,2012,0,0,1,13,6,66,0,0,0,0,0,0,0,0,0,0,0,78,,9.5,Tennessee,College Stats
2007,2,55,SEA,Josh Wilson,DB,22,2015,0,0,6,32,13,126,0,0,0,0,0,0,0,0,0,0,0,377,15,5.5,Maryland,College Stats
2007,2,56,DEN,Tim Crowder,DE,22,2011,0,0,1,11,2,60,0,0,0,0,0,0,0,0,0,0,0,83,,10.5,Texas,College Stats
2007,2,57,PHI,Victor Abiamiri,DE,21,2009,0,0,0,5,5,29,0,0,0,0,0,0,0,0,0,0,0,22,,4.0,Notre Dame,College Stats
2007,2,58,DET,Ikaika Alama-Francis,DE,22,2011,0,0,0,2,1,35,0,0,0,0,0,0,0,0,0,0,0,30,,1.0,Hawaii,College Stats
2007,2,59,CAR,Ryan Kalil,C,22,2019,2,5,9,72,71,155,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats
