Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1986,1,1,TAM,Bo Jackson,RB,23,1990,0,1,3,22,,38,0,0,0,0,0,515,2782,16,40,352,2,,,Auburn,College Stats
1986,1,2,ATL,Tony Casillas,DT,22,1997,0,0,10,56,27,166,0,0,0,0,0,0,0,0,0,0,0,,23.0,Oklahoma,College Stats
1986,1,3,HOU,Jim Everett,QB,23,1997,0,1,10,87,,158,2841,4923,34837,203,175,257,596,4,0,0,0,,,Purdue,College Stats
1986,1,4,IND,Jon Hand,DE,22,1994,0,0,8,44,44,121,0,0,0,0,0,0,0,0,0,0,0,1,35.5,Alabama,College Stats
1986,1,5,STL,Anthony Bell,LB,22,1992,0,0,4,28,25,102,0,0,0,0,0,0,0,0,0,0,0,2,11.0,Michigan St.,College Stats
1986,1,6,NOR,Jim Dombrowski,G,22,1996,0,0,9,59,59,151,0,0,0,0,0,0,0,0,0,0,0,,,Virginia,College Stats
1986,1,7,KAN,Brian Jozwiak,G,23,1988,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,,,West Virginia,College Stats
1986,1,8,SDG,Leslie O'Neal,DE,22,1999,0,6,12,89,73,196,0,0,0,0,0,0,0,0,0,0,0,3,132.5,Oklahoma St.,
1986,1,9,PIT,John Rienstra,G,23,1992,0,0,2,24,12,65,0,0,0,0,0,0,0,0,0,0,0,,,Temple,College Stats
1986,1,10,PHI,Keith Byars,RB,22,1998,0,1,12,60,44,189,6,13,119,6,1,865,3109,23,610,5661,31,,,Ohio St.,College Stats
1986,1,11,CIN,Joe Kelly,LB,21,1996,0,0,7,43,17,156,0,0,0,0,0,0,0,0,0,0,0,6,6.0,Washington,College Stats
1986,1,12,DET,Chuck Long,QB,23,1991,0,0,1,11,11,27,331,607,3747,19,28,34,88,0,0,0,0,,,Iowa,College Stats
1986,1,13,SDG,James FitzPatrick,T,22,1991,0,0,1,10,7,65,0,0,0,0,0,0,0,0,0,0,0,,,USC,
1986,1,14,MIN,Gerald Robinson,DE,23,1994,0,0,1,15,3,89,0,0,0,0,0,0,0,0,0,0,0,,19.0,Auburn,
