Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
1999,1,1,CLE,Tim Couch,QB,22,2003,0,0,3,30,30,62,1025,1714,11131,64,67,124,556,2,2,-13,0,,,,Kentucky,College Stats
1999,1,2,PHI,Donovan McNabb,QB,22,2011,0,6,11,107,101,167,3170,5374,37276,234,117,616,3459,29,5,-7,0,,,,Syracuse,College Stats
1999,1,3,CIN,Akili Smith,QB,24,2002,0,0,1,2,2,22,215,461,2212,5,13,70,371,1,1,6,0,,,,Oregon,College Stats
1999,1,4,IND,Edgerrin JamesHOF,RB,21,2009,1,4,9,113,98,148,0,0,0,0,0,3028,12246,80,433,3364,11,,,,Miami (FL),College Stats
1999,1,5,NOR,Ricky Williams,RB,22,2011,1,1,5,77,26,147,1,3,34,0,1,2431,10009,66,342,2606,8,1,,,Texas,College Stats
1999,1,6,STL,Torry Holt,WR,23,2009,1,7,11,99,96,173,0,0,0,0,0,11,57,0,920,13382,74,1,,,North Carolina St.,College Stats
1999,1,7,WAS,Champ BaileyHOF,DB,21,2013,3,12,14,117,36,215,0,0,0,0,0,2,11,1,4,89,0,832,52,3.0,Georgia,College Stats
1999,1,8,ARI,David Boston,WR,21,2005,1,1,3,38,29,75,0,0,0,0,0,18,91,0,315,4699,25,,,,Ohio St.,College Stats
1999,1,9,DET,Chris Claiborne,LB,21,2006,0,0,7,34,25,105,0,0,0,0,0,0,0,0,0,0,0,404,8,15.0,USC,College Stats
1999,1,10,BAL,Chris McAlister,DB,22,2009,1,3,9,70,70,137,0,0,0,0,0,0,0,0,0,0,0,392,26,,Arizona,College Stats
1999,1,11,MIN,Daunte Culpepper,QB,22,2009,0,3,5,86,80,105,2016,3199,24153,149,106,514,2652,34,1,0,0,,,,Central Florida,College Stats
1999,1,12,CHI,Cade McNown,QB,22,2000,0,0,1,8,8,25,281,515,3111,16,19,82,486,3,0,0,0,,,,UCLA,College Stats
1999,1,13,PIT,Troy Edwards,WR,22,2005,0,0,1,19,11,92,0,0,0,0,0,16,46,1,203,2404,11,13,,,Louisiana Tech,College Stats
1999,1,14,KAN,John Tait,T,24,2008,0,0,9,51,31,148,0,0,0,0,0,1,28,0,0,0,0,,,,BYU,
1999,1,15,TAM,Anthony McFarland,DT,21,2006,0,0,7,43,39,109,0,0,0,0,0,0,0,0,0,0,0,174,1,22.5,LSU,College Stats
1999,1,16,TEN,Jevon Kearse,DE,23,2009,1,3,8,68,54,133,0,0,0,0,0,0,0,0,0,0,0,263,1,74.0,Florida,College Stats
1999,1,17,NWE,Damien Woody,C,21,2010,0,1,11,59,35,173,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,
1999,1,18,OAK,Matt Stinchcomb,G,22,2004,0,0,2,21,14,65,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
1999,1,19,NYG,Luke Petitgout,T,23,2007,0,0,8,44,43,117,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,
1999,1,20,DAL,Ebenezer Ekuban,DE,23,2008,0,0,5,37,19,122,0,0,0,0,0,0,0,0,0,0,0,213,,36.5,North Carolina,College Stats
1999,1,21,ARI,L.J. Shelton,T,23,2008,0,0,8,43,24,146,0,0,0,0,0,0,0,0,0,0,0,,,,Eastern Michigan,
1999,1,22,SEA,Lamar King,DE,24,2003,0,0,3,16,16,57,0,0,0,0,0,0,0,0,0,0,0,97,,12.0,Saginaw Valley St.,
1999,1,23,BUF,Antoine Winfield,DB,22,2012,0,3,12,62,17,191,0,0,0,0,0,0,0,0,0,0,0,935,27,7.5,Ohio St.,College Stats
1999,1,24,SFO,Reggie McGrew,DT,22,2002,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,9,,1.0,Florida,
1999,1,25,GNB,Antuan Edwards,DB,22,2005,0,0,1,15,10,71,0,0,0,0,0,0,0,0,0,0,0,192,7,3.0,Clemson,
1999,1,26,JAX,Fernando Bryant,DB,22,2008,0,0,8,38,28,112,0,0,0,0,0,0,0,0,0,0,0,413,7,,Alabama,College Stats
1999,1,27,DET,Aaron Gibson,T,21,2004,0,0,2,14,7,38,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats
1999,1,28,NWE,Andy Katzenmoyer,LB,21,2000,0,0,1,8,8,24,0,0,0,0,0,0,0,0,0,0,0,77,1,3.5,Ohio St.,College Stats
1999,1,29,MIN,Dimitrius Underwood,DT,22,2001,0,0,0,1,,19,0,0,0,0,0,0,0,0,0,0,0,15,,4.0,Michigan St.,
1999,1,30,ATL,Patrick Kerney,DE,22,2009,1,2,9,67,45,159,0,0,0,0,0,0,0,0,0,0,0,372,3,82.5,Virginia,
1999,1,31,DEN,Al Wilson,LB,22,2006,1,5,8,67,67,125,0,0,0,0,0,0,0,0,0,0,0,565,5,21.5,Tennessee,College Stats
1999,2,32,CLE,Kevin Johnson,WR,23,2005,0,0,4,33,28,101,2,7,56,1,1,2,-6,0,384,4595,25,,,,Syracuse,College Stats
1999,2,33,CIN,Charles Fisher,DB,23,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,West Virginia,College Stats
1999,2,34,CAR,Chris Terry,T,24,2007,0,0,7,36,23,100,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,
1999,2,35,PHI,Barry Gardner,LB,22,2005,0,0,1,18,13,110,0,0,0,0,0,0,0,0,0,0,0,202,1,2.0,Northwestern,College Stats
1999,2,36,IND,Mike Peterson,LB,23,2012,0,0,11,73,19,198,0,0,0,0,0,0,0,0,0,0,0,896,19,21.5,Florida,College Stats
1999,2,37,WAS,Jon Jansen,T,23,2009,0,0,8,55,55,137,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,
1999,2,38,CAR,Mike Rucker,DE,24,2007,0,1,7,54,54,139,0,0,0,0,0,0,0,0,0,0,0,338,1,55.5,Nebraska,
1999,2,39,MIA,J.J. Johnson,RB,25,2001,0,0,0,7,7,36,0,0,0,0,0,219,748,5,29,182,0,1,,,Mississippi St.,College Stats
