Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
1996,1,1,NYJ,Keyshawn Johnson,WR,24,2006,0,3,11,79,35,167,0,5,0,0,2,13,91,2,814,10571,64,,,,USC,College Stats
1996,1,2,JAX,Kevin Hardy,LB,23,2004,1,1,9,62,46,134,0,0,0,0,0,0,0,0,0,0,0,563,5,36.0,Illinois,College Stats
1996,1,3,ARI,Simeon Rice,DE,22,2007,1,3,11,86,26,174,0,0,0,0,0,0,0,0,0,0,0,403,5,122.0,Illinois,
1996,1,4,BAL,Jonathan OgdenHOF,T,22,2007,4,11,12,95,95,177,0,0,0,0,0,0,0,0,2,2,2,,,,UCLA,College Stats
1996,1,5,NYG,Cedric Jones,DE,22,2000,0,0,2,20,20,73,0,0,0,0,0,0,0,0,0,0,0,111,,15.0,Oklahoma,
1996,1,6,STL,Lawrence Phillips,RB,21,1999,0,0,2,11,9,35,0,0,0,0,0,424,1453,14,34,219,1,1,,,Nebraska,College Stats
1996,1,7,NWE,Terry Glenn,WR,22,2007,0,1,9,67,36,137,0,2,0,0,0,20,139,1,593,8823,44,,,,Ohio St.,College Stats
1996,1,8,CAR,Tim Biakabutuka,RB,22,2001,0,0,2,26,26,50,0,0,0,0,0,611,2530,14,77,789,3,,,,Michigan,College Stats
1996,1,9,OAK,Rickey Dudley,TE,24,2004,0,0,5,25,23,108,0,0,0,0,0,2,-9,0,221,3024,33,,,,Ohio St.,College Stats
1996,1,10,CIN,Willie Anderson,T,21,2008,3,4,12,93,91,195,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,
1996,1,11,NOR,Alex Molden,DB,23,2003,0,0,3,24,16,98,0,0,0,0,0,0,0,0,0,0,0,252,12,8.0,Oregon,College Stats
1996,1,12,TAM,Regan Upshaw,DE,21,2004,0,0,4,36,23,110,0,0,0,0,0,0,0,0,0,0,0,133,1,34.5,California,
1996,1,13,CHI,Walt Harris,DB,22,2008,0,1,12,59,30,193,0,0,0,0,0,0,0,0,0,0,0,644,35,3.0,Mississippi St.,College Stats
1996,1,14,HOU,Eddie George,RB,22,2004,1,4,8,76,74,141,0,0,0,0,0,2865,10441,68,268,2227,10,,,,Ohio St.,College Stats
1996,1,15,DEN,John Mobley,LB,22,2003,1,0,6,52,52,105,0,0,0,0,0,0,0,0,0,0,0,491,5,10.5,Kutztown (PA),
1996,1,16,MIN,Duane Clemons,DE,22,2005,0,0,5,39,10,142,0,0,0,0,0,0,0,0,0,0,0,263,,49.5,California,
1996,1,17,DET,Reggie Brown,LB,21,1997,0,0,2,11,11,26,0,0,0,0,0,0,0,0,0,0,0,,2,2.5,Texas A&M,College Stats
