Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1975,1,1,ATL,Steve Bartkowski,QB,22,1986,0,2,10,69,68,129,1932,3456,24124,156,144,178,239,11,0,0,0,,,California,College Stats
1975,1,2,DAL,Randy WhiteHOF,DT,22,1988,7,9,11,116,116,209,0,0,0,0,0,0,0,0,0,0,0,1,111.0,Maryland,College Stats
1975,1,3,BAL,Ken Huff,G,22,1985,0,0,8,47,37,145,0,0,0,0,0,0,0,0,1,-1,0,,,North Carolina,College Stats
1975,1,4,CHI,Walter PaytonHOF,RB,22,1987,5,9,13,127,127,190,11,34,331,8,6,3838,16726,110,492,4538,15,,,Jackson St.,
1975,1,5,CLE,Mack Mitchell,DE,23,1979,0,0,3,18,17,69,0,0,0,0,0,0,0,0,0,0,0,,34.0,Houston,
1975,1,6,HOU,Robert BrazileHOF,LB,22,1984,2,7,10,76,76,147,0,0,0,0,0,0,0,0,0,0,0,13,48.0,Jackson St.,
1975,1,7,NOR,Larry Burton,WR,23,1979,0,0,2,7,5,43,0,0,0,0,0,5,4,0,44,804,7,,,Purdue,College Stats
1975,1,8,SDG,Gary Johnson,DT,23,1985,2,4,9,71,69,157,0,0,0,0,0,0,0,0,0,0,0,2,76.5,Grambling St.,
1975,1,9,RAM,Mike Fanning,DT,22,1984,0,0,3,35,32,137,0,0,0,0,0,0,0,0,0,0,0,,43.5,Notre Dame,
1975,1,10,SFO,Jimmy Webb,DT,23,1981,0,0,5,31,30,106,0,0,0,0,0,0,0,0,0,0,0,,28.0,Mississippi St.,College Stats
1975,1,11,RAM,Dennis Harrah,G,22,1987,1,6,11,63,63,168,0,0,0,0,0,0,0,0,0,3,0,,,Miami (FL),College Stats
1975,1,12,NOR,Kurt Schumacher,G,22,1978,0,0,1,9,7,45,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,College Stats
1975,1,13,DET,Lynn Boden,G,22,1979,0,0,4,18,17,67,0,0,0,0,0,0,0,0,0,0,0,,,South Dakota St.,
1975,1,14,CIN,Glenn Cameron,LB,22,1985,0,0,7,45,45,159,0,0,0,0,0,0,0,0,0,0,0,5,7.0,Florida,
1975,1,15,HOU,Don Hardeman,RB,22,1979,0,0,2,12,9,64,0,0,0,0,0,397,1460,11,58,285,2,,,Texas A&M-Kingsville,
1975,1,16,NWE,Russ Francis,TE,22,1988,0,3,11,46,32,167,1,1,45,0,0,2,12,0,393,5262,40,,,Oregon,College Stats
1975,1,17,DEN,Louis Wright,DB,22,1986,2,5,12,84,84,166,0,0,0,0,0,0,0,0,0,0,0,26,3.0,San Jose St.,
1975,1,18,DAL,Thomas Henderson,LB,22,1980,0,1,3,29,29,75,0,0,0,0,0,0,0,0,0,0,0,4,13.5,Langston,
1975,1,19,BUF,Tom Ruud,LB,22,1979,0,0,0,10,7,59,0,0,0,0,0,0,0,0,0,0,0,,1.0,Nebraska,
1975,1,20,RAM,Doug France,T,22,1983,0,2,6,43,38,110,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,College Stats
1975,1,21,STL,Tim Gray,DB,22,1979,0,0,4,21,2,66,0,0,0,0,0,0,0,0,0,0,0,13,5.0,Texas A&M,
1975,1,22,SDG,Mike Williams,DB,21,1983,0,0,8,38,38,109,0,0,0,0,0,0,0,0,0,0,0,24,,LSU,
1975,1,23,MIA,Darryl Carlton,T,22,1979,0,0,3,15,8,71,0,0,0,0,0,0,0,0,0,0,0,,,Tampa,
1975,1,24,OAK,Neal Colzie,DB,21,1983,0,0,3,34,6,118,0,0,0,0,0,0,0,0,0,0,0,25,3.0,Ohio St.,
1975,1,25,MIN,Mark Mullaney,DE,22,1986,0,0,8,48,48,151,0,0,0,0,0,0,0,0,0,0,0,1,41.5,Colorado St.,
1975,1,26,PIT,Dave Brown,DB,22,1989,0,1,14,75,1,216,0,0,0,0,0,0,0,0,0,0,0,62,1.0,Michigan,College Stats
1975,2,27,NYG,Al Simpson,G,24,1976,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,,,Colorado St.,
1975,2,28,RAM,Monte Jackson,DB,22,1983,1,2,6,50,35,112,0,0,0,0,0,0,0,0,0,0,0,23,,San Diego St.,
1975,2,29,ATL,Ralph Ortega,LB,22,1980,0,0,1,24,18,81,0,0,0,0,0,0,0,0,0,0,0,5,1.0,Florida,
1975,2,30,SDG,Louie Kelcher,DT,22,1984,1,3,7,55,54,116,0,0,0,0,0,0,0,0,0,0,0,2,40.0,SMU,College Stats
1975,2,31,CHI,Mike Hartenstine,DE,22,1987,0,0,9,66,66,184,0,0,0,0,0,0,0,0,0,0,0,,55.0,Penn St.,College Stats
1975,2,32,NOR,Lee Gross,C,22,1979,0,0,0,10,8,48,0,0,0,0,0,0,0,0,0,0,0,,,Auburn,College Stats
1975,2,33,SDG,Fred DeanHOF,DE,23,1985,2,4,6,58,42,141,0,0,0,0,0,0,0,0,0,0,0,1,92.0,Louisiana Tech,
1975,2,34,KAN,Elmore Stephens,TE,,,0,0,0,,,,,,,,,,,,,,,,,Kentucky,College Stats
1975,2,35,SFO,Greg Collins,LB,22,1977,0,0,0,7,3,38,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,
1975,2,36,MIA,Freddie Solomon,WR,22,1985,0,0,10,58,17,151,7,15,122,0,1,61,519,4,371,5846,48,,,Tampa,
1975,2,37,NYJ,Anthony Davis,RB,22,1978,0,0,0,2,,15,0,0,0,0,0,98,304,1,8,91,0,,,USC,College Stats
1975,2,38,DET,Doug English,DT,22,1985,1,4,8,73,73,131,0,0,0,0,0,0,0,0,0,0,0,,55.5,Texas,
1975,2,39,CIN,Al Krevis,T,23,1976,0,0,0,4,2,13,0,0,0,0,0,0,0,0,0,0,0,,,Boston Col.,
1975,2,40,HOU,Emmett Edwards,WR,23,1976,0,0,0,1,0,20,0,0,0,0,0,2,-4,0,4,75,0,,,Kansas,College Stats
1975,2,41,NWE,Rod Shoate,LB,22,1981,0,0,4,30,30,79,0,0,0,0,0,0,0,0,0,0,0,5,22.5,Oklahoma,College Stats
1975,2,42,BUF,Bob Nelson,LB,22,1984,0,0,3,24,4,72,0,0,0,0,0,0,0,0,0,0,0,1,8.0,Nebraska,
1975,2,43,DEN,Charles Smith,DE,,,0,0,0,,,,,,,,,,,,,,,,,North Carolina Central,
1975,2,44,DAL,Burton Lawless,G,21,1980,0,0,1,22,20,82,0,0,0,0,0,0,0,0,0,0,0,,,Florida,
1975,2,45,OAK,Charlie Phillips,DB,22,1979,0,0,1,21,21,67,0,0,0,0,0,0,0,0,0,0,0,19,3.0,USC,
1975,2,46,STL,Jim Germany,RB,,,0,0,0,,,,,,,,,,,,,,,,,New Mexico St.,College Stats
1975,2,47,GNB,Bill Bain,T,23,1986,0,0,3,33,2,132,0,0,0,0,0,0,0,0,0,0,0,,,USC,
1975,2,48,RAM,Leroy Jones,DE,24,1983,0,0,7,42,,111,0,0,0,0,0,0,0,0,0,0,0,3,45.0,Norfolk St.,
1975,2,49,MIA,Stan Winfrey,RB,22,1977,0,0,0,3,3,30,0,0,0,0,0,55,215,1,6,55,1,,,Arkansas St.,College Stats
1975,2,50,BUF,Glenn Lott,DB,,,0,0,0,,,,,,,,,,,,,,,,,Drake,
1975,2,51,PIT,Bob Barber,DE,23,1979,0,0,1,17,,60,0,0,0,0,0,0,0,0,0,0,0,,13.5,Grambling St.,
1975,2,52,MIN,Art Riley,DT,,,0,0,0,,,,,,,,,,,,,,,,,USC,
1975,3,53,BAL,Mike Washington,DB,22,1984,0,0,7,46,,100,0,0,0,0,0,0,0,0,0,0,0,28,1.0,Alabama,
1975,3,54,DEN,Mike Franckowiak,RB,22,1978,0,0,0,1,1,57,0,0,0,0,0,14,26,0,4,42,0,,,Central Michigan,
