Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
2003,1,1,CIN,Carson Palmer,QB,23,2017,0,3,12,107,60,182,3941,6307,46247,294,187,301,474,8,0,0,0,1,,,USC,College Stats
2003,1,2,DET,Charles Rogers,WR,22,2005,0,0,0,4,4,15,0,0,0,0,0,2,17,0,36,440,4,,,,Michigan St.,College Stats
2003,1,3,HOU,Andre JohnsonHOF,WR,22,2016,2,7,12,94,92,193,0,0,0,0,0,23,54,0,1062,14185,70,1,,,Miami (FL),College Stats
2003,1,4,NYJ,Dewayne Robertson,DT,21,2008,0,0,6,34,31,92,0,0,0,0,0,0,0,0,0,0,0,195,,16.0,Kentucky,
2003,1,5,DAL,Terence Newman,DB,25,2017,0,2,15,70,52,221,0,0,0,0,0,1,4,0,0,0,0,749,42,2.0,Kansas St.,College Stats
2003,1,6,NOR,Johnathan Sullivan,DT,22,2005,0,0,1,10,10,36,0,0,0,0,0,0,0,0,0,0,0,57,,1.5,Georgia,
2003,1,7,JAX,Byron Leftwich,QB,23,2012,0,0,3,33,30,60,930,1605,10532,58,42,137,415,10,1,-7,0,,,,Marshall,College Stats
2003,1,8,CAR,Jordan Gross,T,23,2013,1,3,11,69,69,167,0,0,0,0,0,0,0,0,0,1,0,,,,Utah,College Stats
2003,1,9,MIN,Kevin Williams,DT,23,2015,5,6,12,102,98,203,0,0,0,0,0,0,0,0,0,0,0,370,5,63.0,Oklahoma St.,
2003,1,10,BAL,Terrell Suggs,LB,20,2019,1,7,15,110,107,244,0,0,0,0,0,0,0,0,0,0,0,630,7,139.0,Arizona St.,College Stats
2003,1,11,SEA,Marcus Trufant,DB,22,2012,0,1,8,49,49,136,0,0,0,0,0,0,0,0,0,0,0,565,21,2.0,Washington St.,College Stats
2003,1,12,STL,Jimmy Kennedy,DT,23,2011,0,0,2,16,12,92,0,0,0,0,0,0,0,0,0,0,0,107,,8.5,Penn St.,College Stats
