Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
1994,1,1,CIN,Dan Wilkinson,DT,21,2006,0,0,12,60,17,195,0,0,0,0,0,0,0,0,0,0,0,302,5,54.5,Ohio St.,College Stats
1994,1,2,IND,Marshall FaulkHOF,RB,21,2005,3,7,11,132,51,176,0,2,0,0,0,2836,12279,100,767,6875,36,,,,San Diego St.,College Stats
1994,1,3,WAS,Heath Shuler,QB,22,1997,0,0,2,6,7,29,292,593,3691,15,33,67,198,1,0,0,0,,,,Tennessee,College Stats
1994,1,4,NWE,Willie McGinest,DE,22,2008,0,2,13,76,68,212,0,0,0,0,0,0,0,0,0,0,0,581,5,86.0,USC,College Stats
1994,1,5,IND,Trev Alberts,LB,24,1996,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,49,1,4.0,Nebraska,College Stats
1994,1,6,TAM,Trent Dilfer,QB,22,2007,0,1,7,51,39,130,1759,3172,20518,113,129,248,853,5,2,-6,0,,,,Fresno St.,College Stats
1994,1,7,SFO,Bryant YoungHOF,DT,22,2007,1,4,14,88,88,208,0,0,0,0,0,0,0,0,0,0,0,519,,89.5,Notre Dame,
1994,1,8,SEA,Sam Adams,DT,21,2007,0,3,12,77,22,206,0,0,0,0,0,0,0,0,0,0,0,308,3,44.0,Texas A&M,College Stats
1994,1,9,CLE,Antonio Langham,DB,22,2000,0,0,4,29,13,102,0,0,0,0,0,0,0,0,0,0,0,316,14,1.0,Alabama,College Stats
1994,1,10,ARI,Jamir Miller,LB,20,2001,1,1,7,44,21,121,0,0,0,0,0,0,0,0,0,0,0,481,2,36.0,UCLA,College Stats
1994,1,11,CHI,John Thierry,DE,23,2002,0,0,6,33,14,131,0,0,0,0,0,0,0,0,0,0,0,163,2,33.5,Alcorn St.,
1994,1,12,NYJ,Aaron Glenn,DB,22,2008,0,3,11,71,49,205,0,0,0,0,0,0,0,0,0,0,0,548,41,1.0,Texas A&M,College Stats
1994,1,13,NOR,Joe Johnson,DE,22,2003,0,2,7,50,47,117,0,0,0,0,0,0,0,0,0,0,0,318,,52.5,Louisville,
1994,1,14,PHI,Bernard Williams,T,22,1994,0,0,1,8,8,16,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,
1994,1,15,RAM,Wayne Gandy,T,23,2008,0,0,13,68,22,219,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,College Stats
1994,1,16,GNB,Aaron Taylor,G,21,1999,0,0,5,34,25,75,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
1994,1,17,PIT,Charles Johnson,WR,22,2002,0,0,7,39,30,133,0,0,0,0,0,11,11,0,354,4606,24,10,,,Colorado,College Stats
1994,1,18,MIN,Dewayne Washington,DB,21,2005,0,0,11,63,20,191,0,0,0,0,0,0,0,0,0,0,0,712,31,1.0,North Carolina St.,College Stats
1994,1,19,MIN,Todd Steussie,T,23,2007,0,2,12,75,56,213,0,0,0,0,0,0,0,0,0,0,0,,,,California,
1994,1,20,MIA,Tim Bowens,DT,21,2004,0,2,10,63,63,157,0,0,0,0,0,0,0,0,0,0,0,303,1,22.0,Mississippi,College Stats
1994,1,21,DET,Johnnie Morton,WR,22,2005,0,0,11,69,50,182,0,0,0,0,0,46,404,0,624,8719,43,,,,USC,College Stats
1994,1,22,RAI,Rob Fredrickson,LB,23,2002,0,0,9,42,20,128,0,0,0,0,0,0,0,0,0,0,0,544,5,15.5,Michigan St.,College Stats
1994,1,23,DAL,Shante Carver,DE,23,1997,0,0,2,13,13,52,0,0,0,0,0,0,0,0,0,0,0,55,,11.5,Arizona St.,College Stats
1994,1,24,NYG,Thomas Lewis,WR,22,1997,0,0,1,9,9,34,0,0,0,0,0,0,0,0,74,1032,5,,,,Indiana,College Stats
1994,1,25,KAN,Greg Hill,RB,22,1999,0,0,2,24,18,79,0,0,0,0,0,772,3218,12,52,406,1,,,,Texas A&M,College Stats
1994,1,26,HOU,Henry Ford,DT,22,2003,0,0,5,38,38,133,0,0,0,0,0,0,0,0,0,0,0,181,,24.0,Arkansas,
1994,1,27,BUF,Jeff Burris,DB,22,2003,0,0,8,43,16,144,0,0,0,0,0,0,0,0,0,0,0,457,19,5.0,Notre Dame,College Stats
1994,1,28,SFO,William Floyd,FB,22,2000,0,0,7,22,18,90,0,1,0,0,1,355,1141,20,191,1427,5,,,,Florida St.,College Stats
1994,1,29,CLE,Derrick Alexander,WR,22,2002,0,0,7,56,10,126,0,0,0,0,0,16,210,1,417,6971,40,,,,Michigan,College Stats
1994,2,30,CIN,Darnay Scott,WR,22,2002,0,0,7,47,46,124,1,1,53,0,0,22,151,0,408,6193,37,,,,San Diego St.,College Stats
1994,2,31,WAS,Tre' Johnson,G,23,2002,0,1,5,41,40,93,0,0,0,0,0,0,0,0,0,0,0,,,,Temple,
1994,2,32,IND,Eric Mahlum,G,23,1996,0,0,1,11,11,36,0,0,0,0,0,0,0,0,0,0,0,,,,California,College Stats
1994,2,33,RAM,Isaac BruceHOF,WR,21,2009,0,4,13,101,97,223,3,8,81,0,1,25,139,0,1024,15208,91,,,,Memphis,College Stats
1994,2,34,TAM,Errict Rhett,RB,23,2000,0,0,4,26,18,86,0,0,0,0,0,1174,4143,29,89,552,3,,,,Florida,College Stats
1994,2,35,NWE,Kevin Lee,WR,23,1996,0,0,0,1,1,9,0,0,0,0,0,1,4,0,8,107,0,,,,Alabama,College Stats
1994,2,36,SEA,Kevin MawaeHOF,C,23,2009,3,8,15,108,14,241,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,
1994,2,37,PHI,Bruce Walker,NT,22,1995,0,0,0,3,,11,0,0,0,0,0,0,0,0,0,0,0,16,,,UCLA,
1994,2,38,ARI,Chuck Levy,RB,22,1998,0,0,0,3,0,37,0,0,0,0,0,44,217,1,24,167,0,,,,Arizona,College Stats
1994,2,39,CHI,Marcus Spears,T,22,2004,0,0,1,15,1,103,0,0,0,0,0,0,0,0,1,1,1,,,,Northwestern St. (LA),
1994,2,40,MIN,David Palmer,WR,21,2000,0,0,0,9,9,84,0,0,0,0,0,34,125,1,73,631,1,1,,,Alabama,College Stats
1994,2,41,NYJ,Ryan Yarborough,WR,23,1998,0,0,0,2,1,51,0,0,0,0,0,0,0,0,44,494,3,,,,Wyoming,College Stats
1994,2,42,PHI,Charlie Garner,RB,22,2004,0,1,5,71,11,147,0,0,0,0,0,1537,7097,39,419,3711,12,,,,Tennessee,College Stats
1994,2,43,SDG,Isaac Davis,G,22,1997,0,0,2,14,13,58,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
1994,2,44,NOR,Mario Bates,RB,21,2000,0,0,3,21,17,98,1,1,21,1,0,841,3048,38,65,419,0,5,,,Arizona St.,College Stats
