Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1991,1,1,DAL,Russell Maryland,DT,22,2000,0,1,10,60,31,154,0,0,0,0,0,0,0,0,0,0,0,1,24.5,Miami (FL),College Stats
1991,1,2,CLE,Eric Turner,DB,22,1999,1,2,7,49,33,109,0,0,0,0,0,0,0,0,0,0,0,30,3.0,UCLA,College Stats
1991,1,3,ATL,Bruce Pickens,DB,23,1995,0,0,0,4,3,48,0,0,0,0,0,0,0,0,0,0,0,2,1.0,Nebraska,College Stats
1991,1,4,DEN,Mike Croel,LB,22,1998,0,0,6,34,24,102,0,0,0,0,0,0,0,0,0,0,0,2,24.0,Nebraska,
1991,1,5,RAM,Todd Lyght,DB,22,2002,0,1,11,60,52,175,0,0,0,0,0,0,0,0,0,0,0,37,6.0,Notre Dame,College Stats
1991,1,6,PHO,Eric Swann,DT,21,2000,0,2,6,44,42,126,0,0,0,0,0,1,0,0,0,0,0,2,46.5,Wake Technical CC,
1991,1,7,TAM,Charles McRae,T,22,1996,0,0,2,18,17,84,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee,
1991,1,8,PHI,Antone Davis,T,24,1997,0,0,6,35,31,97,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee,College Stats
1991,1,9,SDG,Stanley Richard,DB,23,1998,0,0,8,40,17,124,0,0,0,0,0,0,0,0,0,0,0,21,2.0,Texas,College Stats
1991,1,10,DET,Herman Moore,WR,21,2002,3,4,8,78,78,146,0,0,0,0,0,0,0,0,670,9174,62,,,Virginia,College Stats
1991,1,11,NWE,Pat Harlow,T,22,1998,0,0,6,34,22,105,0,0,0,0,0,0,0,0,0,0,0,,,USC,
1991,1,12,DAL,Alvin Harper,WR,23,1999,0,0,4,37,30,102,1,1,46,0,0,1,15,0,191,3473,21,1,,Tennessee,College Stats
1991,1,13,ATL,Mike Pritchard,WR,21,1999,0,0,6,43,20,127,0,0,0,0,0,17,102,0,422,5187,26,,,Colorado,College Stats
1991,1,14,NWE,Leonard Russell,RB,21,1996,0,0,5,26,14,85,0,0,0,0,0,1164,3973,29,122,846,0,,,Arizona St.,College Stats
1991,1,15,PIT,Huey Richardson,LB,23,1992,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,,,Florida,
1991,1,16,SEA,Dan McGwire,QB,23,1995,0,0,0,2,2,13,74,148,745,2,6,14,6,0,0,0,0,,,San Diego St.,College Stats
1991,1,17,WAS,Bobby Wilson,DT,23,1994,0,0,2,12,12,42,0,0,0,0,0,0,0,0,0,0,0,,11.0,Michigan St.,
1991,1,18,CIN,Alfred Williams,DE,22,1999,1,1,5,48,19,128,0,0,0,0,0,0,0,0,0,0,0,,59.5,Colorado,College Stats
1991,1,19,GNB,Vinnie Clark,DB,22,1996,0,0,3,21,7,83,0,0,0,0,0,0,0,0,0,0,0,13,,Ohio St.,College Stats
1991,1,20,DAL,Kelvin Pritchett,DT,21,2004,0,0,4,34,,208,0,0,0,0,0,0,0,0,0,0,0,1,31.5,Mississippi,College Stats
1991,1,21,KAN,Harvey Williams,RB,24,1998,0,0,2,35,8,110,3,5,58,2,0,1021,3952,20,193,1442,7,,,LSU,College Stats
1991,1,22,CHI,Stan Thomas,T,22,1994,0,0,0,7,5,56,0,0,0,0,0,0,0,0,0,0,0,,,Texas,
1991,1,23,MIA,Randal Hill,WR,21,1997,0,0,3,27,4,103,0,0,0,0,0,2,15,0,262,3849,14,,,Miami (FL),College Stats
1991,1,24,RAI,Todd Marinovich,QB,22,1992,0,0,0,3,3,8,104,205,1345,8,9,12,44,0,0,0,0,,,USC,College Stats
1991,1,25,SFO,Ted Washington,NT,23,2007,1,4,13,89,4,236,0,0,0,0,0,0,0,0,0,0,0,2,34.5,Louisville,
1991,1,26,BUF,Henry Jones,DB,23,2002,1,1,8,55,53,158,0,0,0,0,0,0,0,0,0,0,0,18,5.0,Illinois,College Stats
1991,1,27,NYG,Jarrod Bunch,FB,23,1994,0,0,2,7,7,48,0,0,0,0,0,138,629,5,26,156,2,,,Michigan,College Stats
1991,2,28,HOU,Mike Dumas,DB,22,2000,0,0,4,20,3,102,0,0,0,0,0,0,0,0,0,0,0,7,5.0,Indiana,College Stats
1991,2,29,CLE,Ed King,G,21,1997,0,0,3,21,16,57,0,0,0,0,0,0,0,0,0,0,0,,,Auburn,College Stats
1991,2,30,DEN,Reggie Johnson,TE,23,1997,0,0,1,8,5,77,0,0,0,0,0,2,7,0,66,791,6,,,Florida St.,College Stats
1991,2,31,RAM,Roman Phifer,LB,23,2005,0,0,12,64,38,212,0,0,0,0,0,0,0,0,0,0,0,11,29.0,UCLA,College Stats
1991,2,32,PHO,Mike Jones,DE,22,1999,0,0,4,36,7,135,0,0,0,0,0,0,0,0,0,0,0,,27.5,North Carolina St.,
1991,2,33,ATL,Brett FavreHOF,QB,21,2010,3,11,19,158,0,302,6300,10169,71838,508,336,602,1844,14,2,-7,0,,,Southern Miss,College Stats
1991,2,34,NYJ,Browning Nagle,QB,23,1996,0,0,1,5,5,24,213,437,2489,8,20,26,68,0,0,0,0,,,Louisville,College Stats
1991,2,35,GNB,Esera Tuaolo,NT,23,1999,0,0,3,24,8,111,0,0,0,0,0,0,0,0,0,0,0,1,12.0,Oregon St.,
1991,2,36,SDG,George Thornton,DT,23,1993,0,0,1,9,9,37,0,0,0,0,0,0,0,0,0,0,0,,2.0,Alabama,
1991,2,37,DAL,Dixon Edwards,LB,23,1998,0,0,6,38,22,119,0,0,0,0,0,0,0,0,0,0,0,2,7.5,Michigan St.,
1991,2,38,HOU,Darryll Lewis,DB,22,2000,0,1,6,47,41,141,0,0,0,0,0,0,0,0,0,0,0,32,5.0,Arizona,College Stats
1991,2,39,SDG,Eric Bieniemy,RB,22,1999,0,0,0,23,6,142,0,2,0,0,0,387,1589,11,146,1223,0,,,Colorado,College Stats
1991,2,40,IND,Shane Curry,DE,23,1991,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,1.0,Miami (FL),
1991,2,41,NWE,Jerome Henderson,DB,22,1998,0,0,2,18,7,98,0,0,0,0,0,0,0,0,0,0,0,9,1.0,Clemson,College Stats
1991,2,42,NOR,Wesley Carroll,WR,24,1993,0,0,0,6,5,40,0,0,0,0,0,0,0,0,42,557,3,,,Miami (FL),College Stats
1991,2,43,RAI,Nick Bell,RB,23,1993,0,0,0,8,8,35,0,0,0,0,0,226,853,7,21,213,0,,,Iowa,College Stats
1991,2,44,HOU,John Flannery,G,22,1998,0,0,2,21,12,80,0,0,0,0,0,0,0,0,1,2,0,,,Syracuse,College Stats
1991,2,45,SFO,Ricky Watters,RB,22,2001,0,5,9,100,43,144,1,2,1,1,0,2622,10643,78,467,4248,13,,,Notre Dame,College Stats
1991,2,46,PIT,Jeff Graham,WR,22,2001,0,0,9,59,10,160,0,0,0,0,0,0,0,0,542,8172,30,,,Ohio St.,College Stats
1991,2,47,SDG,Eric Moten,G,23,1996,0,0,4,27,27,67,0,0,0,0,0,0,0,0,0,0,0,,,Michigan St.,
1991,2,48,PHI,Jesse Campbell,DB,22,1998,0,0,4,28,,92,0,0,0,0,0,0,0,0,0,0,0,7,,North Carolina St.,
1991,2,49,CHI,Chris Zorich,DT,22,1997,0,0,3,28,27,84,0,0,0,0,0,0,0,0,0,0,0,,16.5,Notre Dame,College Stats
1991,2,50,KAN,Joe Valerio,C,22,1996,0,0,0,7,7,62,0,0,0,0,0,0,0,0,4,7,4,,,Pennsylvania,
1991,2,51,SEA,Doug Thomas,WR,21,1993,0,0,0,1,1,39,0,0,0,0,0,4,11,0,22,207,0,,,Clemson,College Stats
1991,2,52,CIN,Lamar Rogers,DE,23,1992,0,0,1,6,6,26,0,0,0,0,0,0,0,0,0,0,0,,4.0,Auburn,
