Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1978,1,1,HOU,Earl CampbellHOF,RB,23,1985,3,5,7,67,63,115,1,3,57,1,1,2187,9407,74,121,806,0,,,Texas,College Stats
1978,1,2,KAN,Art Still,DE,22,1989,0,4,12,74,63,167,0,0,0,0,0,0,0,0,0,0,0,1,80.0,Kentucky,College Stats
1978,1,3,NOR,Wes Chandler,WR,22,1988,1,4,9,79,23,150,1,3,43,0,0,16,84,0,559,8966,56,,,Florida,College Stats
1978,1,4,NYJ,Chris Ward,T,22,1984,0,0,6,45,42,100,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,College Stats
1978,1,5,BUF,Terry Miller,RB,22,1981,0,0,2,16,16,48,0,0,0,0,0,391,1583,8,35,382,0,,,Oklahoma St.,College Stats
1978,1,6,GNB,James LoftonHOF,WR,22,1993,1,8,14,102,74,233,1,5,43,0,0,32,246,1,764,14004,75,,,Stanford,College Stats
1978,1,7,SFO,Ken MacAfee,TE,22,1979,0,0,2,5,5,29,0,0,0,0,0,0,0,0,46,471,5,,,Notre Dame,College Stats
1978,1,8,CIN,Ross Browner,DE,24,1987,0,0,9,48,47,138,0,0,0,0,0,0,0,0,0,0,0,1,62.5,Notre Dame,College Stats
1978,1,9,SEA,Keith Simpson,DB,22,1985,0,0,5,32,32,108,0,0,0,0,0,0,0,0,0,0,0,19,10.0,Memphis,College Stats
1978,1,10,NYG,Gordon King,T,22,1987,0,0,4,28,24,97,0,0,0,0,0,0,0,0,0,0,0,,,Stanford,
1978,1,11,DET,Luther Bradley,DB,23,1981,0,0,2,15,15,56,0,0,0,0,0,0,0,0,0,0,0,9,,Notre Dame,College Stats
1978,1,12,CLE,Clay Matthews,LB,22,1996,0,4,16,94,89,278,0,0,0,0,0,0,0,0,0,0,0,16,82.5,USC,College Stats
1978,1,13,ATL,Mike Kenn,T,22,1994,2,5,17,96,96,251,0,0,0,0,0,0,0,0,0,0,0,,,Michigan,
1978,1,14,SDG,John Jefferson,WR,22,1985,2,4,7,55,35,102,0,0,0,0,0,6,61,0,351,5714,47,,,Arizona St.,College Stats
1978,1,15,STL,Steve Little,K,22,1980,0,0,0,3,3,33,2,3,31,0,0,3,0,0,0,0,0,,,Arkansas,College Stats
1978,1,16,CIN,Blair Bush,C,21,1994,0,0,12,66,26,246,0,0,0,0,0,0,0,0,0,0,0,,,Washington,
1978,1,17,TAM,Doug Williams,QB,23,1989,0,0,6,56,46,88,1240,2507,16998,100,93,220,884,15,0,0,0,,,Grambling St.,College Stats
1978,1,18,NWE,Bob Cryder,T,21,1986,0,0,4,30,20,107,0,0,0,0,0,0,0,0,0,0,0,,,Alabama,
1978,1,19,STL,Ken Greene,DB,22,1984,0,0,5,29,23,98,0,0,0,0,0,0,0,0,0,0,0,15,2.0,Washington St.,
1978,1,20,RAM,Elvis Peacock,RB,21,1981,0,0,1,10,10,27,0,0,0,0,0,216,1001,7,46,474,2,,,Oklahoma,College Stats
1978,1,21,MIN,Randy Holloway,DE,23,1984,0,0,1,26,25,103,0,0,0,0,0,0,0,0,0,0,0,1,28.5,Pittsburgh,College Stats
1978,1,22,PIT,Ron Johnson,DB,22,1984,0,0,4,30,30,91,0,0,0,0,0,0,0,0,0,0,0,13,,Eastern Michigan,
1978,1,23,CLE,Ozzie NewsomeHOF,TE,22,1990,1,3,13,59,59,198,0,0,0,0,0,18,135,2,662,7980,47,,,Alabama,College Stats
1978,1,24,SFO,Dan Bunz,LB,22,1985,0,0,5,27,27,88,0,0,0,0,0,0,0,0,0,0,0,4,6.0,Long Beach St.,College Stats
1978,1,25,BAL,Reese McCall,TE,22,1985,0,0,3,10,10,117,0,0,0,0,0,0,0,0,94,1366,12,,,Auburn,College Stats
1978,1,26,GNB,John Anderson,LB,22,1989,0,0,10,63,63,146,0,0,0,0,0,0,0,0,0,0,0,25,24.5,Michigan,College Stats
1978,1,27,DEN,Don Latimer,NT,23,1983,0,0,0,12,12,80,0,0,0,0,0,0,0,0,0,0,0,1,8.0,Miami (FL),
1978,1,28,DAL,Larry Bethea,DT,22,1983,0,0,0,9,9,81,0,0,0,0,0,0,0,0,0,0,0,,11.0,Michigan St.,College Stats
1978,2,29,KAN,Sylvester Hicks,DE,23,1981,0,0,2,13,13,43,0,0,0,0,0,0,0,0,0,0,0,,8.5,Tennessee St.,
1978,2,30,TAM,Johnny Davis,RB,22,1987,0,0,1,8,6,119,0,0,0,0,0,314,1094,15,22,106,0,,,Alabama,College Stats
1978,2,31,NYJ,Mark Merrill,LB,23,1984,0,0,0,9,4,68,0,0,0,0,0,0,0,0,0,0,0,,1.0,Minnesota,College Stats
1978,2,32,BUF,Dee Hardison,DE,22,1988,0,0,2,20,7,122,0,0,0,0,0,0,0,0,0,0,0,,17.0,North Carolina,College Stats
1978,2,33,NOR,J.T. Taylor,T,22,1981,0,0,4,22,22,57,0,0,0,0,0,0,0,0,0,0,0,,,Missouri,
1978,2,34,GNB,Mike Hunt,LB,21,1980,0,0,1,8,8,22,0,0,0,0,0,0,0,0,0,0,0,2,1.0,Minnesota,
1978,2,35,CIN,Ray Griffin,DB,22,1984,0,0,1,21,21,88,0,0,0,0,0,0,0,0,0,0,0,11,2.0,Ohio St.,College Stats
1978,2,36,SEA,Keith Butler,LB,22,1987,0,0,9,50,50,146,0,0,0,0,0,0,0,0,0,0,0,8,11.5,Memphis,
1978,2,37,NYG,Odis McKinney,DB,21,1986,0,0,1,18,4,119,0,0,0,0,0,0,0,0,0,0,0,11,8.0,Colorado,College Stats
1978,2,38,BUF,Scott Hutchinson,DE,22,1983,0,0,0,9,8,69,0,0,0,0,0,0,0,0,0,0,0,,3.0,Florida,College Stats
1978,2,39,CLE,Johnny Evans,P,22,1980,0,0,0,7,7,48,2,3,33,0,0,5,6,0,0,0,0,,,North Carolina St.,College Stats
1978,2,40,DET,Al Baker,DE,21,1990,1,3,11,75,44,181,0,0,0,0,0,0,0,0,0,0,0,4,131.0,Colorado St.,College Stats
1978,2,41,SDG,Buddy Hardaway,T,23,1978,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,,,Oklahoma St.,
1978,2,42,STL,John Barefield,LB,23,1980,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,,,Texas A&M-Kingsville,
1978,2,43,ATL,Steve Stewart,LB,22,1979,0,0,0,5,4,15,0,0,0,0,0,0,0,0,0,0,0,,1.0,Minnesota,College Stats
1978,2,44,TAM,Brett Moritz,G,23,1978,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,,,Nebraska,
1978,2,45,CIN,Deacon Turner,RB,23,1980,0,0,0,4,4,44,0,0,0,0,0,142,549,1,25,141,1,,,San Diego St.,College Stats
