Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,Column_28
2018,1,1,CLE,Baker Mayfield,QB,23,2024,0,2,6,70,37,106,2157,3395,24832,171,90,311,1201,10,1,17,0,1,,,Oklahoma,College Stats
2018,1,2,NYG,Saquon Barkley,RB,21,2024,1,3,6,58,40,90,0,0,0,0,0,1546,7216,48,321,2378,14,,,,Penn St.,College Stats
2018,1,3,NYJ,Sam Darnold,QB,21,2024,0,1,5,38,15,83,1443,2356,16383,98,68,276,972,14,0,0,0,,,,USC,College Stats
2018,1,4,CLE,Denzel Ward,CB,21,2024,0,4,7,43,43,95,0,0,0,0,0,0,0,0,0,0,0,264,17,0.5,Ohio St.,College Stats
2018,1,5,DEN,Bradley Chubb,DE,22,2023,0,2,3,35,25,73,0,0,0,0,0,0,0,0,0,0,0,157,1,39.5,North Carolina St.,College Stats
2018,1,6,IND,Quenton Nelson,G,22,2024,3,7,7,69,69,112,0,0,0,0,0,1,0,0,0,0,0,1,,,Notre Dame,College Stats
2018,1,7,BUF,Josh Allen,QB,22,2024,0,4,7,98,98,111,2296,3628,26434,195,84,759,4142,65,1,19,2,4,,,Wyoming,College Stats
2018,1,8,CHI,Roquan Smith,ILB,21,2024,3,3,7,78,37,110,0,0,0,0,0,0,0,0,0,0,0,616,10,21.5,Georgia,College Stats
2018,1,9,SFO,Mike McGlinchey,T,24,2024,0,0,6,41,31,98,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
2018,1,10,ARI,Josh Rosen,QB,21,2021,0,0,1,3,2,24,277,513,2864,12,21,26,151,0,0,0,0,,,,UCLA,College Stats
2018,1,11,MIA,Minkah Fitzpatrick,S,21,2024,3,5,6,58,4,106,0,0,0,0,0,0,0,0,0,0,0,400,20,,Alabama,College Stats
2018,1,12,TAM,Vita Vea,DT,23,2024,0,2,5,45,45,95,0,0,0,0,0,0,0,0,1,1,1,138,,30.5,Washington,College Stats
2018,1,13,WAS,Daron Payne,DT,21,2024,0,1,7,49,49,115,0,0,0,0,0,0,0,0,0,0,0,215,1,34.0,Alabama,College Stats
2018,1,14,NOR,Marcus Davenport,DE,22,2024,0,0,2,20,18,69,0,0,0,0,0,0,0,0,0,0,0,82,,24.0,Texas-San Antonio,College Stats
2018,1,15,OAK,Kolton Miller,T,23,2024,0,0,7,42,42,109,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats
2018,1,16,BUF,Tremaine Edmunds,ILB,20,2024,0,2,7,57,44,106,0,0,0,0,0,0,0,0,0,0,0,488,10,7.5,Virginia Tech,College Stats
2018,1,17,LAC,Derwin James,S,22,2024,1,4,5,38,38,82,0,0,0,0,0,0,0,0,0,0,0,383,9,17.0,Florida St.,College Stats
2018,1,18,GNB,Jaire Alexander,CB,21,2024,0,2,5,34,34,78,0,0,0,0,0,0,0,0,0,0,0,241,12,1.5,Louisville,College Stats
2018,1,19,DAL,Leighton Vander Esch,OLB,21,2023,0,1,5,35,35,71,0,0,0,0,0,0,0,0,0,0,0,296,3,3.5,Boise St.,College Stats
2018,1,20,DET,Frank Ragnow,C,22,2024,0,4,6,51,51,96,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas,College Stats
2018,1,21,CIN,Billy Price,C,23,2022,0,0,3,18,9,69,0,0,0,0,0,0,0,0,0,0,0,2,,,Ohio St.,College Stats
2018,1,22,TEN,Rashaan Evans,ILB,22,2024,0,0,4,32,25,87,0,0,0,0,0,0,0,0,0,0,0,286,2,5.0,Alabama,College Stats
2018,1,23,NWE,Isaiah Wynn,T,22,2024,0,0,3,23,19,56,0,0,0,0,0,0,0,0,0,0,0,2,,,Georgia,College Stats
2018,1,24,CAR,D.J. Moore,WR,21,2024,0,0,7,56,36,114,0,2,0,0,0,57,431,1,558,7531,35,4,,,Maryland,College Stats
2018,1,25,BAL,Hayden Hurst,TE,25,2024,0,0,1,17,6,88,0,0,0,0,0,1,0,0,203,1975,15,2,,,South Carolina,College Stats
2018,1,26,ATL,Calvin Ridley,WR,23,2024,0,0,4,40,24,83,0,0,0,0,0,30,140,1,388,5375,40,1,,,Alabama,College Stats
2018,1,27,SEA,Rashaad Penny,RB,22,2023,0,0,0,13,13,45,0,0,0,0,0,348,1951,13,28,227,1,,,,San Diego St.,College Stats
2018,1,28,PIT,Terrell Edmunds,S,21,2024,0,0,5,27,25,101,0,0,0,0,0,0,0,0,0,0,0,315,6,7.5,Virginia Tech,College Stats
2018,1,29,JAX,Taven Bryan,DT,22,2024,0,0,4,22,10,113,0,0,0,0,0,0,0,0,0,0,0,85,,11.5,Florida,College Stats
2018,1,30,MIN,Mike Hughes,CB,21,2024,0,0,1,14,4,87,0,0,0,0,0,0,0,0,0,0,0,207,3,,Central Florida,College Stats
2018,1,31,NWE,Sony Michel,RB,23,2022,0,0,2,21,15,65,0,0,0,0,0,779,3243,18,56,439,2,1,,,Georgia,College Stats
2018,1,32,BAL,Lamar Jackson,QB,21,2024,3,4,6,101,101,103,1678,2586,20059,166,49,1014,6173,33,0,0,0,1,,,Louisville,College Stats
2018,2,33,CLE,Austin Corbett,C,23,2024,0,0,4,26,1,81,0,0,0,0,0,0,0,0,0,0,0,3,,,Nevada,College Stats
2018,2,34,NYG,Will Hernandez,G,23,2024,0,0,5,36,22,97,0,0,0,0,0,0,0,0,0,0,0,,,,Texas-El Paso,College Stats
2018,2,35,CLE,Nick Chubb,RB,22,2024,0,4,5,47,47,85,0,0,0,0,0,1340,6843,51,128,1042,5,2,,,Georgia,College Stats
2018,2,36,IND,Shaquille Leonard,LB,23,2023,3,3,5,60,59,75,0,0,0,0,0,0,0,0,0,0,0,397,12,16.0,South Carolina St.,
2018,2,37,IND,Braden Smith,G,22,2024,0,0,7,39,39,94,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,College Stats
2018,2,38,TAM,Ronald Jones II,RB,21,2022,0,0,2,18,17,61,0,0,0,0,0,505,2244,19,77,593,1,1,,,USC,College Stats
2018,2,39,CHI,James Daniels,C,20,2024,0,0,6,29,17,90,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa,College Stats
2018,2,40,DEN,Courtland Sutton,WR,22,2024,0,1,5,39,39,98,4,4,84,1,0,5,21,0,379,5340,32,5,,,SMU,College Stats
2018,2,41,TEN,Harold Landry,OLB,22,2024,0,1,5,40,40,98,0,0,0,0,0,0,0,0,0,0,0,251,2,50.5,Boston Col.,College Stats
2018,2,42,MIA,Mike Gesicki,TE,22,2024,0,0,2,26,19,115,0,1,0,0,0,0,0,0,325,3526,22,1,,,Penn St.,College Stats
2018,2,43,DET,Kerryon Johnson,RB,21,2021,0,0,1,11,11,35,0,0,0,0,0,283,1225,8,61,527,3,,,,Auburn,College Stats
2018,2,44,SFO,Dante Pettis,WR,22,2024,0,0,0,10,5,58,2,2,32,0,0,3,35,0,83,1104,13,3,,,Washington,College Stats
2018,2,45,GNB,Josh Jackson,CB,22,2022,0,0,0,8,7,49,0,0,0,0,0,0,0,0,0,0,0,77,,,Iowa,College Stats
2018,2,46,KAN,Breeland Speaks,DE,22,2018,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,15,,1.5,Mississippi,College Stats
2018,2,47,ARI,Christian Kirk,WR,21,2024,0,0,7,41,23,93,2,4,32,0,0,22,159,0,404,5176,29,1,,,Texas A&M,College Stats
2018,2,48,LAC,Uchenna Nwosu,OLB,21,2024,0,0,2,24,13,91,0,0,0,0,0,0,0,0,0,0,0,147,1,27.5,USC,College Stats
2018,2,49,PHI,Dallas Goedert,TE,23,2024,0,0,7,35,35,93,0,0,0,0,0,1,1,0,349,4085,24,5,,,South Dakota St.,
