Draft_Year,Round,Pick_Number,Team,Player,Position,Age,Last_Season,All_Pro_Selections,Pro_Bowl_Selections,Games_Started,Weighted_AV,Draft_Rookie_AV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,Column_27
1989,1,1,DAL,Troy AikmanHOF,QB,22,2000,0,6,12,96,96,165,2898,4715,32942,165,141,327,1016,9,2,-19,0,,,UCLA,College Stats
1989,1,2,GNB,Tony Mandarich,T,22,1998,0,0,4,28,13,86,0,0,0,0,0,0,0,0,0,0,0,,,Michigan St.,College Stats
1989,1,3,DET,Barry SandersHOF,RB,21,1998,6,10,10,120,120,153,1,4,11,0,1,3062,15269,99,352,2921,10,,,Oklahoma St.,College Stats
1989,1,4,KAN,Derrick ThomasHOF,LB,22,1999,2,9,11,104,104,169,0,0,0,0,0,0,0,0,0,0,0,1,126.5,Alabama,College Stats
1989,1,5,ATL,Deion SandersHOF,DB,22,2005,6,8,12,127,35,188,0,2,0,0,0,9,-14,0,60,784,3,53,1.0,Florida St.,College Stats
1989,1,6,TAM,Broderick Thomas,LB,22,1997,0,0,6,40,24,144,0,0,0,0,0,0,0,0,0,0,0,2,47.5,Nebraska,College Stats
1989,1,7,PIT,Tim Worley,RB,22,1994,0,0,2,13,10,48,0,0,0,0,0,455,1792,8,35,253,0,,,Georgia,College Stats
1989,1,8,SDG,Burt Grossman,DE,22,1994,0,0,5,35,33,86,0,0,0,0,0,0,0,0,0,0,0,,43.5,Pittsburgh,
1989,1,9,MIA,Sammie Smith,RB,22,1992,0,0,2,13,13,44,0,0,0,0,0,532,1881,15,32,310,1,,,Florida St.,College Stats
1989,1,10,PHO,Eric Hill,LB,22,1999,0,0,11,52,45,160,0,0,0,0,0,0,0,0,0,0,0,1,9.0,LSU,
1989,1,11,CHI,Donnell Woolford,DB,23,1997,0,1,9,51,47,126,0,0,0,0,0,0,0,0,0,0,0,36,3.0,Clemson,College Stats
1989,1,12,CHI,Trace Armstrong,DE,23,2003,0,1,9,61,36,211,0,0,0,0,0,0,0,0,0,0,0,1,106.0,Florida,
1989,1,13,CLE,Eric Metcalf,RB,21,2002,2,3,6,64,39,179,1,5,32,1,0,630,2392,12,541,5572,31,,,Texas,College Stats
1989,1,14,NYJ,Jeff Lageman,DE,22,1998,0,0,7,44,32,122,0,0,0,0,0,1,-5,0,0,0,0,1,47.0,Virginia,College Stats
1989,1,15,SEA,Andy Heck,T,22,2000,0,0,11,60,22,185,0,0,0,0,0,0,0,0,0,0,0,,,Notre Dame,College Stats
1989,1,16,NWE,Hart Lee Dykes,WR,23,1990,0,0,1,9,9,26,0,0,0,0,0,0,0,0,83,1344,7,,,Oklahoma St.,College Stats
1989,1,17,PHO,Joe Wolf,T,22,1997,0,0,2,24,24,94,0,0,0,0,0,0,0,0,0,0,0,,,Boston Col.,
1989,1,18,NYG,Brian Williams,C,23,1999,0,0,4,27,27,129,0,0,0,0,0,0,0,0,0,0,0,,,Minnesota,
1989,1,19,NOR,Wayne Martin,DE,23,1999,0,1,10,68,68,171,0,0,0,0,0,0,0,0,0,0,0,1,82.5,Arkansas,College Stats
1989,1,20,DEN,Steve AtwaterHOF,DB,22,1999,2,8,11,81,79,167,0,0,0,0,0,0,0,0,0,0,0,24,5.0,Arkansas,College Stats
1989,1,21,RAM,Bill Hawkins,DE,23,1992,0,0,1,6,6,42,0,0,0,0,0,0,0,0,0,0,0,,5.0,Miami (FL),College Stats
1989,1,22,IND,Andre Rison,WR,22,2000,1,5,10,77,4,186,0,0,0,0,0,9,23,0,743,10205,84,,,Michigan St.,College Stats
1989,1,23,HOU,David Williams,T,23,1997,0,0,8,44,35,128,0,0,0,0,0,0,0,0,0,0,0,,,Florida,
1989,1,24,PIT,Tom Ricketts,G,23,1993,0,0,1,9,8,53,0,0,0,0,0,0,0,0,0,0,0,,,Pittsburgh,
1989,1,25,MIA,Louis Oliver,DB,23,1996,0,0,7,45,41,117,0,0,0,0,0,0,0,0,0,0,0,27,2.0,Florida,College Stats
1989,1,26,RAM,Cleveland Gary,RB,23,1994,0,0,2,25,25,68,1,1,8,0,0,674,2645,24,135,874,5,,,Miami (FL),College Stats
1989,1,27,ATL,Shawn Collins,WR,22,1993,0,0,1,11,11,49,0,0,0,0,0,0,0,0,98,1433,5,,,Northern Arizona,
1989,1,28,SFO,Keith DeLong,LB,22,1993,0,0,3,23,23,64,0,0,0,0,0,0,0,0,0,0,0,2,1.0,Tennessee,College Stats
1989,2,29,DAL,Steve Wisniewski,G,22,2001,2,8,13,102,,206,0,0,0,0,0,0,0,0,0,0,0,,,Penn St.,College Stats
1989,2,30,DET,John Ford,WR,23,1989,0,0,0,1,1,7,0,0,0,0,0,0,0,0,5,56,0,,,Virginia,College Stats
1989,2,31,CLE,Lawyer Tillman,WR,23,1995,0,0,1,7,7,37,0,0,0,0,0,2,15,0,38,658,3,,,Auburn,College Stats
1989,2,32,KAN,Mike Elkins,QB,23,1989,0,0,0,0,0,1,1,2,5,0,1,0,0,0,0,0,0,,,Wake Forest,College Stats
1989,2,33,TAM,Danny Peebles,WR,23,1991,0,0,0,2,2,30,0,0,0,0,0,2,-6,0,17,230,1,,,North Carolina St.,College Stats
1989,2,34,PIT,Carnell Lake,DB,22,2001,1,5,11,83,73,185,0,0,0,0,0,0,0,0,0,0,0,16,25.0,UCLA,
1989,2,35,CIN,Eric Ball,RB,23,1995,0,0,2,5,5,97,0,0,0,0,0,158,586,8,22,216,3,,,UCLA,College Stats
1989,2,36,CHI,John Roper,LB,23,1993,0,0,3,20,19,68,0,0,0,0,0,0,0,0,0,0,0,2,18.0,Texas A&M,College Stats
1989,2,37,SDG,Courtney Hall,C,21,1996,0,0,7,48,48,118,0,0,0,0,0,0,0,0,0,0,0,,,Rice,
1989,2,38,ATL,Ralph Norwood,T,23,1989,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,LSU,
1989,2,39,DAL,Daryl Johnston,RB,23,1999,0,2,9,25,25,151,0,0,0,0,0,232,753,8,294,2227,14,,,Syracuse,College Stats
1989,2,40,PHO,Walter Reeves,TE,23,1996,0,0,4,3,2,98,0,0,0,0,0,0,0,0,55,347,3,,,Auburn,College Stats
1989,2,41,DEN,Doug Widell,G,22,1997,0,0,9,51,22,139,0,0,0,0,0,0,0,0,1,-7,0,,,Boston Col.,
1989,2,42,NYJ,Dennis Byrd,DT,22,1992,0,0,2,19,19,57,0,0,0,0,0,0,0,0,0,0,0,,28.0,Tulsa,
1989,2,43,NWE,Eric Coleman,DB,22,1990,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,1,,Wyoming,College Stats
1989,2,44,SEA,Joe Tofflemire,C,24,1994,0,0,1,5,5,33,0,0,0,0,0,0,0,0,0,0,0,,,Arizona,College Stats
1989,2,45,RAM,Frank Stams,LB,24,1995,0,0,2,17,7,82,0,0,0,0,0,0,0,0,0,0,0,2,2.0,Notre Dame,College Stats
1989,2,46,NOR,Robert Massey,DB,22,1997,0,1,5,34,13,133,0,0,0,0,0,0,0,0,0,0,0,14,,North Carolina Central,
1989,2,47,DEN,Warren Powers,DE,24,1992,0,0,2,15,15,51,0,0,0,0,0,0,0,0,0,0,0,,9.0,Maryland,
1989,2,48,RAM,Brian Smith,LB,23,1990,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,,3.0,Auburn,
1989,2,49,PHI,Jessie Small,LB,22,1992,0,0,2,12,12,53,0,0,0,0,0,0,0,0,0,0,0,,3.5,Eastern Kentucky,
1989,2,50,HOU,Scott Kozak,LB,23,1993,0,0,0,5,5,80,0,0,0,0,0,0,0,0,0,0,0,,0.5,Oregon,College Stats
1989,2,51,SDG,Billy Joe Tolliver,QB,23,1999,0,0,3,24,10,79,891,1707,10760,59,64,99,320,5,0,0,0,,,Texas Tech,College Stats
1989,2,52,MIN,David Braxton,LB,24,1994,0,0,0,5,0,71,0,0,0,0,0,0,0,0,0,0,0,,1.0,Wake Forest,College Stats
1989,2,53,RAM,Darryl Henley,DB,22,1994,0,0,3,19,19,76,0,0,0,0,0,0,0,0,0,0,0,12,,UCLA,College Stats
1989,2,54,CHI,Dave Zawatson,G,23,1991,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,,,California,
