Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CLT,1986,QB,Jack Trudeau,24,Rook,11,"204 for 417, 2,225 yards, 8 td, 18 int, & 13 rushes for 21 yards and 1 td",,Starters_1
CLT,1986,RB,Mark Boyer,24,1,7,"0 rushes for yards, 0 td, & 22 catches for 237 yards and 1 td",,Starters_1
CLT,1986,FB,Randy McMillan,28,5,16,"189 rushes for 609 yards, 3 td, & 34 catches for 289 yards and 0 td",,Starters_1
CLT,1986,WR,Matt Bouza,27,5,14,"71 catches for 830 yards, 5 td, & 1 rush for 12 yards and 0 td",,Starters_1
CLT,1986,WR,Bill Brooks,22,Rook,12,"65 catches for 1,131 yards, 8 td, & 4 rushes for 5 yards and 0 td",,Starters_1
CLT,1986,TE,Pat Beach,27,4,16,"25 catches for 265 yards, 1 td",,Starters_1
CLT,1986,LT,Chris Hinton*,25,3,16,2 fumbles recovered,,Starters_1
CLT,1986,LG,Ben Utt,27,4,9,,,Starters_1
CLT,1986,C,Ray Donaldson*,28,6,16,,,Starters_1
CLT,1986,RG,Ron Solt,24,2,16,,,Starters_1
CLT,1986,RT,Kevin Call,25,2,16,,,Starters_1
CLT,1986,LDE,Donnell Thompson,28,5,16,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CLT,1986,NT,Willie Broughton,22,1,8,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLT,1986,RDE,Jon Hand,23,Rook,15,"5.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
CLT,1986,LOLB,Johnie Cooks,28,4,15,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
CLT,1986,LILB,Cliff Odom,28,6,16,"1.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
CLT,1986,RILB,Dave Ahrens,28,5,10,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CLT,1986,ROLB,Duane Bickett,24,1,16,"5.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1
CLT,1986,LCB,Leonard Coleman,24,1,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
CLT,1986,RCB,Eugene Daniel,25,2,15,"0.0 sacks, 3 interceptions, 1 fumble recovered",,Starters_1
CLT,1986,SS,Nesby Glasgow,29,7,14,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
CLT,1986,FS,Dwight Hicks,30,7,6,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
