Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CLT,1972,QB,Marty Domres,25,3,9,"115 for 222, 1,392 yards, 11 td, 6 int, & 30 rushes for 137 yards and 1 td",,Starters_1
CLT,1972,RB,Don McCauley,23,1,10,"178 rushes for 675 yards, 2 td, & 30 catches for 256 yards and 2 td",,Starters_1
CLT,1972,FB,Don Nottingham,23,1,11,"123 rushes for 466 yards, 3 td, & 25 catches for 191 yards and 0 td",,Starters_1
CLT,1972,WR,Sam Havrilak,25,3,14,"33 catches for 571 yards, 4 td, & 12 rushes for 72 yards and 2 td",,Starters_1
CLT,1972,WR,Jim O'Brien,25,2,8,"11 catches for 263 yards, 2 td, & 3 rushes for 9 yards and 0 td",,Starters_1
CLT,1972,TE,Tom Mitchell,28,6,14,"40 catches for 494 yards, 4 td",,Starters_1
CLT,1972,LT,Bob Vogel,31,9,14,1 fumble recovered,,Starters_1
CLT,1972,LG,Glenn Ressler,29,7,9,,,Starters_1
CLT,1972,C,Bill Curry*,30,7,14,2 fumbles recovered,,Starters_1
CLT,1972,RG,Dan Sullivan,33,10,14,1 fumble recovered,,Starters_1
CLT,1972,RT,Dennis Nelson,26,2,13,,,Starters_1
CLT,1972,LDE,Billy Newsome,24,2,14,"0 interceptions, 1 fumble recovered",,Starters_1
CLT,1972,LDT,Fred Miller,32,9,8,"0 interceptions, 3 fumbles recovered",,Starters_1
CLT,1972,RDT,Jim Bailey,24,2,14,"0 interceptions, 1 fumble recovered",,Starters_1
CLT,1972,RDE,Roy Hilton,29,7,14,"0 interceptions, 1 fumble recovered",,Starters_1
CLT,1972,LLB,Ted Hendricks*,25,3,14,"2 interceptions, 0 fumbles recovered",,Starters_1
CLT,1972,MLB,Mike Curtis,29,7,14,"4 interceptions, 0 fumbles recovered",,Starters_1
CLT,1972,RLB,Ray May,27,5,14,"2 interceptions, 0 fumbles recovered",,Starters_1
CLT,1972,LCB,Charlie Stukes,29,5,12,"5 interceptions, 0 fumbles recovered",,Starters_1
CLT,1972,RCB,Lonnie Hepburn,23,1,11,"1 interception, 0 fumbles recovered",,Starters_1
CLT,1972,SS,Jerry Logan,31,9,13,"4 interceptions, 1 fumble recovered",,Starters_1
CLT,1972,FS,Rick Volk,27,5,14,"4 interceptions, 1 fumble recovered",,Starters_1
