Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CLT,1994,QB,Jim Harbaugh,31,7,9,"125 for 202, 1,440 yards, 9 td, 6 int, & 39 rushes for 223 yards and 0 td",,Starters_1
CLT,1994,RB,Marshall Faulk*,21,Rook,16,"314 rushes for 1,282 yards, 11 td, & 52 catches for 522 yards and 1 td",,Starters_1
CLT,1994,FB,Roosevelt Potts,23,1,15,"77 rushes for 336 yards, 1 td, & 26 catches for 251 yards and 1 td",,Starters_1
CLT,1994,WR,Sean Dawkins,23,1,16,"51 catches for 742 yards, 5 td",,Starters_1
CLT,1994,WR,Floyd Turner,28,5,16,"52 catches for 593 yards, 6 td, & 3 rushes for -3 yards and 0 td",,Starters_1
CLT,1994,TE,Kerry Cash,25,3,16,"16 catches for 190 yards, 1 td",,Starters_1
CLT,1994,LT,Will Wolford,30,8,16,1 fumble recovered,,Starters_1
CLT,1994,LG,Randy Dixon,29,7,14,,,Starters_1
CLT,1994,C,Kirk Lowdermilk,31,9,16,,,Starters_1
CLT,1994,RG,Joe Staysniak,28,3,16,2 fumbles recovered,,Starters_1
CLT,1994,RT,Zefross Moss,28,5,11,,,Starters_1
CLT,1994,LDE,Bernard Whittington,23,Rook,8,,,Starters_1
CLT,1994,LDT,Tony McCoy,25,2,15,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLT,1994,RDT,Tony Siragusa,27,4,16,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLT,1994,RDE,Tony Bennett,27,4,15,"9.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLT,1994,LLB,Steve Grant,25,2,12,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLT,1994,MLB,Jeff Herrod,28,6,15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CLT,1994,RLB,Quentin Coryatt,24,2,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLT,1994,LCB,Damon Watts,22,Rook,8,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
CLT,1994,RCB,Eugene Daniel,33,10,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
CLT,1994,SS,Jason Belser,24,2,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
CLT,1994,FS,Ray Buchanan,23,1,16,"1.0 sacks, 8 interceptions, 1 fumble recovered",,Starters_1
