Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
MIA,1973,QB,Bob Griese*,28,6,13,"116 for 218, 1,422 yards, 17 td, 8 int, & 13 rushes for 20 yards and 0 td",,Starters_1
MIA,1973,RB,Mercury Morris*,26,4,10,"149 rushes for 954 yards, 10 td, & 4 catches for 51 yards and 0 td",,Starters_1
MIA,1973,FB,Larry Csonka*+,27,5,14,"219 rushes for 1,003 yards, 5 td, & 7 catches for 22 yards and 0 td",,Starters_1
MIA,1973,WR,Marlin Briscoe,28,5,14,"30 catches for 447 yards, 2 td, & 2 rushes for -5 yards and 0 td",,Starters_1
MIA,1973,WR,Paul Warfield*+,31,9,14,"29 catches for 514 yards, 11 td, & 1 rush for 15 yards and 0 td",,Starters_1
MIA,1973,TE,Marv Fleming,31,10,11,"3 catches for 22 yards, 0 td",,Starters_1
MIA,1973,LT,Wayne Moore*,28,3,12,,,Starters_1
MIA,1973,LG,Bob Kuechenberg,26,3,13,,,Starters_1
MIA,1973,C,Jim Langer*,25,3,14,,,Starters_1
MIA,1973,RG,Larry Little*+,28,6,13,,,Starters_1
MIA,1973,RT,Norm Evans,31,8,14,,,Starters_1
MIA,1973,LDE,Vern Den Herder,25,2,14,"0 interceptions, 1 fumble recovered",,Starters_1
MIA,1973,LDT,Manny Fernandez,27,5,13,,,Starters_1
MIA,1973,RDT,Bob Heinz,26,4,14,,,Starters_1
MIA,1973,RDE,Bill Stanfill*,26,4,13,"0 interceptions, 1 fumble recovered",,Starters_1
MIA,1973,LLB,Doug Swift,25,3,14,"1 interception, 0 fumbles recovered",,Starters_1
MIA,1973,MLB,Nick Buoniconti*,33,11,13,"0 interceptions, 3 fumbles recovered",,Starters_1
MIA,1973,RLB,Mike Kolen,25,3,13,"2 interceptions, 0 fumbles recovered",,Starters_1
MIA,1973,LCB,Tim Foley,25,3,11,"2 interceptions, 0 fumbles recovered",,Starters_1
MIA,1973,RCB,Curtis Johnson,25,3,14,"2 interceptions, 1 fumble recovered",,Starters_1
MIA,1973,SS,Dick Anderson*+,27,5,14,"8 interceptions, 0 fumbles recovered",,Starters_1
MIA,1973,FS,Jake Scott*+,28,3,14,"4 interceptions, 0 fumbles recovered",,Starters_1
