Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Ryan Fitzpatrick,37,14,13,"311 for 502, 3,529 yards, 20 td, 13 int, & 54 rushes for 243 yards and 4 td",,Starters_1,MIA,2019,2025-08-15 19:21:06
RB,Kalen Ballage,24,1,6,"74 rushes for 135 yards, 3 td, & 14 catches for 63 yards and 0 td",,Starters_1,MIA,2019,2025-08-15 19:21:06
WR,Allen Hurns,28,5,7,"32 catches for 416 yards, 2 td",,Starters_1,MIA,2019,2025-08-15 19:21:06
WR,DeVante Parker,26,4,14,"72 catches for 1,202 yards, 9 td",,Starters_1,MIA,2019,2025-08-15 19:21:06
WR,Preston Williams,22,Rook,7,"32 catches for 428 yards, 3 td",,Starters_1,MIA,2019,2025-08-15 19:21:06
TE,Durham Smythe,24,1,14,"7 catches for 65 yards, 0 td",,Starters_1,MIA,2019,2025-08-15 19:21:06
LT,Julién Davenport,24,2,8,,,Starters_1,MIA,2019,2025-08-15 19:21:06
LG,Michael Deiter,23,Rook,15,,,Starters_1,MIA,2019,2025-08-15 19:21:06
C,Daniel Kilgore,32,8,13,,,Starters_1,MIA,2019,2025-08-15 19:21:06
RG,Shaq Calhoun,23,Rook,7,1 fumble recovered,,Starters_1,MIA,2019,2025-08-15 19:21:06
RT,Jesse Davis,28,2,15,,,Starters_1,MIA,2019,2025-08-15 19:21:06
LDE,Avery Moss,25,2,8,,,Starters_1,MIA,2019,2025-08-15 19:21:06
NT,Davon Godchaux,25,2,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
RDE,Christian Wilkins,24,Rook,14,"2.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
LOLB,Samuel Eguavoen,26,1,6,"3.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
LILB,Raekwon McMillan,24,1,12,,,Starters_1,MIA,2019,2025-08-15 19:21:06
RILB,Vince Biegel,26,2,10,"2.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
ROLB,Jerome Baker,23,1,15,"1.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
LCB,Xavien Howard,26,3,5,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
RCB,Nik Needham,23,Rook,11,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
SS,Eric Rowe,27,4,15,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
FS,Bobby McCain,26,4,8,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,MIA,2019,2025-08-15 19:21:06
