Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Tua Tagovailoa*,25,3,17,"388 for 560, 4,624 yards, 29 td, 14 int, & 35 rushes for 74 yards and 0 td",,Starters_1,MIA,2023,2025-08-15 19:21:41
RB,Raheem Mostert*,31,8,15,"209 rushes for 1,012 yards, 18 td, & 25 catches for 175 yards and 3 td",,Starters_1,MIA,2023,2025-08-15 19:21:41
FB,Alec Ingold*,27,4,13,"2 rushes for yards, 0 td, & 13 catches for 119 yards and 0 td",,Starters_1,MIA,2023,2025-08-15 19:21:41
WR,Tyreek Hill*+,29,7,16,"119 catches for 1,799 yards, 13 td, & 6 rushes for 15 yards and 0 td",,Starters_1,MIA,2023,2025-08-15 19:21:41
WR,Jaylen Waddle,25,2,14,"72 catches for 1,014 yards, 4 td, & 3 rushes for 12 yards and 0 td",,Starters_1,MIA,2023,2025-08-15 19:21:41
TE,Durham Smythe,28,5,14,"35 catches for 366 yards, 0 td",,Starters_1,MIA,2023,2025-08-15 19:21:41
LT,Terron Armstead*,32,10,10,,,Starters_1,MIA,2023,2025-08-15 19:21:41
LG,Lester Cotton,27,4,8,,,Starters_1,MIA,2023,2025-08-15 19:21:41
C,Connor Williams,26,5,9,,,Starters_1,MIA,2023,2025-08-15 19:21:41
RG,Robert Hunt,27,3,10,,,Starters_1,MIA,2023,2025-08-15 19:21:41
RT,Austin Jackson,24,3,16,,,Starters_1,MIA,2023,2025-08-15 19:21:41
LDE,Christian Wilkins,28,4,17,"9.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
NT,Raekwon Davis,26,3,7,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
RDE,Zach Sieler,28,5,17,"10.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
LOLB,Andrew Van Ginkel,28,4,11,"6.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
LILB,Jerome Baker,27,5,12,"1.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
RILB,David Long,27,4,17,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
ROLB,Bradley Chubb,27,5,16,"11.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
LCB,Xavien Howard,30,7,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
RCB,Kader Kohou,25,1,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
SS,Jevon Holland,23,2,12,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
FS,DeShon Elliott,26,4,15,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,MIA,2023,2025-08-15 19:21:41
