Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Tua Tagovailoa,23,1,12,"263 for 388, 2,653 yards, 16 td, 10 int, & 42 rushes for 128 yards and 3 td",,Starters_1,MIA,2021,2025-08-15 19:21:25
RB,Myles Gaskin,24,2,10,"173 rushes for 612 yards, 3 td, & 49 catches for 234 yards and 4 td",,Starters_1,MIA,2021,2025-08-15 19:21:25
WR,DeVante Parker,28,6,8,"40 catches for 515 yards, 2 td",,Starters_1,MIA,2021,2025-08-15 19:21:25
WR,Jaylen Waddle,23,Rook,16,"104 catches for 1,015 yards, 6 td, & 2 rushes for 3 yards and 1 td",,Starters_1,MIA,2021,2025-08-15 19:21:25
TE,Mike Gesicki,26,3,9,"73 catches for 780 yards, 2 td",,Starters_1,MIA,2021,2025-08-15 19:21:25
TE,Durham Smythe,26,3,12,"34 catches for 357 yards, 0 td, & 2 rushes for 3 yards and 0 td",,Starters_1,MIA,2021,2025-08-15 19:21:25
LT,Liam Eichenberg,23,Rook,16,4 fumbles recovered,,Starters_1,MIA,2021,2025-08-15 19:21:25
LG,Austin Jackson,22,1,16,1 fumble recovered,,Starters_1,MIA,2021,2025-08-15 19:21:25
C,Michael Deiter,25,2,8,,,Starters_1,MIA,2021,2025-08-15 19:21:25
RG,Robert Hunt,25,1,17,1 fumble recovered,,Starters_1,MIA,2021,2025-08-15 19:21:25
RT,Jesse Davis,30,4,16,1 fumble recovered,,Starters_1,MIA,2021,2025-08-15 19:21:25
LDE,Emmanuel Ogbah,28,5,11,"9.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
LDT,Raekwon Davis,24,1,14,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
RDT,Zach Sieler,26,3,9,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
RDE,Christian Wilkins,26,2,17,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
LLB,Jerome Baker,25,3,16,"5.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
MLB,Elandon Roberts,27,5,15,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
RLB,Andrew Van Ginkel,26,2,14,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
LCB,Byron Jones,29,6,16,,,Starters_1,MIA,2021,2025-08-15 19:21:25
RCB,Xavien Howard*,28,5,16,"1.0 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
SS,Brandon Jones,23,1,13,"5.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
FS,Jevon Holland,21,Rook,13,"2.5 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1,MIA,2021,2025-08-15 19:21:25
