Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Jay Cutler,34,11,14,"266 for 429, 2,666 yards, 19 td, 14 int, & 19 rushes for 32 yards and 0 td",,Starters_1,MIA,2017,2025-08-15 19:20:51
RB,Jay Ajayi,24,2,7,"138 rushes for 465 yards, 0 td, & 14 catches for 67 yards and 0 td",,Starters_1,MIA,2017,2025-08-15 19:20:51
WR,Jarvis Landry*,25,3,16,"112 catches for 987 yards, 9 td, & 1 rush for -7 yards and 0 td",,Starters_1,MIA,2017,2025-08-15 19:20:51
WR,DeVante Parker,24,2,12,"57 catches for 670 yards, 1 td",,Starters_1,MIA,2017,2025-08-15 19:20:51
WR,Kenny Stills,25,4,16,"58 catches for 847 yards, 6 td",,Starters_1,MIA,2017,2025-08-15 19:20:51
TE,Julius Thomas,29,6,12,"41 catches for 388 yards, 3 td",,Starters_1,MIA,2017,2025-08-15 19:20:51
LT,Laremy Tunsil,23,1,15,,,Starters_1,MIA,2017,2025-08-15 19:20:51
LG,Ted Larsen,30,7,8,,,Starters_1,MIA,2017,2025-08-15 19:20:51
C,Mike Pouncey,28,6,16,,,Starters_1,MIA,2017,2025-08-15 19:20:51
RG,Jermon Bushrod,33,10,10,,,Starters_1,MIA,2017,2025-08-15 19:20:51
RT,Ja'Wuan James,25,3,8,1 fumble recovered,,Starters_1,MIA,2017,2025-08-15 19:20:51
LDE,Andre Branch,28,5,14,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
LDT,Ndamukong Suh,30,7,16,"4.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
RDT,Jordan Phillips,25,2,11,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
RDE,Cameron Wake,35,8,16,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
LOLB,Kiko Alonso,27,4,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
MLB,Rey Maualuga,30,8,4,,,Starters_1,MIA,2017,2025-08-15 19:20:51
RLB,Lawrence Timmons,31,10,14,,,Starters_1,MIA,2017,2025-08-15 19:20:51
LCB,Cordrea Tankersley,24,Rook,11,,,Starters_1,MIA,2017,2025-08-15 19:20:51
RCB,Xavien Howard,24,1,16,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
SS,Reshad Jones*,29,7,16,"1.5 sacks, 2 interceptions, 3 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
FS,T.J. McDonald,26,4,8,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,MIA,2017,2025-08-15 19:20:51
