Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAV,1996,QB,Vinny Testaverde*,33,9,16,"325 for 549, 4,177 yards, 33 td, 19 int, & 34 rushes for 188 yards and 2 td",,Starters_1
RAV,1996,RB,Earnest Byner,34,12,8,"159 rushes for 634 yards, 4 td, & 30 catches for 270 yards and 1 td",,Starters_1
RAV,1996,WR,Derrick Alexander,25,2,14,"62 catches for 1,099 yards, 9 td, & 3 rushes for yards and 0 td",,Starters_1
RAV,1996,WR,Michael Jackson,27,5,16,"76 catches for 1,201 yards, 14 td",,Starters_1
RAV,1996,WR,Floyd Turner,30,7,6,"38 catches for 461 yards, 2 td, & 2 rushes for 12 yards and 0 td",,Starters_1
RAV,1996,TE,Brian Kinchen,31,8,16,"55 catches for 581 yards, 1 td",,Starters_1
RAV,1996,LT,Tony Jones,30,8,15,,,Starters_1
RAV,1996,LG,Jonathan Ogden,22,Rook,16,,,Starters_1
RAV,1996,C,Wally Williams,25,3,13,,,Starters_1
RAV,1996,RG,Jeff Blackshear,27,3,12,,,Starters_1
RAV,1996,RT,Orlando Brown,26,2,16,,,Starters_1
RAV,1996,LDE,Mike Frederick,24,1,11,,,Starters_1
RAV,1996,NT,James Jones,27,5,11,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
RAV,1996,RDE,Anthony Pleasant,28,6,12,"4.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAV,1996,LOLB,Mike Croel,27,5,16,"3.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAV,1996,LILB,Ray Lewis,21,Rook,13,"2.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAV,1996,RILB,Mike Caldwell,25,3,9,"4.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAV,1996,ROLB,Keith Goganious,28,4,8,,,Starters_1
RAV,1996,LCB,Antonio Langham,24,2,14,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
RAV,1996,RCB,Donny Brady,23,1,13,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAV,1996,SS,Stevon Moore,29,6,16,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
RAV,1996,FS,Eric Turner*,28,5,14,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
