Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Joe Flacco,28,5,16,"362 for 614, 3,912 yards, 19 td, 22 int, & 27 rushes for 131 yards and 1 td",,Starters_1,RAV,2013,2025-08-15 18:51:46
RB,Ray Rice,26,5,15,"214 rushes for 660 yards, 4 td, & 58 catches for 321 yards and 0 td",,Starters_1,RAV,2013,2025-08-15 18:51:46
WR,Marlon Brown,22,Rook,12,"49 catches for 524 yards, 7 td, & 1 rush for -2 yards and 0 td",,Starters_1,RAV,2013,2025-08-15 18:51:46
WR,Jacoby Jones,29,6,9,"37 catches for 455 yards, 2 td, & 2 rushes for yards and 0 td",,Starters_1,RAV,2013,2025-08-15 18:51:46
WR,Torrey Smith,24,2,16,"65 catches for 1,128 yards, 4 td",,Starters_1,RAV,2013,2025-08-15 18:51:46
TE,Ed Dickson,26,3,14,"25 catches for 273 yards, 1 td",,Starters_1,RAV,2013,2025-08-15 18:51:46
LT,Eugene Monroe,26,4,11,,,Starters_1,RAV,2013,2025-08-15 18:51:46
LG,A.Q. Shipley,27,1,9,,,Starters_1,RAV,2013,2025-08-15 18:51:46
C,Gino Gradkowski,25,1,16,1 fumble recovered,,Starters_1,RAV,2013,2025-08-15 18:51:46
RG,Marshal Yanda*,29,6,16,2 fumbles recovered,,Starters_1,RAV,2013,2025-08-15 18:51:46
RT,Michael Oher,27,4,16,,,Starters_1,RAV,2013,2025-08-15 18:51:46
LDE,Arthur Jones,27,3,13,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
NT,Haloti Ngata*,29,7,15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
RDE,Chris Canty,31,8,13,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
LOLB,Terrell Suggs*,31,10,16,"10.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
LILB,Jameel McClain,28,5,10,,,Starters_1,RAV,2013,2025-08-15 18:51:46
RILB,Daryl Smith,31,9,16,"5.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
ROLB,Courtney Upshaw,24,1,13,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
LCB,Lardarius Webb,28,4,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
RCB,Jimmy Smith,25,2,16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
SS,James Ihedigbo,30,5,16,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
FS,Matt Elam,22,Rook,15,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,RAV,2013,2025-08-15 18:51:46
