Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Joe Flacco,31,8,16,"436 for 672, 4,317 yards, 20 td, 15 int, & 21 rushes for 58 yards and 2 td",,Starters_1,RAV,2016,2025-08-15 18:52:09
RB,Kyle Juszczyk*,25,3,7,"5 rushes for 22 yards, 1 td, & 37 catches for 266 yards and 0 td",,Starters_1,RAV,2016,2025-08-15 18:52:09
RB,Terrance West,25,2,13,"193 rushes for 774 yards, 5 td, & 34 catches for 236 yards and 1 td",,Starters_1,RAV,2016,2025-08-15 18:52:09
WR,Steve Smith Sr.,37,15,14,"70 catches for 799 yards, 5 td",,Starters_1,RAV,2016,2025-08-15 18:52:09
WR,Mike Wallace,30,7,16,"72 catches for 1,017 yards, 4 td, & 5 rushes for 31 yards and 0 td",,Starters_1,RAV,2016,2025-08-15 18:52:09
TE,Dennis Pitta,31,6,12,"86 catches for 729 yards, 2 td",,Starters_1,RAV,2016,2025-08-15 18:52:09
LT,Ronnie Stanley,22,Rook,12,,,Starters_1,RAV,2016,2025-08-15 18:52:09
LG,Marshal Yanda*,32,9,13,1 fumble recovered,,Starters_1,RAV,2016,2025-08-15 18:52:09
C,Jeremy Zuttah*,30,8,16,1 fumble recovered,,Starters_1,RAV,2016,2025-08-15 18:52:09
RG,Vlad Ducasse,29,6,8,,,Starters_1,RAV,2016,2025-08-15 18:52:09
RT,Ricky Wagner,27,3,14,1 fumble recovered,,Starters_1,RAV,2016,2025-08-15 18:52:09
LDE,Timmy Jernigan,24,2,15,"5.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
NT,Brandon Williams,27,3,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
RDE,Lawrence Guy,26,4,10,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
LOLB,Terrell Suggs,34,13,15,"8.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
LILB,C.J. Mosley*,24,2,14,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
RILB,Zach Orr,24,2,15,"0.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
ROLB,Albert McClellan,30,5,11,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
LCB,Tavon Young,22,Rook,11,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
RCB,Jimmy Smith,28,5,11,,,Starters_1,RAV,2016,2025-08-15 18:52:09
SS,Eric Weddle*,31,9,16,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
FS,Lardarius Webb,31,7,16,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAV,2016,2025-08-15 18:52:09
