Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAV,2009,QB,Joe Flacco,24,1,16,"315 for 499, 3,613 yards, 21 td, 12 int, & 35 rushes for 56 yards and 0 td",,Starters_1
RAV,2009,RB,Ray Rice*,22,1,15,"254 rushes for 1,339 yards, 7 td, & 78 catches for 702 yards and 1 td",,Starters_1
RAV,2009,FB,Le'Ron McClain*,25,2,14,"46 rushes for 180 yards, 2 td, & 21 catches for 141 yards and 0 td",,Starters_1
RAV,2009,WR,Mark Clayton,27,4,12,"34 catches for 480 yards, 2 td, & 4 rushes for 28 yards and 0 td",,Starters_1
RAV,2009,WR,Derrick Mason,35,12,16,"73 catches for 1,028 yards, 7 td, & 1 rush for 2 yards and 0 td",,Starters_1
RAV,2009,TE,Todd Heap,29,8,16,"53 catches for 593 yards, 6 td, & 1 rush for 2 yards and 0 td",,Starters_1
RAV,2009,LT,Jared Gaither,23,2,11,,,Starters_1
RAV,2009,LG,Ben Grubbs,25,2,16,1 fumble recovered,,Starters_1
RAV,2009,C,Matt Birk,33,11,16,,,Starters_1
RAV,2009,RG,Chris Chester,26,3,13,,,Starters_1
RAV,2009,RT,Michael Oher,23,Rook,16,,,Starters_1
RAV,2009,LDE,Haloti Ngata*,25,3,13,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAV,2009,NT,Kelly Gregg,33,10,14,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
RAV,2009,RDE,Dwan Edwards,28,5,9,"1.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
RAV,2009,LOLB,Terrell Suggs,27,6,13,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAV,2009,LILB,Tavares Gooden,25,1,12,,,Starters_1
RAV,2009,RILB,Ray Lewis*+,34,13,16,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
RAV,2009,ROLB,Jarret Johnson,28,6,16,"6.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
RAV,2009,LCB,Fabian Washington,26,4,10,,,Starters_1
RAV,2009,RCB,Domonique Foxworth,26,4,16,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
RAV,2009,SS,Dawan Landry,27,3,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
RAV,2009,FS,Ed Reed*,31,7,12,"0.0 sacks, 3 interceptions, 3 fumbles recovered",,Starters_1
