Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Lamar Jackson*+,27,6,17,"316 for 474, 4,172 yards, 41 td, 4 int, & 139 rushes for 915 yards and 4 td",,Starters_1,RAV,2024,2025-08-15 18:53:14
RB,Derrick Henry*,30,8,17,"325 rushes for 1,921 yards, 16 td, & 19 catches for 193 yards and 2 td",,Starters_1,RAV,2024,2025-08-15 18:53:14
WR,Rashod Bateman,25,3,14,"45 catches for 756 yards, 9 td",,Starters_1,RAV,2024,2025-08-15 18:53:14
WR,Zay Flowers*,24,1,15,"74 catches for 1,059 yards, 4 td, & 9 rushes for 56 yards and 0 td",,Starters_1,RAV,2024,2025-08-15 18:53:14
TE,Mark Andrews,29,6,13,"55 catches for 673 yards, 11 td, & 4 rushes for 5 yards and 0 td",,Starters_1,RAV,2024,2025-08-15 18:53:14
TE,Isaiah Likely,24,2,9,"42 catches for 477 yards, 6 td",,Starters_1,RAV,2024,2025-08-15 18:53:14
LT,Ronnie Stanley*,30,8,17,2 fumbles recovered,,Starters_1,RAV,2024,2025-08-15 18:53:14
LG,Patrick Mekari,27,5,17,1 fumble recovered,,Starters_1,RAV,2024,2025-08-15 18:53:14
C,Tyler Linderbaum*,24,2,17,,,Starters_1,RAV,2024,2025-08-15 18:53:14
RG,Daniel Faalele,25,2,17,,,Starters_1,RAV,2024,2025-08-15 18:53:14
RT,Roger Rosengarten,22,Rook,14,,,Starters_1,RAV,2024,2025-08-15 18:53:14
DT,Nnamdi Madubuike*,27,4,17,,,Starters_1,RAV,2024,2025-08-15 18:53:14
NT,Travis Jones,25,2,15,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
LOLB,Odafe Oweh,26,3,10,"10.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
LILB,Roquan Smith*+,27,6,16,"1.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
RLB,Trenton Simpson,23,1,13,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
ROLB,Kyle Van Noy*,33,10,13,"12.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
LCB,Marlon Humphrey*+,28,7,16,"0.5 sacks, 6 interceptions, 0 fumbles recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
RCB,Brandon Stephens,27,3,17,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
SS,Kyle Hamilton*,23,2,17,"2.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
FS,Marcus Williams,28,7,9,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2024,2025-08-15 18:53:14
DB,Nate Wiggins,21,Rook,6,,,Starters_1,RAV,2024,2025-08-15 18:53:14
