Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Joe Flacco,29,6,16,"344 for 554, 3,986 yards, 27 td, 12 int, & 39 rushes for 70 yards and 2 td",,Starters_1,RAV,2014,2025-08-15 18:51:53
RB,Justin Forsett*,29,6,14,"235 rushes for 1,266 yards, 8 td, & 44 catches for 263 yards and 0 td",,Starters_1,RAV,2014,2025-08-15 18:51:53
RB,Kyle Juszczyk,23,1,14,"0 rushes for yards, 0 td, & 19 catches for 182 yards and 1 td",,Starters_1,RAV,2014,2025-08-15 18:51:53
WR,Steve Smith Sr.,35,13,16,"79 catches for 1,065 yards, 6 td",,Starters_1,RAV,2014,2025-08-15 18:51:53
WR,Torrey Smith,25,3,16,"49 catches for 767 yards, 11 td",,Starters_1,RAV,2014,2025-08-15 18:51:53
TE,Owen Daniels,32,8,13,"48 catches for 527 yards, 4 td",,Starters_1,RAV,2014,2025-08-15 18:51:53
LT,Eugene Monroe,27,5,11,,,Starters_1,RAV,2014,2025-08-15 18:51:53
LG,Kelechi Osemele,25,2,14,,,Starters_1,RAV,2014,2025-08-15 18:51:53
C,Jeremy Zuttah,28,6,16,1 fumble recovered,,Starters_1,RAV,2014,2025-08-15 18:51:53
RG,Marshal Yanda*+,30,7,16,,,Starters_1,RAV,2014,2025-08-15 18:51:53
RT,Ricky Wagner,25,1,15,,,Starters_1,RAV,2014,2025-08-15 18:51:53
LDE,Haloti Ngata,30,8,12,"2.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
NT,Brandon Williams,25,1,14,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
RDE,Chris Canty,32,9,11,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
LOLB,Terrell Suggs,32,11,16,"12.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
LILB,C.J. Mosley*,22,Rook,16,"3.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
RILB,Daryl Smith,32,10,16,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
ROLB,Courtney Upshaw,25,2,14,,,Starters_1,RAV,2014,2025-08-15 18:51:53
LCB,Lardarius Webb,29,5,11,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
RCB,Jimmy Smith,26,3,8,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
SS,Matt Elam,23,1,11,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
FS,Darian Stewart,26,4,14,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAV,2014,2025-08-15 18:51:53
