Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
OTI,2003,QB,Steve McNair*,30,8,14,"250 for 400, 3,215 yards, 24 td, 7 int, & 38 rushes for 138 yards and 4 td",,Starters_1
OTI,2003,RB,Eddie George,30,7,16,"312 rushes for 1,031 yards, 5 td, & 22 catches for 163 yards and 0 td",,Starters_1
OTI,2003,WR,Drew Bennett,25,2,8,"32 catches for 504 yards, 4 td",,Starters_1
OTI,2003,WR,Derrick Mason*,29,6,16,"95 catches for 1,303 yards, 8 td, & 3 rushes for 11 yards and 0 td",,Starters_1
OTI,2003,WR,Justin McCareins,25,2,10,"47 catches for 813 yards, 7 td, & 1 rush for 13 yards and 0 td",,Starters_1
OTI,2003,TE,Erron Kinney,26,3,16,"41 catches for 381 yards, 3 td",,Starters_1
OTI,2003,LT,Brad Hopkins*,33,10,16,,,Starters_1
OTI,2003,LG,Zach Piller,27,4,16,,,Starters_1
OTI,2003,C,Justin Hartwig,25,1,16,1 fumble recovered,,Starters_1
OTI,2003,RG,Benji Olson,28,5,16,1 fumble recovered,,Starters_1
OTI,2003,RT,Fred Miller,30,7,16,1 fumble recovered,,Starters_1
OTI,2003,LDE,Kevin Carter,30,8,16,"5.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
OTI,2003,LDT,Robaire Smith,26,3,15,"4.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
OTI,2003,RDT,Albert Haynesworth,22,1,11,"2.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
OTI,2003,RDE,Jevon Kearse,27,4,14,"9.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
OTI,2003,LLB,Peter Sirmon,26,3,14,,,Starters_1
OTI,2003,MLB,Rocky Calmus,24,1,8,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
OTI,2003,RLB,Keith Bulluck*+,26,3,16,"3.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1
OTI,2003,LCB,Andre Dyson,24,2,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
OTI,2003,RCB,Samari Rolle,27,5,13,"0.0 sacks, 6 interceptions, 2 fumbles recovered",,Starters_1
OTI,2003,SS,Tank Williams,23,1,16,"0.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1
OTI,2003,FS,Lance Schulters,28,5,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
