Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
OTI,1975,QB,Dan Pastorini*,26,4,14,"163 for 342, 2,053 yards, 14 td, 16 int, & 23 rushes for 97 yards and 1 td",,Starters_1
OTI,1975,RB,Ronnie Coleman,24,1,12,"175 rushes for 790 yards, 5 td, & 18 catches for 129 yards and 0 td",,Starters_1
OTI,1975,FB,Don Hardeman,22,Rook,10,"166 rushes for 648 yards, 5 td, & 5 catches for 10 yards and 0 td",,Starters_1
OTI,1975,WR,Ken Burrough*,27,5,14,"53 catches for 1,063 yards, 8 td",,Starters_1
OTI,1975,WR,Billy Johnson*,23,1,14,"37 catches for 393 yards, 1 td, & 5 rushes for 17 yards and 0 td",,Starters_1
OTI,1975,TE,Mack Alston,28,5,11,"18 catches for 165 yards, 4 td",,Starters_1
OTI,1975,LT,Greg Sampson,25,3,14,,,Starters_1
OTI,1975,LG,Ron Saul,27,5,14,,,Starters_1
OTI,1975,C,Carl Mauck,28,6,14,,,Starters_1
OTI,1975,RG,Ed Fisher,26,1,14,1 fumble recovered,,Starters_1
OTI,1975,RT,Elbert Drungo,32,6,13,,,Starters_1
OTI,1975,LDE,Tody Smith,27,4,12,"0 interceptions, 1 fumble recovered",,Starters_1
OTI,1975,NT,Curley Culp*+,29,7,14,"0 interceptions, 3 fumbles recovered",,Starters_1
OTI,1975,RDE,Elvin Bethea*,29,7,14,,,Starters_1
OTI,1975,LOLB,Ted Washington,27,2,14,"3 interceptions, 2 fumbles recovered",,Starters_1
OTI,1975,LILB,Steve Kiner,28,5,14,"2 interceptions, 1 fumble recovered",,Starters_1
OTI,1975,RILB,Gregg Bingham,24,2,14,"4 interceptions, 0 fumbles recovered",,Starters_1
OTI,1975,ROLB,Robert Brazile,22,Rook,14,"0 interceptions, 5 fumbles recovered",,Starters_1
OTI,1975,LCB,Willie Alexander,26,4,13,"3 interceptions, 0 fumbles recovered",,Starters_1
OTI,1975,RCB,Zeke Moore,32,8,14,"5 interceptions, 0 fumbles recovered",,Starters_1
OTI,1975,SS,Willie Germany,27,3,12,"2 interceptions, 2 fumbles recovered",,Starters_1
OTI,1975,FS,Bob Atkins,29,7,5,"4 interceptions, 0 fumbles recovered",,Starters_1
