Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Marcus Mariota,25,3,13,"228 for 331, 2,528 yards, 11 td, 8 int, & 64 rushes for 357 yards and 2 td",,Starters_1,OTI,2018,2025-08-15 19:33:15
RB,Derrick Henry,24,2,12,"215 rushes for 1,059 yards, 12 td, & 15 catches for 99 yards and 0 td",,Starters_1,OTI,2018,2025-08-15 19:33:15
WR,Corey Davis,23,1,16,"65 catches for 891 yards, 4 td, & 6 rushes for 55 yards and 0 td",,Starters_1,OTI,2018,2025-08-15 19:33:15
WR,Tajae Sharpe,24,2,13,"26 catches for 316 yards, 2 td, & 1 rush for 16 yards and 0 td",,Starters_1,OTI,2018,2025-08-15 19:33:15
TE,Jonnu Smith,23,1,12,"20 catches for 258 yards, 3 td",,Starters_1,OTI,2018,2025-08-15 19:33:15
TE,Luke Stocker,30,7,11,"15 catches for 165 yards, 2 td, & 1 rush for yards and 0 td",,Starters_1,OTI,2018,2025-08-15 19:33:15
LT,Taylor Lewan*,27,4,15,1 fumble recovered,,Starters_1,OTI,2018,2025-08-15 19:33:15
LG,Quinton Spain,27,3,15,,,Starters_1,OTI,2018,2025-08-15 19:33:15
C,Ben Jones,29,6,16,,,Starters_1,OTI,2018,2025-08-15 19:33:15
RG,Josh Kline,29,5,16,,,Starters_1,OTI,2018,2025-08-15 19:33:15
RT,Jack Conklin,24,2,9,,,Starters_1,OTI,2018,2025-08-15 19:33:15
LDE,DaQuan Jones,27,4,16,,,Starters_1,OTI,2018,2025-08-15 19:33:15
NT,Austin Johnson,24,2,9,"1.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
RDE,Jurrell Casey*,29,7,15,"7.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
LOLB,Derrick Morgan,29,8,12,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
LILB,Wesley Woodyard,32,10,14,"4.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
RILB,Jayon Brown,23,1,9,"6.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
ROLB,Brian Orakpo,32,9,13,"1.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
LCB,Logan Ryan,27,5,14,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
RCB,Adoree' Jackson,23,1,13,"0.0 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
SS,Kenny Vaccaro,27,5,13,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
FS,Kevin Byard,25,2,16,"2.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,OTI,2018,2025-08-15 19:33:15
