Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Ryan Fitzpatrick,31,8,9,"217 for 350, 2,454 yards, 14 td, 12 int, & 43 rushes for 225 yards and 3 td",,Starters_1,OTI,2013,2025-08-15 19:32:35
RB,Chris Johnson,28,5,16,"279 rushes for 1,077 yards, 6 td, & 42 catches for 345 yards and 4 td",,Starters_1,OTI,2013,2025-08-15 19:32:35
WR,Nate Washington,30,8,15,"58 catches for 919 yards, 3 td",,Starters_1,OTI,2013,2025-08-15 19:32:35
WR,Kendall Wright,24,1,12,"94 catches for 1,079 yards, 2 td",,Starters_1,OTI,2013,2025-08-15 19:32:35
TE,Craig Stevens,29,5,14,"2 catches for 5 yards, 0 td",,Starters_1,OTI,2013,2025-08-15 19:32:35
TE,Delanie Walker,29,7,11,"60 catches for 571 yards, 6 td",,Starters_1,OTI,2013,2025-08-15 19:32:35
LT,Michael Roos,31,8,16,1 fumble recovered,,Starters_1,OTI,2013,2025-08-15 19:32:35
LG,Andy Levitre,27,4,16,,,Starters_1,OTI,2013,2025-08-15 19:32:35
C,Brian Schwenke,22,Rook,9,1 fumble recovered,,Starters_1,OTI,2013,2025-08-15 19:32:35
RG,Chance Warmack,22,Rook,16,1 fumble recovered,,Starters_1,OTI,2013,2025-08-15 19:32:35
RT,David Stewart,31,7,12,,,Starters_1,OTI,2013,2025-08-15 19:32:35
LDE,Derrick Morgan,24,3,14,"6.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
LDT,Sammie Lee Hill,27,4,10,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
RDT,Jurrell Casey,24,2,14,"10.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
RDE,Ropati Pitoitua,28,4,13,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
LLB,Akeem Ayers,24,2,14,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
MLB,Moise Fokou,28,4,12,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
RLB,Zach Brown,24,1,13,"4.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
LCB,Jason McCourty,26,4,16,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
RCB,Alterraun Verner*,25,3,16,"0.0 sacks, 5 interceptions, 2 fumbles recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
SS,Bernard Pollard,29,7,16,"0.5 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
FS,Michael Griffin,28,6,14,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,OTI,2013,2025-08-15 19:32:35
