Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Ryan Tannehill,32,8,16,"315 for 481, 3,819 yards, 33 td, 7 int, & 43 rushes for 266 yards and 7 td",,Starters_1,OTI,2020,2025-08-15 19:33:32
RB,Derrick Henry*+,26,4,16,"378 rushes for 2,027 yards, 17 td, & 19 catches for 114 yards and 0 td",,Starters_1,OTI,2020,2025-08-15 19:33:32
FB,Khari Blasingame,24,1,7,"0 rushes for yards, 0 td, & 4 catches for 39 yards and 0 td",,Starters_1,OTI,2020,2025-08-15 19:33:32
WR,A.J. Brown*,23,1,12,"70 catches for 1,075 yards, 11 td",,Starters_1,OTI,2020,2025-08-15 19:33:32
WR,Corey Davis,25,3,12,"65 catches for 984 yards, 5 td",,Starters_1,OTI,2020,2025-08-15 19:33:32
TE,Jonnu Smith,25,3,14,"41 catches for 448 yards, 8 td, & 2 rushes for 4 yards and 1 td",,Starters_1,OTI,2020,2025-08-15 19:33:32
LT,David Quessenberry,30,3,6,,,Starters_1,OTI,2020,2025-08-15 19:33:32
LG,Rodger Saffold,32,10,15,,,Starters_1,OTI,2020,2025-08-15 19:33:32
C,Ben Jones,31,8,16,,,Starters_1,OTI,2020,2025-08-15 19:33:32
RG,Nate Davis,24,1,16,,,Starters_1,OTI,2020,2025-08-15 19:33:32
RT,Dennis Kelly,30,8,16,1 fumble recovered,,Starters_1,OTI,2020,2025-08-15 19:33:32
DE,Jack Crawford,32,8,9,,,Starters_1,OTI,2020,2025-08-15 19:33:32
DT,Jeffery Simmons,23,1,15,,,Starters_1,OTI,2020,2025-08-15 19:33:32
NT,DaQuan Jones,29,6,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
LOLB,Jadeveon Clowney,27,6,8,,,Starters_1,OTI,2020,2025-08-15 19:33:32
LILB,Rashaan Evans,25,2,16,"0.5 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
RILB,Jayon Brown,25,3,10,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
ROLB,Harold Landry,24,2,16,"5.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
LCB,Johnathan Joseph,36,14,6,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
RCB,Malcolm Butler,30,6,16,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
SS,Kenny Vaccaro,29,7,13,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
FS,Kevin Byard,27,4,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,OTI,2020,2025-08-15 19:33:32
