Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CLE,1987,QB,Bernie Kosar*,24,2,12,"241 for 389, 3,033 yards, 22 td, 9 int, & 15 rushes for 22 yards and 1 td",,Starters_1
CLE,1987,RB,Earnest Byner,25,3,12,"105 rushes for 432 yards, 8 td, & 52 catches for 552 yards and 2 td",,Starters_1
CLE,1987,FB,Kevin Mack*,25,2,12,"201 rushes for 735 yards, 5 td, & 32 catches for 223 yards and 1 td",,Starters_1
CLE,1987,WR,Reggie Langhorne,24,2,12,"20 catches for 288 yards, 1 td",,Starters_1
CLE,1987,WR,Webster Slaughter,23,1,12,"47 catches for 806 yards, 7 td",,Starters_1
CLE,1987,TE,Ozzie Newsome,31,9,13,"34 catches for 375 yards, 0 td",,Starters_1
CLE,1987,LT,Paul Farren,27,4,12,1 fumble recovered,,Starters_1
CLE,1987,LG,Larry Williams,24,1,8,,,Starters_1
CLE,1987,C,Mike Baab,28,5,12,,,Starters_1
CLE,1987,RG,Dan Fike,26,2,12,,,Starters_1
CLE,1987,RT,Cody Risien*,30,8,13,,,Starters_1
CLE,1987,LDE,Sam Clancy,29,4,8,"2.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
CLE,1987,NT,Bob Golic*,30,8,12,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
CLE,1987,RDE,Carl Hairston,35,11,14,"8.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1
CLE,1987,LOLB,Lucius Sanford,31,9,8,,,Starters_1
CLE,1987,LILB,Eddie Johnson,28,6,11,"1.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
CLE,1987,RILB,Mike Johnson,25,1,10,"2.0 sacks, 1 interception, 1 fumble recovered",,Starters_1
CLE,1987,ROLB,Clay Matthews*,31,9,12,"2.5 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1
CLE,1987,LCB,Frank Minnifield*,27,3,12,"0.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1
CLE,1987,RCB,Hanford Dixon*+,29,6,12,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1
CLE,1987,SS,Ray Ellis,28,6,11,"0.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
CLE,1987,FS,Felix Wright,28,2,7,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
