Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Brandon Weeden,29,Rook,15,"297 for 517, 3,385 yards, 14 td, 17 int, & 27 rushes for 111 yards and 0 td",,Starters_1,CLE,2012,2025-08-15 19:01:50
RB,Trent Richardson,22,Rook,15,"267 rushes for 950 yards, 11 td, & 51 catches for 367 yards and 1 td",,Starters_1,CLE,2012,2025-08-15 19:01:50
WR,Josh Gordon,21,Rook,13,"50 catches for 805 yards, 5 td",,Starters_1,CLE,2012,2025-08-15 19:01:50
WR,Greg Little,23,1,16,"53 catches for 647 yards, 4 td, & 2 rushes for 15 yards and 0 td",,Starters_1,CLE,2012,2025-08-15 19:01:50
TE,Jordan Cameron,24,1,6,"20 catches for 226 yards, 1 td",,Starters_1,CLE,2012,2025-08-15 19:01:50
TE,Ben Watson,32,8,14,"49 catches for 501 yards, 3 td",,Starters_1,CLE,2012,2025-08-15 19:01:50
LT,Joe Thomas*,28,5,16,1 fumble recovered,,Starters_1,CLE,2012,2025-08-15 19:01:50
LG,John Greco,27,4,10,,,Starters_1,CLE,2012,2025-08-15 19:01:50
C,Alex Mack,27,3,16,,,Starters_1,CLE,2012,2025-08-15 19:01:50
RG,Shawn Lauvao,25,2,16,,,Starters_1,CLE,2012,2025-08-15 19:01:50
RT,Mitchell Schwartz,23,Rook,16,1 fumble recovered,,Starters_1,CLE,2012,2025-08-15 19:01:50
LDE,Jabaal Sheard,23,1,16,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
LDT,Ahtyba Rubin,26,4,13,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
RDT,Billy Winn,23,Rook,10,"1.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
RDE,Frostee Rucker,29,5,16,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
LLB,James-Michael Johnson,23,Rook,8,,,Starters_1,CLE,2012,2025-08-15 19:01:50
MLB,D'Qwell Jackson,29,6,16,"3.5 sacks, 2 interceptions, 2 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
RLB,Kaluka Maiava,25,3,13,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
LCB,Joe Haden,23,2,11,"0.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
RCB,Sheldon Brown,33,10,14,"1.0 sacks, 3 interceptions, 2 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
SS,T.J. Ward,26,2,14,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
FS,Usama Young,27,5,11,"1.5 sacks, 3 interceptions, 1 fumble recovered",,Starters_1,CLE,2012,2025-08-15 19:01:50
