Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
CLE,1978,QB,Brian Sipe,29,4,16,"222 for 399, 2,906 yards, 21 td, 15 int, & 28 rushes for 87 yards and 3 td",,Starters_1
CLE,1978,RB,Greg Pruitt,27,5,12,"176 rushes for 960 yards, 3 td, & 38 catches for 292 yards and 2 td",,Starters_1
CLE,1978,FB,Mike Pruitt,24,2,9,"135 rushes for 560 yards, 5 td, & 20 catches for 112 yards and 0 td",,Starters_1
CLE,1978,WR,Dave Logan,24,2,16,"37 catches for 585 yards, 4 td",,Starters_1
CLE,1978,WR,Reggie Rucker,31,8,15,"43 catches for 893 yards, 8 td, & 2 rushes for 14 yards and 0 td",,Starters_1
CLE,1978,TE,Ozzie Newsome,22,Rook,16,"38 catches for 589 yards, 2 td, & 13 rushes for 96 yards and 2 td",,Starters_1
CLE,1978,LT,Doug Dieken,29,7,16,2 fumbles recovered,,Starters_1
CLE,1978,LG,Henry Sheppard,26,2,14,1 fumble recovered,,Starters_1
CLE,1978,C,Tom DeLeone,28,6,15,2 fumbles recovered,,Starters_1
CLE,1978,RG,Robert Jackson,25,3,16,,,Starters_1
CLE,1978,RT,Barry Darrow,28,4,14,1 fumble recovered,,Starters_1
CLE,1978,LDE,Mike St. Clair,25,2,12,"0 interceptions, 3 fumbles recovered",,Starters_1
CLE,1978,LDT,Earl Edwards,32,9,16,,,Starters_1
CLE,1978,RDT,Jerry Sherk,30,8,16,,,Starters_1
CLE,1978,RDE,Mack Mitchell,26,3,14,"0 interceptions, 2 fumbles recovered",,Starters_1
CLE,1978,LLB,Charlie Hall,30,7,16,"1 interception, 1 fumble recovered",,Starters_1
CLE,1978,MLB,Dick Ambrose,25,3,16,"2 interceptions, 1 fumble recovered",,Starters_1
CLE,1978,RLB,Gerald Irons,31,8,14,"2 interceptions, 0 fumbles recovered",,Starters_1
CLE,1978,LCB,Clarence Scott,29,7,12,"3 interceptions, 1 fumble recovered",,Starters_1
CLE,1978,RCB,Oliver Davis,24,1,13,"6 interceptions, 0 fumbles recovered",,Starters_1
CLE,1978,SS,Tony Peters,25,3,15,"2 interceptions, 0 fumbles recovered",,Starters_1
CLE,1978,FS,Thom Darden*,28,6,16,"10 interceptions, 2 fumbles recovered",,Starters_1
