,"[-1.8, -1.1)","[-1.1, -0.9)","[-0.9, -0.4)","[-0.4, -0.2)","[-0.2, 0.3)","[0.3, 0.7)","[0.7, 1.2)","[1.2, 3.7]"
"[1.1, 3.3]",0.7012016177177429,0.643048107624054,0.7209945321083069,0.7520559430122375,0.6809468865394592,0.7325748205184937,0.6943712830543518,0.7841785550117493
"[0.7, 1.1)",0.5811749696731567,0.5503574013710022,0.6098066568374634,0.613057553768158,0.6207420229911804,0.6399644017219543,0.67192542552948,0.6402114629745483
"[0.4, 0.7)",0.5552009344100952,0.5769513249397278,0.5725389122962952,0.509791374206543,0.5583739280700684,0.5987856984138489,0.5581495761871338,0.6121758222579956
"[-0.0, 0.4)",0.4846177399158478,0.5086984634399414,0.5539239645004272,0.5091285109519958,0.5344248414039612,0.5371983647346497,0.548391580581665,0.6113970279693604
"[-0.2, -0.0)",0.46534836292266846,0.41448771953582764,0.4973418414592743,0.5202128887176514,0.5285564064979553,0.3775939345359802,0.5674766302108765,0.6006594896316528
"[-0.7, -0.2)",0.3643896281719208,0.5158721208572388,0.45666956901550293,0.46424534916877747,0.4526648223400116,0.48194363713264465,0.49420490860939026,0.4907631278038025
"[-1.1, -0.7)",0.3212125897407532,0.3751259744167328,0.41655078530311584,0.3690231144428253,0.38389265537261963,0.3799697458744049,0.3346812129020691,0.41946104168891907
"[-2.9, -1.1)",0.2591823637485504,0.283077597618103,0.3423064947128296,0.2781957685947418,0.2839931845664978,0.261248916387558,0.3272961676120758,0.3778516948223114
