,"[3.5, 5.7)","[5.7, 6.4)","[6.4, 7.0)","[7.0, 7.6)","[7.6, 8.4)","[8.4, 11.2]"
"[15.0, 25.0]",0.2157941609621048,0.34839341044425964,0.45895522832870483,0.5803053379058838,0.6523597836494446,0.761642575263977
"[12.0, 15.0)",0.24716387689113617,0.3995720446109772,0.4535406827926636,0.5473878979682922,0.6252181529998779,0.7359529733657837
"[10.0, 12.0)",0.2257872223854065,0.36581769585609436,0.42829522490501404,0.5327715277671814,0.6109510064125061,0.7327567934989929
"[8.0, 10.0)",0.1790449172258377,0.34039992094039917,0.4243515729904175,0.5204435586929321,0.6285399794578552,0.7361417412757874
"[6.0, 8.0)",0.19916458427906036,0.3453417420387268,0.41450557112693787,0.5296109914779663,0.5925540924072266,0.7558419108390808
"[-3.0, 6.0)",0.17917852103710175,0.35796335339546204,0.41398757696151733,0.5446401834487915,0.6259477734565735,0.7462000846862793
