,"[0.0, 1.0)","[1.0, 2.0)","[2.0, 3.0)","[3.0, 4.0)","[4.0, 5.0)","[5.0, 13.0]"
"[9.4, 13.8]",0.7257075905799866,0.7183908820152283,0.7370645403862,0.7262043952941895,0.6948574781417847,0.6761647462844849
"[8.4, 9.4)",0.6370320320129395,0.6274900436401367,0.6009991765022278,0.6200510263442993,0.6567816138267517,0.6347494721412659
"[7.6, 8.4)",0.61369788646698,0.5377925038337708,0.5694316625595093,0.6067004799842834,0.5510398149490356,0.5667750239372253
"[7.0, 7.6)",0.5550662279129028,0.535226583480835,0.49528974294662476,0.5187068581581116,0.5565363168716431,0.5929544568061829
"[6.4, 7.0)",0.4448489546775818,0.45648136734962463,0.45515164732933044,0.4165530204772949,0.4783906042575836,0.47355347871780396
"[5.8, 6.4)",0.44400906562805176,0.4163636565208435,0.4263162314891815,0.3787083923816681,0.39269912242889404,0.4495302438735962
"[5.0, 5.8)",0.3220750391483307,0.36508888006210327,0.35857731103897095,0.34549760818481445,0.2674776017665863,0.4452762007713318
"[2.0, 5.0)",0.26624515652656555,0.27516740560531616,0.271691232919693,0.24875850975513458,0.25599005818367004,0.23938100039958954
