,"[-2.9, -1.1)","[-1.1, -0.6)","[-0.6, -0.3)","[-0.3, -0.0)","[-0.0, 0.3)","[0.3, 0.6)","[0.6, 1.1)","[1.1, 3.9]"
"[1.2, 3.1]",0.7528123259544373,0.7572097778320312,0.7606218457221985,0.763442873954773,0.761937141418457,0.7534230351448059,0.7534549236297607,0.7505561709403992
"[0.7, 1.2)",0.6553323268890381,0.6507164239883423,0.6436454057693481,0.6485556960105896,0.6650503277778625,0.6443756818771362,0.6592801809310913,0.644694983959198
"[0.3, 0.7)",0.5936312675476074,0.6023260951042175,0.606788694858551,0.6124352216720581,0.6209720969200134,0.5932106375694275,0.6064402461051941,0.6103512644767761
"[-0.0, 0.3)",0.536922812461853,0.5480663180351257,0.5676023364067078,0.5459584593772888,0.5409712195396423,0.5343707203865051,0.5322363972663879,0.5208240151405334
"[-0.4, -0.0)",0.4425458312034607,0.4751988351345062,0.4544095993041992,0.4310995936393738,0.4576387405395508,0.45781806111335754,0.4469712972640991,0.427134245634079
"[-0.7, -0.4)",0.36364829540252686,0.3771743178367615,0.39643028378486633,0.379712849855423,0.3789611756801605,0.3845330476760864,0.35854485630989075,0.35513681173324585
"[-1.2, -0.7)",0.3071863353252411,0.3298466205596924,0.3579850196838379,0.3379807472229004,0.3252887427806854,0.33756086230278015,0.34499576687812805,0.3364781439304352
"[-2.7, -1.2)",0.17605707049369812,0.19267931580543518,0.2002282738685608,0.1900220811367035,0.19045428931713104,0.19427675008773804,0.2004055380821228,0.212324857711792
