,"[-2.9, -1.1)","[-1.1, -0.7)","[-0.7, -0.2)","[-0.2, -0.0)","[-0.0, 0.4)","[0.4, 0.7)","[0.7, 1.1)","[1.1, 3.3]"
"[1.6, 3.8]",0.3375210464000702,0.4521951377391815,0.42989692091941833,0.544230580329895,0.5322241187095642,0.5686035752296448,0.6726266741752625,0.7439675331115723
"[1.1, 1.6)",0.24589857459068298,0.3529721200466156,0.37704333662986755,0.4826344847679138,0.5501677393913269,0.6261657476425171,0.6469077467918396,0.7338293790817261
"[0.9, 1.1)",0.28394973278045654,0.33018285036087036,0.4125511050224304,0.4960133731365204,0.5374247431755066,0.567751944065094,0.6440675854682922,0.6350402235984802
"[0.6, 0.9)",0.273974746465683,0.3218160569667816,0.4309815466403961,0.5031728744506836,0.5909864902496338,0.5735822916030884,0.620934247970581,0.6913353800773621
"[0.3, 0.6)",0.32533976435661316,0.37238797545433044,0.5119805335998535,0.5514922142028809,0.5405441522598267,0.5740566849708557,0.6508452892303467,0.7323412299156189
"[-0.0, 0.3)",0.3252563774585724,0.36906203627586365,0.4918100833892822,0.4973744750022888,0.4935719668865204,0.5212950706481934,0.6404790282249451,0.7144275307655334
"[-0.4, -0.0)",0.28574955463409424,0.42555657029151917,0.41146716475486755,0.5658350586891174,0.5463004112243652,0.5227033495903015,0.6456621289253235,0.7012990713119507
"[-2.5, -0.4)",0.27491164207458496,0.3217741847038269,0.45925816893577576,0.4688890874385834,0.5220479369163513,0.47938910126686096,0.6018410325050354,0.7263859510421753
