,"[-6.3, -1.8)","[-1.8, -1.0)","[-1.0, -0.5)","[-0.5, 0.0)","[0.0, 0.5)","[0.5, 1.1)","[1.1, 1.8)","[1.8, 5.1]"
"[2.0, 4.0]",0.531996488571167,0.631773829460144,0.5806228518486023,0.35573968291282654,0.5691158771514893,0.3909851908683777,0.5357369780540466,0.554619550704956
"[1.0, 2.0)",0.6183037161827087,0.5600863695144653,0.5389070510864258,0.5049262046813965,0.4761316180229187,0.508679211139679,0.4562654495239258,0.40008413791656494
"[0.0, 1.0)",0.575925350189209,0.5365958213806152,0.49750804901123047,0.4615674316883087,0.48706743121147156,0.44826048612594604,0.3781827986240387,0.36521610617637634
