,"[-6.2, 0.0)","[0.0, 12.5)","[12.5, 18.8)","[18.8, 31.2)","[31.2, 43.8)","[43.8, 68.8]"
"[0.6, 2.9]",0.5946124792098999,0.45750030875205994,0.3327883780002594,0.4081104099750519,0.4329466223716736,0.270170122385025
"[0.0, 0.6)",0.6083455085754395,0.6063118577003479,0.436999648809433,0.42911583185195923,0.40687671303749084,0.27457156777381897
"[-2.2, 0.0)",0.5495589375495911,0.5365905165672302,0.4446079134941101,0.3746447265148163,0.3955286145210266,0.3369380533695221
