,"[0.0, 1.0)","[1.0, 2.0)","[2.0, 4.0]"
"[8.6, 11.2]",0.7501282691955566,0.7557416558265686,0.7516642212867737
"[8.0, 8.6)",0.644975483417511,0.6659791469573975,0.6663348078727722
"[7.4, 8.0)",0.5924484133720398,0.6074641346931458,0.6113030314445496
"[7.0, 7.4)",0.5311375856399536,0.5340726375579834,0.5601351261138916
"[6.5, 7.0)",0.4238734841346741,0.43391644954681396,0.4843467175960541
"[6.0, 6.5)",0.36530473828315735,0.3910213112831116,0.39793604612350464
"[5.5, 6.0)",0.33350884914398193,0.31793761253356934,0.3278454840183258
"[3.5, 5.5)",0.18289083242416382,0.1857421100139618,0.22667987644672394
