,"[0.0, 3.9)","[3.9, 10.6)","[10.6, 26.2]"
"[15.0, 25.0]",0.7243327498435974,0.6797391772270203,0.7050817012786865
"[13.0, 15.0)",0.6402708292007446,0.6075345873832703,0.635794460773468
"[12.0, 13.0)",0.5455677509307861,0.5987728834152222,0.5732435584068298
"[10.0, 12.0)",0.5467014908790588,0.48508673906326294,0.4831911027431488
"[9.0, 10.0)",0.5189781188964844,0.413573682308197,0.4857904613018036
"[7.0, 9.0)",0.4234102964401245,0.4124748408794403,0.4924837648868561
"[5.0, 7.0)",0.3563786447048187,0.293445348739624,0.2876366674900055
"[-3.0, 5.0)",0.31824296712875366,0.291289359331131,0.3032209575176239
