,"[-3.0, 5.0)","[5.0, 7.0)","[7.0, 9.0)","[9.0, 10.0)","[10.0, 12.0)","[12.0, 13.0)","[13.0, 15.0)","[15.0, 25.0]"
"[0.6, 2.9]",0.32232311367988586,0.3690129518508911,0.40974438190460205,0.4235551953315735,0.49930649995803833,0.5658559203147888,0.6291693449020386,0.7062457203865051
"[0.0, 0.6)",0.2824417054653168,0.2863517701625824,0.39525938034057617,0.5308078527450562,0.48953962326049805,0.6124880313873291,0.6551186442375183,0.685080349445343
"[-2.2, 0.0)",0.2716341018676758,0.3626024127006531,0.42889416217803955,0.5053969025611877,0.5365905165672302,0.5327768325805664,0.6046561598777771,0.6856586933135986
