,"[0.0, 2.0)","[2.0, 18.0]"
"[10.0, 28.0]",0.5421434640884399,0.4682445824146271
"[6.0, 10.0)",0.5350728631019592,0.49108198285102844
"[4.0, 6.0)",0.5291580557823181,0.5404627919197083
"[2.0, 4.0)",0.5117942690849304,0.4880492091178894
"[1.0, 2.0)",0.4948010742664337,0.4385054111480713
"[0.0, 1.0)",0.42357107996940613,0.4110397696495056
