,"[1970.0, 1977.0)","[1977.0, 1984.0)","[1984.0, 1991.0)","[1991.0, 1998.0)","[1998.0, 2005.0)","[2005.0, 2011.0)","[2011.0, 2018.0)","[2018.0, 2024.0]"
"[0.6, 2.4]",0.47693589329719543,0.4681939482688904,0.38912975788116455,0.48496803641319275,0.5001561045646667,0.4317149817943573,0.5066709518432617,0.4571950435638428
"[0.0, 0.6)",,0.590984582901001,0.5586674809455872,0.4605606198310852,0.5728039741516113,0.5871492624282837,0.46040961146354675,0.6167790293693542
"[-2.4, 0.0)",0.5156139135360718,0.48415639996528625,0.4834778606891632,0.49761199951171875,0.5268982648849487,0.46880123019218445,0.5084009766578674,0.47135818004608154
