,"[-1.3, -1.0)","[-1.0, -0.3)","[-0.3, -0.0)","[-0.0, 0.7)","[0.7, 1.3)","[1.3, 2.6]"
"[1.5, 4.1]",0.5688640475273132,0.5464152097702026,0.39341914653778076,0.3605351448059082,0.494672566652298,0.3561059534549713
"[1.1, 1.5)",0.5938708186149597,0.5228430032730103,0.43035292625427246,0.39436203241348267,0.5531815886497498,0.3678020238876343
"[0.8, 1.1)",0.5456260442733765,0.5652799606323242,0.43981459736824036,0.434544175863266,0.44230884313583374,0.3191490173339844
"[0.5, 0.8)",0.6181425452232361,0.5156835913658142,0.477967232465744,0.3577745854854584,0.3980506956577301,0.3504490852355957
"[0.3, 0.5)",0.5429043769836426,0.5688836574554443,0.42913487553596497,0.37458187341690063,0.38160860538482666,0.3320174217224121
"[-0.0, 0.3)",0.6339324116706848,0.5615636110305786,0.4632726311683655,0.37155643105506897,0.36771225929260254,0.3433000445365906
"[-0.4, -0.0)",0.6036149859428406,0.5233242511749268,0.5100899338722229,0.42541053891181946,0.39031505584716797,0.3825758099555969
"[-3.9, -0.4)",0.5344641208648682,0.5371887683868408,0.5126470923423767,0.4346604645252228,0.513791561126709,0.31475022435188293
