Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Brian Hoyer,32,8,6,"119 for 205, 1,245 yards, 4 td, 4 int, & 5 rushes for 7 yards and 1 td",,Starters_1,SFO,2017,2025-08-15 19:45:20
RB,Carlos Hyde,27,3,16,"240 rushes for 938 yards, 8 td, & 59 catches for 350 yards and 0 td",,Starters_1,SFO,2017,2025-08-15 19:45:20
FB,Kyle Juszczyk*,26,4,10,"7 rushes for 31 yards, 0 td, & 33 catches for 315 yards and 1 td",,Starters_1,SFO,2017,2025-08-15 19:45:20
WR,Pierre Garcon,31,9,8,"40 catches for 500 yards, 0 td",,Starters_1,SFO,2017,2025-08-15 19:45:20
WR,Marquise Goodwin,27,4,16,"56 catches for 962 yards, 2 td, & 4 rushes for 44 yards and 0 td",,Starters_1,SFO,2017,2025-08-15 19:45:20
TE,Garrett Celek,29,5,13,"21 catches for 336 yards, 4 td",,Starters_1,SFO,2017,2025-08-15 19:45:20
LT,Joe Staley*,33,10,15,1 fumble recovered,,Starters_1,SFO,2017,2025-08-15 19:45:20
LG,Laken Tomlinson,25,2,15,,,Starters_1,SFO,2017,2025-08-15 19:45:20
C,Daniel Kilgore,30,6,16,,,Starters_1,SFO,2017,2025-08-15 19:45:20
RG,Brandon Fusco,29,6,16,,,Starters_1,SFO,2017,2025-08-15 19:45:20
RT,Trent Brown,24,2,10,,,Starters_1,SFO,2017,2025-08-15 19:45:20
LDE,Arik Armstead,24,2,6,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
LDT,Earl Mitchell,30,7,16,"1.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
RDT,DeForest Buckner,23,1,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
RDE,Solomon Thomas,22,Rook,12,"3.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
LLB,Eli Harold,23,2,10,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
MLB,Reuben Foster,23,Rook,10,,,Starters_1,SFO,2017,2025-08-15 19:45:20
RLB,Brock Coyle,27,3,10,"0.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
LCB,Ahkello Witherspoon,22,Rook,9,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
RCB,Dontae Johnson,26,3,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
SS,Eric Reid,26,4,12,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
FS,Jimmie Ward,26,3,6,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SFO,2017,2025-08-15 19:45:20
