Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Brock Purdy,25,2,15,"300 for 455, 3,864 yards, 20 td, 12 int, & 66 rushes for 323 yards and 5 td",,Starters_1,SFO,2024,2025-08-15 19:46:16
RB,Jordan Mason,25,2,6,"153 rushes for 789 yards, 3 td, & 11 catches for 91 yards and 0 td",,Starters_1,SFO,2024,2025-08-15 19:46:16
FB,Kyle Juszczyk*,33,11,15,"5 rushes for 26 yards, 1 td, & 19 catches for 200 yards and 2 td",,Starters_1,SFO,2024,2025-08-15 19:46:16
WR,Jauan Jennings,27,3,10,"77 catches for 975 yards, 6 td",,Starters_1,SFO,2024,2025-08-15 19:46:16
WR,Deebo Samuel,28,5,15,"51 catches for 670 yards, 3 td, & 42 rushes for 136 yards and 1 td",,Starters_1,SFO,2024,2025-08-15 19:46:16
TE,George Kittle*,31,7,15,"78 catches for 1,106 yards, 8 td",,Starters_1,SFO,2024,2025-08-15 19:46:16
LT,Trent Williams,36,14,10,,,Starters_1,SFO,2024,2025-08-15 19:46:16
LG,Aaron Banks,27,3,13,1 fumble recovered,,Starters_1,SFO,2024,2025-08-15 19:46:16
C,Jake Brendel,32,8,17,,,Starters_1,SFO,2024,2025-08-15 19:46:16
RG,Dominick Puni,24,Rook,17,,,Starters_1,SFO,2024,2025-08-15 19:46:16
RT,Colton McKivitz,28,4,17,,,Starters_1,SFO,2024,2025-08-15 19:46:16
LDE,Nick Bosa*,27,5,14,"9.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
LDT,Maliek Collins,29,8,17,"5.0 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
RDT,Jordan Elliott,27,4,13,,,Starters_1,SFO,2024,2025-08-15 19:46:16
RDE,Leonard Floyd,32,8,17,"8.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
LLB,De'Vondre Campbell,31,8,12,,,Starters_1,SFO,2024,2025-08-15 19:46:16
MLB,Fred Warner*+,28,6,17,"1.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
RLB,Deommodore Lenoir,25,3,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
RLB,Dee Winters,24,1,10,,,Starters_1,SFO,2024,2025-08-15 19:46:16
LCB,Charvarius Ward,28,6,12,,,Starters_1,SFO,2024,2025-08-15 19:46:16
SS,Malik Mustapha,22,Rook,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
FS,Ji'Ayir Brown,24,1,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SFO,2024,2025-08-15 19:46:16
