Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Jimmy Garoppolo,31,8,10,"207 for 308, 2,437 yards, 16 td, 4 int, & 23 rushes for 33 yards and 2 td",,Starters_1,SFO,2022,2025-08-15 19:45:58
RB,Christian McCaffrey*,26,5,10,"159 rushes for 746 yards, 6 td, & 52 catches for 464 yards and 4 td",,Starters_1,SFO,2022,2025-08-15 19:45:58
FB,Kyle Juszczyk*,31,9,12,"7 rushes for 26 yards, 1 td, & 19 catches for 200 yards and 1 td",,Starters_1,SFO,2022,2025-08-15 19:45:58
WR,Brandon Aiyuk,24,2,17,"78 catches for 1,015 yards, 8 td, & 2 rushes for 23 yards and 0 td",,Starters_1,SFO,2022,2025-08-15 19:45:58
WR,Deebo Samuel,26,3,12,"56 catches for 632 yards, 2 td, & 42 rushes for 232 yards and 3 td",,Starters_1,SFO,2022,2025-08-15 19:45:58
TE,George Kittle*,29,5,15,"60 catches for 765 yards, 11 td",,Starters_1,SFO,2022,2025-08-15 19:45:58
LT,Trent Williams*+,34,12,14,,,Starters_1,SFO,2022,2025-08-15 19:45:58
LG,Aaron Banks,25,1,16,,,Starters_1,SFO,2022,2025-08-15 19:45:58
C,Jake Brendel,30,6,17,,,Starters_1,SFO,2022,2025-08-15 19:45:58
RG,Spencer Burford,22,Rook,16,,,Starters_1,SFO,2022,2025-08-15 19:45:58
RT,Mike McGlinchey,28,4,17,,,Starters_1,SFO,2022,2025-08-15 19:45:58
LDE,Samson Ebukam,27,5,15,"5.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
LDT,Kevin Givens,25,3,11,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
RDT,Arik Armstead,29,7,9,,,Starters_1,SFO,2022,2025-08-15 19:45:58
RDE,Nick Bosa*+,25,3,16,"18.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
LLB,Azeez Al-Shaair,25,3,9,"0.0 sacks, 0 interceptions, 1 fumble recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
MLB,Fred Warner*+,26,4,17,"2.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
RLB,Dre Greenlaw,25,3,15,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
LCB,Deommodore Lenoir,23,1,13,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
RCB,Charvarius Ward,26,4,17,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
SS,Talanoa Hufanga*+,23,1,17,"2.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
FS,Tashaun Gipson,32,10,17,"0.5 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1,SFO,2022,2025-08-15 19:45:58
