Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
SFO,1973,QB,John Brodie,38,16,6,"98 for 194, 1,126 yards, 3 td, 12 int, & 5 rushes for 16 yards and 1 td",,Starters_1
SFO,1973,RB,Vic Washington,27,2,13,"151 rushes for 534 yards, 8 td, & 33 catches for 238 yards and 0 td",,Starters_1
SFO,1973,FB,Ken Willard,30,8,10,"83 rushes for 366 yards, 1 td, & 22 catches for 160 yards and 1 td",,Starters_1
SFO,1973,WR,Danny Abramowicz,28,6,11,"35 catches for 442 yards, 1 td",,Starters_1
SFO,1973,WR,Gene Washington,26,4,13,"37 catches for 606 yards, 2 td",,Starters_1
SFO,1973,TE,Ted Kwalick*,26,4,14,"47 catches for 729 yards, 5 td, & 5 rushes for 37 yards and 0 td",,Starters_1
SFO,1973,LT,Len Rohde,35,13,14,2 fumbles recovered,,Starters_1
SFO,1973,LG,John Watson,24,2,13,1 fumble recovered,,Starters_1
SFO,1973,C,Forrest Blue*+,28,5,14,1 fumble recovered,,Starters_1
SFO,1973,RG,Woody Peoples*,30,5,14,,,Starters_1
SFO,1973,RT,Cas Banaszek,28,5,9,,,Starters_1
SFO,1973,LDE,Tommy Hart,29,5,14,"0 interceptions, 1 fumble recovered",,Starters_1
SFO,1973,LDT,Charlie Krueger,36,14,14,,,Starters_1
SFO,1973,RDT,Bob Hoskins,28,3,13,"0 interceptions, 1 fumble recovered",,Starters_1
SFO,1973,RDE,Cedrick Hardman,25,3,11,"0 interceptions, 2 fumbles recovered",,Starters_1
SFO,1973,LLB,Dave Wilcox*,31,9,14,"2 interceptions, 1 fumble recovered",,Starters_1
SFO,1973,MLB,Jim Sniadecki,26,4,11,"1 interception, 3 fumbles recovered",,Starters_1
SFO,1973,RLB,Willie Harper,23,Rook,11,"0 interceptions, 1 fumble recovered",,Starters_1
SFO,1973,LCB,Jimmy Johnson,35,12,13,"4 interceptions, 0 fumbles recovered",,Starters_1
SFO,1973,RCB,Bruce Taylor,25,3,12,"6 interceptions, 0 fumbles recovered",,Starters_1
SFO,1973,SS,Mel Phillips,31,7,14,"1 interception, 0 fumbles recovered",,Starters_1
SFO,1973,FS,Mike Simpson,26,3,7,"0 interceptions, 1 fumble recovered",,Starters_1
