Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Sam Bradford,25,2,16,"328 for 551, 3,702 yards, 21 td, 13 int, & 36 rushes for 124 yards and 1 td",,Starters_1,RAM,2012,2025-08-15 19:40:29
RB,Steven Jackson,29,8,16,"258 rushes for 1,045 yards, 4 td, & 38 catches for 321 yards and 0 td",,Starters_1,RAM,2012,2025-08-15 19:40:29
WR,Danny Amendola,27,3,8,"63 catches for 666 yards, 3 td, & 2 rushes for 8 yards and 0 td",,Starters_1,RAM,2012,2025-08-15 19:40:29
WR,Brandon Gibson,25,3,13,"51 catches for 691 yards, 5 td",,Starters_1,RAM,2012,2025-08-15 19:40:29
WR,Chris Givens,23,Rook,12,"42 catches for 698 yards, 3 td, & 3 rushes for 12 yards and 0 td",,Starters_1,RAM,2012,2025-08-15 19:40:29
TE,Lance Kendricks,24,1,14,"42 catches for 519 yards, 4 td",,Starters_1,RAM,2012,2025-08-15 19:40:29
LT,Rodger Saffold,24,2,10,1 fumble recovered,,Starters_1,RAM,2012,2025-08-15 19:40:29
LG,Quinn Ojinnaka,28,6,5,,,Starters_1,RAM,2012,2025-08-15 19:40:29
C,Robert Turner,28,5,16,2 fumbles recovered,,Starters_1,RAM,2012,2025-08-15 19:40:29
RG,Harvey Dahl,31,6,14,1 fumble recovered,,Starters_1,RAM,2012,2025-08-15 19:40:29
RT,Barry Richardson,26,4,16,,,Starters_1,RAM,2012,2025-08-15 19:40:29
LDE,Chris Long,27,4,16,"11.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
LDT,Kendall Langford,26,4,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
RDT,Michael Brockers,22,Rook,12,"4.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
RDE,Robert Quinn,22,1,14,"10.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
LLB,Rocky McIntosh,30,6,9,"1.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
MLB,James Laurinaitis,26,3,16,"0.5 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
RLB,Jo-Lonn Dunbar,27,4,16,"4.5 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
LCB,Cortland Finnegan,28,6,15,"1.0 sacks, 3 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
RCB,Jackrabbit Jenkins,24,Rook,14,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
SS,Quintin Mikell,32,9,16,"3.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
FS,Craig Dahl,27,5,16,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1,RAM,2012,2025-08-15 19:40:29
