Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAM,1996,QB,Tony Banks,23,Rook,13,"192 for 368, 2,544 yards, 15 td, 15 int, & 61 rushes for 212 yards and 0 td",,Starters_1
RAM,1996,RB,Lawrence Phillips,21,Rook,11,"193 rushes for 632 yards, 4 td, & 8 catches for 28 yards and 1 td",,Starters_1
RAM,1996,FB,Derrick Harris,24,Rook,6,"3 rushes for 5 yards, 0 td, & 4 catches for 17 yards and 0 td",,Starters_1
RAM,1996,WR,Isaac Bruce*,24,2,16,"84 catches for 1,338 yards, 7 td, & 1 rush for 4 yards and 0 td",,Starters_1
RAM,1996,WR,Eddie Kennison,23,Rook,14,"54 catches for 924 yards, 9 td",,Starters_1
RAM,1996,TE,Ernie Conwell,24,Rook,8,"15 catches for 164 yards, 0 td",,Starters_1
RAM,1996,LT,Wayne Gandy,25,2,16,,,Starters_1
RAM,1996,LG,Leo Goeas,30,6,13,1 fumble recovered,,Starters_1
RAM,1996,C,Bern Brostek,30,6,16,,,Starters_1
RAM,1996,RG,Dwayne White,29,6,16,1 fumble recovered,,Starters_1
RAM,1996,RT,Zach Wiegert,24,1,16,2 fumbles recovered,,Starters_1
RAM,1996,LDE,Kevin Carter,23,1,16,"9.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
RAM,1996,LDT,Jimmie Jones,30,6,14,"5.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1
RAM,1996,RDT,D'Marco Farr,25,2,16,"4.5 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAM,1996,RDE,Leslie O'Neal,32,10,16,"7.0 sacks, 0 interceptions, 3 fumbles recovered",,Starters_1
RAM,1996,LLB,Carlos Jenkins,28,5,10,"0.0 sacks, 1 interception, 2 fumbles recovered",,Starters_1
RAM,1996,MLB,Robert Jones,27,4,13,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAM,1996,RLB,Roman Phifer,28,5,15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1
RAM,1996,LCB,Todd Lyght,27,5,16,"0.0 sacks, 5 interceptions, 0 fumbles recovered",,Starters_1
RAM,1996,RCB,Anthony Parker,30,7,14,"0.0 sacks, 4 interceptions, 1 fumble recovered",,Starters_1
RAM,1996,SS,Toby Wright,26,2,12,"0.0 sacks, 1 interception, 0 fumbles recovered",,Starters_1
RAM,1996,FS,Keith Lyle,24,2,16,"0.0 sacks, 9 interceptions, 0 fumbles recovered",,Starters_1
