Team,Year,Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type
RAM,1981,QB,Pat Haden,28,5,11,"138 for 267, 1,815 yards, 9 td, 13 int, & 18 rushes for 104 yards and 0 td",,Starters_1
RAM,1981,RB,Wendell Tyler,26,4,15,"260 rushes for 1,074 yards, 12 td, & 45 catches for 436 yards and 5 td",,Starters_1
RAM,1981,FB,Cullen Bryant,30,8,12,"109 rushes for 436 yards, 1 td, & 22 catches for 160 yards and 0 td",,Starters_1
RAM,1981,WR,Preston Dennard,26,3,15,"49 catches for 821 yards, 4 td, & 6 rushes for 29 yards and 0 td",,Starters_1
RAM,1981,WR,Billy Waddy,27,4,14,"31 catches for 460 yards, 0 td",,Starters_1
RAM,1981,TE,Walt Arnold,23,1,9,"20 catches for 212 yards, 2 td",,Starters_1
RAM,1981,LT,Irv Pankey,23,1,12,2 fumbles recovered,,Starters_1
RAM,1981,LG,Kent Hill,24,2,11,,,Starters_1
RAM,1981,C,Rich Saul*,33,11,16,1 fumble recovered,,Starters_1
RAM,1981,RG,Dennis Harrah,28,6,13,,,Starters_1
RAM,1981,RT,Doug Smith,25,3,13,,,Starters_1
RAM,1981,LDE,Jack Youngblood,31,10,16,,,Starters_1
RAM,1981,LDT,Mike Fanning,28,6,16,"0 interceptions, 1 fumble recovered",,Starters_1
RAM,1981,RDT,Larry Brooks,31,9,8,,,Starters_1
RAM,1981,RDE,Cody Jones,30,7,16,"0 interceptions, 1 fumble recovered",,Starters_1
RAM,1981,LLB,Jim Youngblood,31,8,16,"1 interception, 0 fumbles recovered",,Starters_1
RAM,1981,MLB,Carl Ekern,27,5,16,,,Starters_1
RAM,1981,RLB,George Andrews,26,2,15,,,Starters_1
RAM,1981,LCB,Pat Thomas,27,5,9,"4 interceptions, 0 fumbles recovered",,Starters_1
RAM,1981,RCB,Rod Perry,28,6,16,"3 interceptions, 0 fumbles recovered",,Starters_1
RAM,1981,SS,Johnnie Johnson,25,1,16,"0 interceptions, 5 fumbles recovered",,Starters_1
RAM,1981,FS,Nolan Cromwell*+,26,4,16,"5 interceptions, 3 fumbles recovered",,Starters_1
